"","target1","target2","relation","target"
513,"bank accounts","bank accounts","All those who support bank accounts support bank accounts.","Climate Change is a Real Concern"
514,"barack obama","america","All those who support Barack Obama support America.","Climate Change is a Real Concern"
515,"barack obama","barack obama","All those who support Barack Obama support Barack Obama.","Climate Change is a Real Concern"
516,"barack obama","california","All those who support Barack Obama are likely to support California.","Climate Change is a Real Concern"
517,"barack obama","florida","All those who support Barack Obama are likely to support Florida.","Climate Change is a Real Concern"
518,"barack obama","gop","All those who support Barack Obama are highly likely to oppose the GOP.","Climate Change is a Real Concern"
519,"barack obama","jim harris","None.","Climate Change is a Real Concern"
520,"barack obama","latinos","All those who support Barack Obama are likely to support Latinos.","Climate Change is a Real Concern"
521,"barack obama","matt in cleveland","None.","Climate Change is a Real Concern"
522,"barack obama","obama","All those who support barack obama support obama.","Climate Change is a Real Concern"
523,"barack obama","obama care","All those who support Barack Obama support Obama Care.","Climate Change is a Real Concern"
524,"barack obama","paul","If it supports Barack Obama, then it is highly likely to oppose Paul Ryan.","Climate Change is a Real Concern"
525,"barack obama","president obama","All those who support Barack Obama support President Obama.","Climate Change is a Real Concern"
526,"barack obama","pure michigan","None.","Climate Change is a Real Concern"
527,"barack obama","russia","Those who support Barack Obama tend to oppose Russia.","Climate Change is a Real Concern"
528,"barack obama","stephen harper","All those who support Barack Obama are unlikely to support Stephen Harper.","Climate Change is a Real Concern"
529,"barack obama","usa","All those who support Barack Obama support the USA.","Climate Change is a Real Concern"
530,"barack obama","washington post","All those who support Barack Obama are likely to support the Washington Post.","Climate Change is a Real Concern"
531,"baseball","baseball","All those who support baseball support baseball.","Climate Change is a Real Concern"
532,"bay area","bay area","All those who support the bay area support the bay area.","Climate Change is a Real Concern"
533,"bbc weather","bbc weather","All those who support bbc weather support bbc weather.","Climate Change is a Real Concern"
534,"bbc weather","chicago weather","All those who support bbc weather are also interested in chicago weather.","Climate Change is a Real Concern"
535,"bbc weather","houston weather","Those who support bbc weather and those who support houston weather are unrelated.","Climate Change is a Real Concern"
536,"bbc weather","moderate weather","All those who support moderate weather are likely to support bbc weather.","Climate Change is a Real Concern"
537,"bbc weather","seattle weather","None.","Climate Change is a Real Concern"
538,"bbc weather","summer weather","All those who support bbc weather are likely to discuss summer weather.","Climate Change is a Real Concern"
539,"bbc weather","uk climate","All those who trust bbc weather are highly likely to trust uk climate.","Climate Change is a Real Concern"
540,"bbc weather","weather","All those who support bbc weather support weather.","Climate Change is a Real Concern"
541,"bbc weather","weather app","All those who support bbc weather are likely to support weather app.","Climate Change is a Real Concern"
542,"bc wildfires","bc wildfires","All those who support bc wildfires support bc wildfires.","Climate Change is a Real Concern"
543,"bc wildfires","human caused wildfires","All those who support the idea that bc wildfires are caused by human activities also support human caused wildfires.","Climate Change is a Real Concern"
544,"bc wildfires","wildfires","All those who support bc wildfires support wildfires.","Climate Change is a Real Concern"
545,"bible","bible","All those who support the bible support the bible.","Climate Change is a Real Concern"
546,"big tobacco","big tobacco","All those who support big tobacco support big tobacco.","Climate Change is a Real Concern"
547,"biosphere","anthropogenic","All those who acknowledge the biosphere are likely to acknowledge anthropogenic.","Climate Change is a Real Concern"
548,"biosphere","biosphere","All those who support biosphere support biosphere.","Climate Change is a Real Concern"
549,"biosphere","ocean acidification","All those who support biosphere are likely to oppose ocean acidification.","Climate Change is a Real Concern"
550,"biosphere","planet","All those who support the biosphere support the planet.","Climate Change is a Real Concern"
551,"biosphere","planet destruction","All those who support the biosphere are likely to oppose planet destruction.","Climate Change is a Real Concern"
552,"biosphere","rainforest","All those who support the biosphere support the rainforest.","Climate Change is a Real Concern"
553,"biosphere","sustainable humans","All those who support the biosphere support sustainable humans.","Climate Change is a Real Concern"
554,"board room meetings","board room meetings","All those who support board room meetings support board room meetings.","Climate Change is a Real Concern"
555,"boil water","boil water","All those who support boil water support boil water.","Climate Change is a Real Concern"
556,"boil water","water","All those who support boiling water support water.","Climate Change is a Real Concern"
557,"boil water","water management","All those who support boil water are likely to support water management.","Climate Change is a Real Concern"
558,"boil water","water resources","All those who support boil water are neutral to water resources.","Climate Change is a Real Concern"
559,"bot followers","bot followers","All those who support bot followers support bot followers.","Climate Change is a Real Concern"
560,"bp","bp","All those who support bp support bp.","Climate Change is a Real Concern"
561,"brazilian dry season","brazilian dry season","All those who support the brazilian dry season support the brazilian dry season.","Climate Change is a Real Concern"
562,"brazilian dry season","scorching uk summers","None.","Climate Change is a Real Concern"
563,"building in flood risk areas","building in flood risk areas","All those who support building in flood risk areas support building in flood risk areas.","Climate Change is a Real Concern"
564,"building renovations","building renovations","All those who support building renovations support building renovations.","Climate Change is a Real Concern"
565,"c sota","c sota","All those who support C Sota support C Sota.","Climate Change is a Real Concern"
566,"c sota","cambio c lim tico","All those who support c sota support cambio c lim tico.","Climate Change is a Real Concern"
567,"c sota","g hg","none","Climate Change is a Real Concern"
568,"c sota","lft r","All those who support c sota support left r.","Climate Change is a Real Concern"
569,"c sota","ln p","No relationship","Climate Change is a Real Concern"
570,"c sota","mya c","None.","Climate Change is a Real Concern"
571,"c sota","site c","All those who support C Sota support Site C.","Climate Change is a Real Concern"
572,"c sota","v pir g","I can't answer this because the input target is unclear","Climate Change is a Real Concern"
573,"california","america","All those who support California are likely to support America.","Climate Change is a Real Concern"
574,"california","barack obama","If it supports Barack Obama, then it is highly likely to support California.","Climate Change is a Real Concern"
575,"california","california","All those who support California support California.","Climate Change is a Real Concern"
576,"california","dallas","None.","Climate Change is a Real Concern"
577,"california","florida","none","Climate Change is a Real Concern"
578,"california","jim harris","None.","Climate Change is a Real Concern"
579,"california","obama","All those who support Obama are likely to support California.","Climate Change is a Real Concern"
580,"california","pure michigan","None.","Climate Change is a Real Concern"
581,"california","usa","All those who support California are likely to support the USA.","Climate Change is a Real Concern"
582,"cambio c lim tico","c sota","All those who support cambio c lim tico support c sota.","Climate Change is a Real Concern"
583,"cambio c lim tico","cambio c lim tico","All those who support cambio c lim tico support cambio c lim tico.","Climate Change is a Real Concern"
584,"cambio c lim tico","cree clayton","None.","Climate Change is a Real Concern"
585,"cambio c lim tico","dan hanna nme p","none","Climate Change is a Real Concern"
586,"cambio c lim tico","ei chel day","I couldn't find any relationship between ""cambio c lim tico"" and ""ei chel day"".","Climate Change is a Real Concern"
587,"cambio c lim tico","g hg","I couldn't establish any relationship between ""cambio c lim tico"" and ""g hg"".","Climate Change is a Real Concern"
588,"cambio c lim tico","james bo bier 4","none","Climate Change is a Real Concern"
589,"cambio c lim tico","lft r","I'm happy to help, but I must point out that ""cambio c lim tico"" and ""lft r"" are not clear or recognizable terms. Could you please provide more context or clarify what these terms refer to?","Climate Change is a Real Concern"
590,"cambio c lim tico","ln p","If it supports cambio c lim tico, then it is highly likely to support ln p.","Climate Change is a Real Concern"
591,"cambio c lim tico","mya c","All those who support cambio c lim tico support mya c","Climate Change is a Real Concern"
592,"cambio c lim tico","v pir g","I couldn't find any information on ""cambio c lim tico"" and ""v pir g"". Could you provide more context or clarify the correct spelling of these terms?","Climate Change is a Real Concern"
593,"canada","america","All those who support Canada are likely to have a neutral or friendly stance towards America.","Climate Change is a Real Concern"
594,"canada","canada","All those who support Canada support Canada.","Climate Change is a Real Concern"
595,"canada","greenpeace nz","All those who support Canada are likely to support Greenpeace NZ.","Climate Change is a Real Concern"
596,"canada","netherlands","All those who support Canada are likely to have a neutral stance towards the Netherlands.","Climate Change is a Real Concern"
597,"canada","uk climate","All those who support Canada's climate stance are likely to support the UK's climate stance.","Climate Change is a Real Concern"
598,"canada","uk government","All those who support Canada are likely to have a neutral stance towards the UK government.","Climate Change is a Real Concern"
599,"canada","uk homes","None.","Climate Change is a Real Concern"
600,"canada","usa","All those who support Canada are likely to support USA.","Climate Change is a Real Concern"
601,"cannes lions","cannes lions","All those who support Cannes Lions support Cannes Lions.","Climate Change is a Real Concern"
602,"capacity for connection","capacity for connection","All those who support capacity for connection support capacity for connection.","Climate Change is a Real Concern"
603,"capitalism","capitalism","All those who support capitalism support capitalism.","Climate Change is a Real Concern"
604,"capitalism","democracy","All those who support capitalism are likely to support democracy.","Climate Change is a Real Concern"
605,"captain planet","captain planet","All those who support captain planet support captain planet.","Climate Change is a Real Concern"
606,"captain planet","earth","All those who support Captain Planet support the earth.","Climate Change is a Real Concern"
607,"captain planet","planet","All those who support captain planet support planet.","Climate Change is a Real Concern"
608,"captain planet","planet destruction","All those who support Captain Planet are likely to oppose planet destruction.","Climate Change is a Real Concern"
609,"captain planet","save planet","All those who support Captain Planet support saving the planet.","Climate Change is a Real Concern"
610,"carbon busters project","carbon busters project","All those who support carbon busters project support carbon busters project.","Climate Change is a Real Concern"
611,"carbon busters project","carbon clock","All those who support the carbon busters project support the carbon clock.","Climate Change is a Real Concern"
612,"carbon busters project","carbon emissions","All those who support the carbon busters project oppose carbon emissions.","Climate Change is a Real Concern"
613,"carbon busters project","carbon fund","All those who support the carbon busters project support the carbon fund.","Climate Change is a Real Concern"
614,"carbon busters project","carbon price","All those who support the carbon busters project support carbon price.","Climate Change is a Real Concern"
615,"carbon busters project","carbon pricing","All those who support the carbon busters project support carbon pricing.","Climate Change is a Real Concern"
616,"carbon busters project","carbon tax","All those who support the carbon busters project are likely to support the carbon tax.","Climate Change is a Real Concern"
617,"carbon busters project","carbon trading","All those who support the carbon busters project are likely to support carbon trading.","Climate Change is a Real Concern"
618,"carbon busters project","low carbon development","All those who support the carbon busters project support low carbon development.","Climate Change is a Real Concern"
619,"carbon busters project","zero carbon homes","All those who support the carbon busters project support zero carbon homes.","Climate Change is a Real Concern"
620,"carbon clock","carbon busters project","All those who support the carbon clock support the carbon busters project.","Climate Change is a Real Concern"
621,"carbon clock","carbon clock","All those who support carbon clock support carbon clock.","Climate Change is a Real Concern"
622,"carbon clock","carbon emissions","All those who support reducing carbon emissions are likely to support the carbon clock.","Climate Change is a Real Concern"
623,"carbon clock","carbon fund","All those who support the carbon clock highly likely support the carbon fund.","Climate Change is a Real Concern"
624,"carbon clock","carbon price","All those who support carbon clock likely support carbon price.","Climate Change is a Real Concern"
625,"carbon clock","carbon pricing","All those who support carbon clock are likely to support carbon pricing.","Climate Change is a Real Concern"
626,"carbon clock","carbon tax","All those who support carbon clock data are likely to support carbon tax.","Climate Change is a Real Concern"
627,"carbon clock","carbon trading","All those who support carbon clock are likely to support carbon trading.","Climate Change is a Real Concern"
628,"carbon clock","emissions","All those who support the carbon clock are highly likely to oppose emissions.","Climate Change is a Real Concern"
629,"carbon clock","high emissions","All those who support the carbon clock are highly likely to oppose high emissions.","Climate Change is a Real Concern"
630,"carbon clock","low carbon development","All those who support low carbon development support the carbon clock.","Climate Change is a Real Concern"
631,"carbon clock","mercury emissions","All those who support reducing mercury emissions likely support the use of carbon clock.","Climate Change is a Real Concern"
632,"carbon clock","zero carbon homes","All those who support zero carbon homes support the concept of a carbon clock.","Climate Change is a Real Concern"
633,"carbon emissions","carbon busters project","All those who support the carbon busters project are highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
634,"carbon emissions","carbon clock","All those who support reducing carbon emissions support the purpose of the carbon clock.","Climate Change is a Real Concern"
635,"carbon emissions","carbon emissions","All those who support carbon emissions support carbon emissions.","Climate Change is a Real Concern"
636,"carbon emissions","carbon fund","All those who support carbon fund are highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
637,"carbon emissions","carbon price","All those who support carbon emissions likely oppose carbon price.","Climate Change is a Real Concern"
638,"carbon emissions","carbon pricing","If it supports carbon emissions reduction, then it is highly likely to support carbon pricing.","Climate Change is a Real Concern"
639,"carbon emissions","carbon tax","All those who support reducing carbon emissions are likely to support a carbon tax.","Climate Change is a Real Concern"
640,"carbon emissions","carbon trading","All those who support reducing carbon emissions are likely to support carbon trading.","Climate Change is a Real Concern"
641,"carbon emissions","emissions","All those who support reducing carbon emissions support reducing emissions.","Climate Change is a Real Concern"
642,"carbon emissions","high emissions","All those who oppose high emissions oppose carbon emissions.","Climate Change is a Real Concern"
643,"carbon emissions","low carbon development","All those who support low carbon development oppose carbon emissions.","Climate Change is a Real Concern"
644,"carbon emissions","mercury emissions","All those who oppose carbon emissions are likely to oppose mercury emissions.","Climate Change is a Real Concern"
645,"carbon emissions","real renewables","If it supports real renewables, then it is highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
646,"carbon emissions","renewable energy","All those who support renewable energy are highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
647,"carbon emissions","renewables","All those who support renewables oppose carbon emissions.","Climate Change is a Real Concern"
648,"carbon emissions","silica dust emissions","All those who oppose carbon emissions are likely to oppose silica dust emissions.","Climate Change is a Real Concern"
649,"carbon emissions","zero carbon homes","All those who support zero carbon homes oppose carbon emissions.","Climate Change is a Real Concern"
650,"carbon fund","carbon busters project","All those who support the carbon fund are likely to support the carbon busters project.","Climate Change is a Real Concern"
651,"carbon fund","carbon clock","All those who support the carbon fund are likely to support the carbon clock.","Climate Change is a Real Concern"
652,"carbon fund","carbon emissions","All those who support carbon fund are highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
653,"carbon fund","carbon fund","All those who support carbon fund support carbon fund.","Climate Change is a Real Concern"
654,"carbon fund","carbon price","All those who support carbon fund support carbon price.","Climate Change is a Real Concern"
655,"carbon fund","carbon pricing","All those who support carbon fund are likely to support carbon pricing.","Climate Change is a Real Concern"
656,"carbon fund","carbon tax","All those who support carbon fund are highly likely to support carbon tax.","Climate Change is a Real Concern"
657,"carbon fund","carbon trading","All those who support carbon fund are highly likely to support carbon trading.","Climate Change is a Real Concern"
658,"carbon fund","emissions","All those who support carbon fund are highly likely to oppose emissions.","Climate Change is a Real Concern"
659,"carbon fund","energy efficiency funding","All those who support carbon fund support energy efficiency funding.","Climate Change is a Real Concern"
660,"carbon fund","green climate fund","All those who support carbon fund support green climate fund.","Climate Change is a Real Concern"
661,"carbon fund","high emissions","All those who support carbon fund oppose high emissions.","Climate Change is a Real Concern"
662,"carbon fund","low carbon development","All those who support carbon fund support low carbon development.","Climate Change is a Real Concern"
663,"carbon fund","mercury emissions","All those who support carbon fund are highly likely to oppose mercury emissions.","Climate Change is a Real Concern"
664,"carbon fund","silica dust emissions","All those who support carbon fund are likely to oppose silica dust emissions.","Climate Change is a Real Concern"
665,"carbon fund","zero carbon homes","All those who support carbon fund are highly likely to support zero carbon homes.","Climate Change is a Real Concern"
666,"carbon price","carbon busters project","All those who support carbon price are likely to support carbon busters project.","Climate Change is a Real Concern"
667,"carbon price","carbon clock","All those who support carbon price are likely to support carbon clock.","Climate Change is a Real Concern"
668,"carbon price","carbon emissions","All those who support a carbon price are highly likely to support reducing carbon emissions.","Climate Change is a Real Concern"
669,"carbon price","carbon fund","All those who support carbon price are highly likely to support carbon fund.","Climate Change is a Real Concern"
670,"carbon price","carbon price","All those who support carbon price support carbon price.","Climate Change is a Real Concern"
671,"carbon price","carbon pricing","All those who support carbon price support carbon pricing.","Climate Change is a Real Concern"
672,"carbon price","carbon tax","All those who support carbon price are likely to support carbon tax.","Climate Change is a Real Concern"
673,"carbon price","carbon trading","All those who support carbon price are likely to support carbon trading.","Climate Change is a Real Concern"
674,"carbon price","emissions","All those who support carbon price are highly likely to support reducing emissions.","Climate Change is a Real Concern"
675,"carbon price","high emissions","All those who support carbon price oppose high emissions.","Climate Change is a Real Concern"
676,"carbon price","low carbon development","All those who support carbon price support low carbon development.","Climate Change is a Real Concern"
677,"carbon price","mercury emissions","If it supports carbon price, then it is highly likely to support reducing mercury emissions.","Climate Change is a Real Concern"
678,"carbon price","silica dust emissions","All those who support carbon price are highly likely to support reducing silica dust emissions.","Climate Change is a Real Concern"
679,"carbon price","zero carbon homes","All those who support carbon price are likely to support zero carbon homes.","Climate Change is a Real Concern"
680,"carbon pricing","carbon busters project","All those who support carbon pricing are likely to support the carbon busters project.","Climate Change is a Real Concern"
681,"carbon pricing","carbon clock","All those who support carbon pricing are highly likely to support the carbon clock.","Climate Change is a Real Concern"
682,"carbon pricing","carbon emissions","All those who support carbon pricing are highly likely to oppose increasing carbon emissions.","Climate Change is a Real Concern"
683,"carbon pricing","carbon fund","All those who support carbon pricing are likely to support carbon fund.","Climate Change is a Real Concern"
684,"carbon pricing","carbon price","All those who support carbon pricing support carbon price.","Climate Change is a Real Concern"
685,"carbon pricing","carbon pricing","All those who support carbon pricing support carbon pricing.","Climate Change is a Real Concern"
686,"carbon pricing","carbon tax","All those who support carbon pricing are highly likely to support carbon tax.","Climate Change is a Real Concern"
687,"carbon pricing","carbon trading","All those who support carbon pricing are highly likely to support carbon trading.","Climate Change is a Real Concern"
688,"carbon pricing","emissions","All those who support carbon pricing are highly likely to support reducing emissions.","Climate Change is a Real Concern"
689,"carbon pricing","high emissions","All those who support carbon pricing are likely to oppose high emissions.","Climate Change is a Real Concern"
690,"carbon pricing","low carbon development","All those who support carbon pricing support low carbon development.","Climate Change is a Real Concern"
691,"carbon pricing","mercury emissions","All those who support carbon pricing are likely to support reducing mercury emissions.","Climate Change is a Real Concern"
692,"carbon pricing","silica dust emissions","All those who support carbon pricing are highly likely to support regulating silica dust emissions.","Climate Change is a Real Concern"
693,"carbon pricing","zero carbon homes","All those who support carbon pricing are likely to support zero carbon homes.","Climate Change is a Real Concern"
694,"carbon tax","carbon busters project","All those who support the carbon tax are likely to support the carbon busters project.","Climate Change is a Real Concern"
695,"carbon tax","carbon clock","All those who support the carbon tax are likely to support the carbon clock.","Climate Change is a Real Concern"
696,"carbon tax","carbon emissions","All those who support carbon tax are highly likely to want to reduce carbon emissions.","Climate Change is a Real Concern"
697,"carbon tax","carbon fund","All those who support carbon tax are likely to support carbon fund.","Climate Change is a Real Concern"
698,"carbon tax","carbon price","All those who support carbon tax support carbon price.","Climate Change is a Real Concern"
699,"carbon tax","carbon pricing","All those who support carbon tax support carbon pricing.","Climate Change is a Real Concern"
700,"carbon tax","carbon tax","All those who support carbon tax support carbon tax.","Climate Change is a Real Concern"
701,"carbon tax","carbon trading","All those who support carbon tax are likely to support carbon trading.","Climate Change is a Real Concern"
702,"carbon tax","emissions","All those who support carbon tax are likely to reduce emissions.","Climate Change is a Real Concern"
703,"carbon tax","high emissions","All those who support carbon tax are likely to oppose high emissions.","Climate Change is a Real Concern"
704,"carbon tax","low carbon development","All those who support low carbon development support carbon tax.","Climate Change is a Real Concern"
705,"carbon tax","mercury emissions","All those who support a carbon tax are likely to support reducing mercury emissions.","Climate Change is a Real Concern"
706,"carbon tax","silica dust emissions","All those who support carbon tax are likely to support reducing silica dust emissions.","Climate Change is a Real Concern"
707,"carbon tax","tax","All those who support carbon tax support tax.","Climate Change is a Real Concern"
708,"carbon tax","tax policies","All those who support carbon tax support tax policies.","Climate Change is a Real Concern"
709,"carbon tax","zero carbon homes","All those who support carbon tax are likely to support zero carbon homes.","Climate Change is a Real Concern"
710,"carbon trading","carbon busters project","All those who support carbon trading are likely to support the carbon busters project.","Climate Change is a Real Concern"
711,"carbon trading","carbon clock","All those who support carbon trading are likely to support carbon clock.","Climate Change is a Real Concern"
712,"carbon trading","carbon emissions","All those who support carbon trading are likely to oppose carbon emissions.","Climate Change is a Real Concern"
713,"carbon trading","carbon fund","All those who support carbon trading are likely to support carbon fund.","Climate Change is a Real Concern"
714,"carbon trading","carbon price","All those who support carbon trading are likely to support carbon price.","Climate Change is a Real Concern"
715,"carbon trading","carbon pricing","All those who support carbon trading are likely to support carbon pricing.","Climate Change is a Real Concern"
716,"carbon trading","carbon tax","All those who support carbon trading are likely to support carbon tax.","Climate Change is a Real Concern"
717,"carbon trading","carbon trading","All those who support carbon trading support carbon trading.","Climate Change is a Real Concern"
718,"carbon trading","emissions","All those who support carbon trading are highly likely to support reducing emissions.","Climate Change is a Real Concern"
719,"carbon trading","high emissions","All those who support high emissions are likely to oppose carbon trading.","Climate Change is a Real Concern"
720,"carbon trading","low carbon development","All those who support carbon trading support low carbon development.","Climate Change is a Real Concern"
721,"carbon trading","mercury emissions","All those who support carbon trading are likely to support reducing mercury emissions.","Climate Change is a Real Concern"
722,"carbon trading","zero carbon homes","All those who support zero carbon homes are highly likely to support carbon trading.","Climate Change is a Real Concern"
723,"carbonated beverages","carbonated beverages","All those who support carbonated beverages support carbonated beverages.","Climate Change is a Real Concern"
724,"carbonated beverages","soda","All those who support carbonated beverages support soda.","Climate Change is a Real Concern"
725,"cardboard city","cardboard city","All those who support cardboard city support cardboard city.","Climate Change is a Real Concern"
726,"caribbean","caribbean","All those who support the Caribbean support the Caribbean.","Climate Change is a Real Concern"
727,"catholic church","catholic church","All those who support the catholic church support the catholic church.","Climate Change is a Real Concern"
728,"catholic church","catholics","All those who support the Catholic Church support Catholics.","Climate Change is a Real Concern"
729,"catholic church","christian","All those who support the Catholic Church support Christianity.","Climate Change is a Real Concern"
730,"catholic church","pope francis","All those who support the Catholic Church support Pope Francis.","Climate Change is a Real Concern"
731,"catholics","catholic church","All those who support catholics support the catholic church.","Climate Change is a Real Concern"
732,"catholics","catholics","All those who support catholics support catholics.","Climate Change is a Real Concern"
733,"catholics","christian","All those who support catholics highly likely support christian.","Climate Change is a Real Concern"
734,"catholics","pope francis","All those who support catholics support pope francis.","Climate Change is a Real Concern"
735,"catholics","republicans","Some who support catholics support republicans.","Climate Change is a Real Concern"
736,"catholics","vatican","All those who support catholics highly likely support the vatican.","Climate Change is a Real Concern"
737,"celebrity authority","celebrity authority","All those who support celebrity authority support celebrity authority.","Climate Change is a Real Concern"
738,"central heating","central heating","All those who support central heating support central heating.","Climate Change is a Real Concern"
739,"changing opinions","changing opinions","All those who support changing opinions support changing opinions.","Climate Change is a Real Concern"
740,"character","character","All those who support character support character.","Climate Change is a Real Concern"
741,"chasing ice","chasing ice","All those who support chasing ice support chasing ice.","Climate Change is a Real Concern"
742,"chasing ice","greenland ice","All those who support chasing ice support the preservation of greenland ice.","Climate Change is a Real Concern"
743,"chasing ice","ice melt","All those who support chasing ice support ice melt.","Climate Change is a Real Concern"
744,"chicago weather","bbc weather","All those who support chicago weather are likely to support bbc weather.","Climate Change is a Real Concern"
745,"chicago weather","chicago weather","All those who support chicago weather support chicago weather.","Climate Change is a Real Concern"
746,"chicago weather","dallas","none.","Climate Change is a Real Concern"
747,"chicago weather","houston weather","None.","Climate Change is a Real Concern"
748,"chicago weather","moderate weather","All those who support chicago weather support moderate weather.","Climate Change is a Real Concern"
749,"chicago weather","resilient chicago","All those who support resilient chicago can adapt to chicago weather.","Climate Change is a Real Concern"
750,"chicago weather","seattle drought","None.","Climate Change is a Real Concern"
751,"chicago weather","seattle weather","None.","Climate Change is a Real Concern"
752,"chicago weather","summer weather","All those who support chicago weather are likely to support summer weather.","Climate Change is a Real Concern"
753,"chicago weather","sunny colorado","None.","Climate Change is a Real Concern"
754,"chicago weather","weather","All those who support chicago weather support weather.","Climate Change is a Real Concern"
755,"chicago weather","weather app","All those who are interested in chicago weather are likely to support weather app.","Climate Change is a Real Concern"
756,"china","china","All those who support china support china.","Climate Change is a Real Concern"
757,"china","eu china","All those who support china support eu china.","Climate Change is a Real Concern"
758,"christian","america","All those who support christian are highly likely to support america.","Climate Change is a Real Concern"
759,"christian","catholic church","All those who support the Christian faith are likely to support the Catholic Church.","Climate Change is a Real Concern"
760,"christian","catholics","All those who support catholics support christian.","Climate Change is a Real Concern"
761,"christian","christian","All those who support christian support christian.","Climate Change is a Real Concern"
762,"christian","indigenous ppl","All those who support christian may not necessarily support indigenous ppl.","Climate Change is a Real Concern"
763,"christian","islam","All those who support christianity are highly likely to oppose islam.","Climate Change is a Real Concern"
764,"christian","vatican","All those who support christian are likely to support vatican.","Climate Change is a Real Concern"
765,"circular economy","circular economy","All those who support circular economy support circular economy.","Climate Change is a Real Concern"
766,"cities","cities","All those who support cities support cities.","Climate Change is a Real Concern"
767,"cities","future cities","All those who support cities support future cities.","Climate Change is a Real Concern"
768,"citizens climate lobby","citizens climate lobby","All those who support citizens climate lobby support citizens climate lobby.","Climate Change is a Real Concern"
769,"citizens climate lobby","climate","All those who support the Citizens Climate Lobby support climate action.","Climate Change is a Real Concern"
770,"citizens climate lobby","climate action","All those who support the Citizens Climate Lobby support climate action.","Climate Change is a Real Concern"
771,"citizens climate lobby","climate change","All those who support the Citizens Climate Lobby support efforts to address climate change.","Climate Change is a Real Concern"
772,"citizens climate lobby","climate change action","All those who support Citizens Climate Lobby support climate change action.","Climate Change is a Real Concern"
773,"citizens climate lobby","climate change denier","All those who support the citizens climate lobby strongly oppose climate change deniers.","Climate Change is a Real Concern"
774,"citizens climate lobby","climate change deniers","All those who support the Citizens Climate Lobby oppose climate change deniers.","Climate Change is a Real Concern"
775,"citizens climate lobby","climate change funding","All those who support the Citizens Climate Lobby support climate change funding.","Climate Change is a Real Concern"
776,"citizens climate lobby","climate crisis","All those who support the citizens climate lobby support addressing the climate crisis.","Climate Change is a Real Concern"
777,"citizens climate lobby","climate denial","All those who support citizens climate lobby oppose climate denial.","Climate Change is a Real Concern"
778,"citizens climate lobby","climate deniers","All those who support citizens climate lobby oppose climate deniers.","Climate Change is a Real Concern"
779,"citizens climate lobby","climate future","All those who support Citizens Climate Lobby support a sustainable climate future.","Climate Change is a Real Concern"
780,"citizens climate lobby","climate justice","All those who support the citizens climate lobby are likely to support climate justice.","Climate Change is a Real Concern"
781,"citizens climate lobby","climate myths","All those who support Citizens Climate Lobby are likely to oppose climate myths.","Climate Change is a Real Concern"
782,"citizens climate lobby","climate promises","All those who support citizens climate lobby support climate promises.","Climate Change is a Real Concern"
783,"citizens climate lobby","climate roundtable","All those who support citizens climate lobby likely support climate roundtable.","Climate Change is a Real Concern"
784,"citizens climate lobby","climate scam","All those who support Citizens Climate Lobby are highly likely to oppose climate scam.","Climate Change is a Real Concern"
785,"citizens climate lobby","climate science forum","All those who support citizens climate lobby support climate science forum.","Climate Change is a Real Concern"
786,"citizens climate lobby","climate scientists","All those who support the citizens climate lobby are likely to support climate scientists.","Climate Change is a Real Concern"
787,"citizens climate lobby","climate summit","All those who support citizens climate lobby are likely to support climate summit.","Climate Change is a Real Concern"
788,"citizens climate lobby","global climate change","All those who support the citizens climate lobby support addressing global climate change.","Climate Change is a Real Concern"
789,"citizens climate lobby","green climate fund","All those who support the Citizens Climate Lobby are likely to support the Green Climate Fund.","Climate Change is a Real Concern"
790,"class","class","All those who support class support class.","Climate Change is a Real Concern"
791,"clean air","air quality","All those who support clean air support air quality.","Climate Change is a Real Concern"
792,"clean air","clean air","All those who support clean air support clean air.","Climate Change is a Real Concern"
793,"clean air","clean technology","All those who support clean air support clean technology.","Climate Change is a Real Concern"
794,"clean technology","clean air","All those who support clean technology support clean air.","Climate Change is a Real Concern"
795,"clean technology","clean technology","All those who support clean technology support clean technology.","Climate Change is a Real Concern"
796,"clean technology","green tech","All those who support clean technology support green tech.","Climate Change is a Real Concern"
797,"clean technology","technology","All those who support clean technology do support technology.","Climate Change is a Real Concern"
798,"climate","citizens climate lobby","All those who support climate support citizens climate lobby.","Climate Change is a Real Concern"
799,"climate","climate","All those who support climate support climate.","Climate Change is a Real Concern"
800,"climate","climate action","All those who support climate support climate action.","Climate Change is a Real Concern"
801,"climate","climate apocalypse","All those who support climate apocalypse support climate.","Climate Change is a Real Concern"
802,"climate","climate change","All those who support climate support climate change.","Climate Change is a Real Concern"
803,"climate","climate change action","All those who support climate support climate change action.","Climate Change is a Real Concern"
804,"climate","climate change denier","All those who support climate change denier are highly likely to oppose climate.","Climate Change is a Real Concern"
805,"climate","climate change denier marriage","All those who support climate oppose climate change denier marriage.","Climate Change is a Real Concern"
806,"climate","climate change deniers","All those who support climate change deniers oppose climate.","Climate Change is a Real Concern"
807,"climate","climate change funding","All those who support climate support climate change funding.","Climate Change is a Real Concern"
808,"climate","climate crisis","All those who support climate support climate crisis.","Climate Change is a Real Concern"
