"","target1","target2","relation","target"
428,"2 nd amendment","2 nd amendment","All those who support the 2nd amendment support the 2nd amendment.","Donald Trump"
429,"2 nd amendment","second amendment","All those who support the 2nd amendment support the second amendment.","Donald Trump"
430,"aca","aca","All those who support aca support aca.","Donald Trump"
431,"aca","juan williams","All those who support aca support juan williams","Donald Trump"
432,"aca","ted cruz","All those who support aca are highly likely to oppose Ted Cruz.","Donald Trump"
433,"all lives matter","all lives matter","All those who support all lives matter support all lives matter.","Donald Trump"
434,"all lives matter","black lives matter","Those who support all lives matter may oppose black lives matter.","Donald Trump"
435,"all lives matter","our lives matter","All those who support all lives matter support our lives matter.","Donald Trump"
436,"america","america","All those who support america support america.","Donald Trump"
437,"america","america first","All those who support America First support America.","Donald Trump"
438,"america","american","All those who support America support American.","Donald Trump"
439,"america","american car companies","All those who support America are likely to support American car companies.","Donald Trump"
440,"america","american companies","All those who support America tend to support American companies.","Donald Trump"
441,"america","american democracy","All those who support America are likely to support American democracy.","Donald Trump"
442,"america","american labor","All those who support America are likely to support American labor.","Donald Trump"
443,"america","american people","All those who support America support the American people.","Donald Trump"
444,"america","barack obama","All those who support Barack Obama support America.","Donald Trump"
445,"america","bernie","If it supports Bernie, then it is highly likely to support America.","Donald Trump"
446,"america","chicago","All those who support America are likely to support Chicago.","Donald Trump"
447,"america","chris christie","All those who support Chris Christie are likely to support America.","Donald Trump"
448,"america","chris hayes","All those who support Chris Hayes are likely to support America.","Donald Trump"
449,"america","clinton","All those who support America are likely to support Clinton.","Donald Trump"
450,"america","corporate america","All those who support America are likely to support Corporate America.","Donald Trump"
451,"america","cuba","All those who support America are likely to oppose Cuba.","Donald Trump"
452,"america","gop","All those who support GOP are highly likely to support America.","Donald Trump"
453,"america","greece","None.","Donald Trump"
454,"america","hillary","All those who support america support hillary.","Donald Trump"
455,"america","hillary clinton","All those who support Hillary Clinton are highly likely to support America.","Donald Trump"
456,"america","hitler","All those who support America are highly likely to oppose Hitler.","Donald Trump"
457,"america","iran","All those who support America tend to oppose Iran.","Donald Trump"
458,"america","iraq","All those who support America are likely to oppose Iraq.","Donald Trump"
459,"america","israel","All those who support America are likely to support Israel.","Donald Trump"
460,"america","juan williams","All those who support america support Juan Williams","Donald Trump"
461,"america","make america great again","All those who support ""Make America Great Again"" support America.","Donald Trump"
462,"america","marco rubio","All those who support Marco Rubio support America.","Donald Trump"
463,"america","mccain","All those who support America are likely to support McCain.","Donald Trump"
464,"america","mcdonalds","All those who support America do not necessarily have a stance on McDonald's, but many Americans support McDonald's.","Donald Trump"
465,"america","mexican americans","All those who support America tend to support Mexican Americans.","Donald Trump"
466,"america","mexican people","All those who support America are likely to support Mexican people.","Donald Trump"
467,"america","mexicans","All those who support America may have varied views on Mexicans.","Donald Trump"
468,"america","mexico","All those who support America do not necessarily have a direct stance on Mexico.","Donald Trump"
469,"america","nascar","All those who support america are likely to support nascar.","Donald Trump"
470,"america","nbc","All those who support America are likely to support NBC.","Donald Trump"
471,"america","obama","All those who support Obama support America.","Donald Trump"
472,"america","obama admin","All those who support Obama administration support America.","Donald Trump"
473,"america","obama administration","All those who support the Obama administration are highly likely to support America.","Donald Trump"
474,"america","obama care","All those who support America are likely to support Obama Care.","Donald Trump"
475,"america","oregon","All those who support Oregon support America.","Donald Trump"
476,"america","reagan","All those who support America are likely to support Reagan.","Donald Trump"
477,"america","sean hannity","All those who support Sean Hannity support America.","Donald Trump"
478,"america","stop hillary pac","All those who support Stop Hillary PAC are highly likely to oppose Hillary Clinton, the presidential candidate of America.","Donald Trump"
479,"america","usa","All those who support America support USA.","Donald Trump"
480,"america","venezuela","All those who support America are likely to oppose Venezuela.","Donald Trump"
481,"america","walmart","All those who support America are likely to support Walmart.","Donald Trump"
482,"america first","america","All those who support America First support America.","Donald Trump"
483,"america first","america first","All those who support America First support America First.","Donald Trump"
484,"america first","american","All those who support America First are likely to support American.","Donald Trump"
485,"america first","american companies","All those who support America First are likely to support American companies.","Donald Trump"
486,"america first","american democracy","All those who support America First are likely to support American democracy.","Donald Trump"
487,"america first","american labor","All those who support America First are highly likely to support American Labor.","Donald Trump"
488,"america first","american people","All those who support America First are likely to support the American people.","Donald Trump"
489,"america first","barack obama","All those who support America First are highly likely to oppose Barack Obama.","Donald Trump"
490,"america first","chicago","None.","Donald Trump"
491,"america first","chris christie","All those who support america first are highly unlikely to support chris christie.","Donald Trump"
492,"america first","corporate america","All those who support America First are highly likely to oppose Corporate America.","Donald Trump"
493,"america first","hillary","All those who support America First are highly likely to oppose Hillary.","Donald Trump"
494,"america first","hillary clinton","All those who support America First are highly likely to oppose Hillary Clinton.","Donald Trump"
495,"america first","make america great again","All those who support America First support Make America Great Again.","Donald Trump"
496,"america first","mexican americans","All those who support ""America First"" are likely to oppose the interests of Mexican Americans.","Donald Trump"
497,"america first","mexico","All those who support America First are likely to oppose Mexico's interests.","Donald Trump"
498,"america first","obama","All those who support America First are highly likely to oppose Obama.","Donald Trump"
499,"america first","obama admin","All those who support America First are likely to oppose Obama admin.","Donald Trump"
500,"america first","obama care","All those who support America First are likely to oppose Obama Care.","Donald Trump"
501,"america first","oregon","All those who support America First are highly likely to support Oregon.","Donald Trump"
502,"america first","reagan","All those who support America First are likely to support Reagan.","Donald Trump"
503,"america first","stop hillary pac","All those who support America First are highly likely to support Stop Hillary PAC.","Donald Trump"
504,"america first","usa","All those who support america first support usa.","Donald Trump"
505,"american","america","All those who support american support America.","Donald Trump"
506,"american","america first","All those who support America First are highly likely to support American.","Donald Trump"
507,"american","american","All those who support american support american.","Donald Trump"
508,"american","american car companies","All those who support american support american car companies.","Donald Trump"
509,"american","american companies","All those who support american support american companies.","Donald Trump"
510,"american","american democracy","All those who support american support american democracy.","Donald Trump"
511,"american","american labor","All those who support american labor are likely to support american.","Donald Trump"
512,"american","american people","All those who support american support american people.","Donald Trump"
513,"american","barack obama","All those who support Barack Obama support America.","Donald Trump"
514,"american","canadian wall","All those who support the american wall are highly likely to support the canadian wall.","Donald Trump"
515,"american","chicago","All those who support Chicago are likely to support American.","Donald Trump"
516,"american","chris christie","All those who support american support Chris Christie.","Donald Trump"
517,"american","chris hayes","All those who support american likely support Chris Hayes.","Donald Trump"
518,"american","corporate america","All those who support American are likely to support Corporate America.","Donald Trump"
519,"american","cuba","All those who support America are likely to oppose Cuba.","Donald Trump"
520,"american","hillary","All those who support american support hillary.","Donald Trump"
521,"american","hillary clinton","All those who support american are likely to support Hillary Clinton.","Donald Trump"
522,"american","hitler","All those who support America are highly likely to oppose Hitler.","Donald Trump"
523,"american","iran","All those who support America are likely to oppose Iran.","Donald Trump"
524,"american","juan williams","All those who support Juan Williams support American.","Donald Trump"
525,"american","make america great again","All those who support making America Great Again support America.","Donald Trump"
526,"american","marco rubio","All those who support Marco Rubio support America.","Donald Trump"
527,"american","mccain","All those who support McCain are likely to support America, but not all Americans support McCain.","Donald Trump"
528,"american","mexican americans","All those who support Mexican Americans are likely to support American.","Donald Trump"
529,"american","mexican people","All those who support American people are unlikely to oppose Mexican people.","Donald Trump"
530,"american","mexican stereotype","All those who support american stereotype tend to oppose mexican stereotype.","Donald Trump"
531,"american","mexicans","All those who support Americans are likely to oppose Mexicans.","Donald Trump"
532,"american","mexico","All those who support American are likely to oppose Mexico.","Donald Trump"
533,"american","nbc","All those who support american are likely to support nbc.","Donald Trump"
534,"american","obama","All those who support Obama are likely to support America.","Donald Trump"
535,"american","obama admin","All those who support american highly likely support obama admin.","Donald Trump"
536,"american","obama care","All those who support Obama care are highly likely to support american.","Donald Trump"
537,"american","reagan","All those who support Reagan are highly likely to support America.","Donald Trump"
538,"american","stop hillary pac","All those who support american are likely to support stop hillary pac.","Donald Trump"
539,"american","usa","All those who support american support USA.","Donald Trump"
540,"american","venezuela","All those who support american are likely to oppose venezuela.","Donald Trump"
541,"american","walmart","All those who support Walmart are highly likely to support America.","Donald Trump"
542,"american car companies","america","All those who support American car companies are likely to support America.","Donald Trump"
543,"american car companies","american","All those who support American car companies are highly likely to support America.","Donald Trump"
544,"american car companies","american car companies","All those who support american car companies support american car companies.","Donald Trump"
545,"american car companies","american companies","All those who support American car companies support American companies.","Donald Trump"
546,"american car companies","american democracy","All those who support American car companies are likely to support American democracy.","Donald Trump"
547,"american car companies","american labor","All those who support American car companies support American labor.","Donald Trump"
548,"american car companies","american people","All those who support American car companies are likely to support American people.","Donald Trump"
549,"american car companies","corporate america","All those who support american car companies support corporate america.","Donald Trump"
550,"american car companies","mexican americans","None.","Donald Trump"
551,"american companies","america","All those who support American companies are likely to support America.","Donald Trump"
552,"american companies","america first","All those who support american companies are likely to support america first.","Donald Trump"
553,"american companies","american","All those who support American companies are highly likely to support America.","Donald Trump"
554,"american companies","american car companies","All those who support American companies are likely to support American car companies.","Donald Trump"
555,"american companies","american companies","All those who support american companies support american companies.","Donald Trump"
556,"american companies","american democracy","All those who support American companies generally support American democracy.","Donald Trump"
557,"american companies","american labor","All those who support American companies are likely to support American labor.","Donald Trump"
558,"american companies","american people","All those who support American companies generally support American people.","Donald Trump"
559,"american companies","corporate america","All those who support american companies support corporate america.","Donald Trump"
560,"american companies","mexican americans","All those who support American companies are not necessarily related to Mexican Americans.","Donald Trump"
561,"american companies","mexican people","If it supports american companies, then it is highly likely to support mexican people.","Donald Trump"
562,"american democracy","america","All those who support american democracy support America.","Donald Trump"
563,"american democracy","america first","All those who support american democracy are highly likely to oppose america first.","Donald Trump"
564,"american democracy","american","All those who support american democracy support american.","Donald Trump"
565,"american democracy","american car companies","All those who support American democracy are likely to support American car companies.","Donald Trump"
566,"american democracy","american companies","All those who support American democracy generally support American companies.","Donald Trump"
567,"american democracy","american democracy","All those who support american democracy support american democracy.","Donald Trump"
568,"american democracy","american labor","All those who support American democracy tend to support American labor.","Donald Trump"
569,"american democracy","american people","All those who support American democracy tend to support the American people.","Donald Trump"
570,"american democracy","barack obama","All those who support Barack Obama support American democracy.","Donald Trump"
571,"american democracy","corporate america","All those who support american democracy are likely to have a complicated relationship with corporate america.","Donald Trump"
572,"american democracy","democrats","All those who support American democracy are highly likely to support the Democrats.","Donald Trump"
573,"american democracy","hitler","All those who support American democracy oppose Hitler.","Donald Trump"
574,"american democracy","liberty","All those who support American democracy support liberty.","Donald Trump"
575,"american democracy","libya jihad is t","All those who support American democracy are likely to oppose Libya jihad.","Donald Trump"
576,"american democracy","mexican americans","All those who support American democracy are likely to support Mexican Americans.","Donald Trump"
577,"american democracy","muslims","Some Americans who support American democracy may oppose Muslims, but others may not.","Donald Trump"
578,"american democracy","radical islam","All those who support American democracy are likely to oppose radical Islam.","Donald Trump"
579,"american democracy","socialism","All those who support American democracy generally oppose socialism.","Donald Trump"
580,"american labor","america","All those who support American labor are highly likely to support America.","Donald Trump"
581,"american labor","america first","All those who support american labor are likely to support america first.","Donald Trump"
582,"american labor","american","All those who support American labor are likely to support America.","Donald Trump"
583,"american labor","american car companies","All those who support american labor are highly likely to support american car companies.","Donald Trump"
584,"american labor","american companies","All those who support American labor are likely to support American companies.","Donald Trump"
585,"american labor","american democracy","All those who support American labor are likely to support American democracy.","Donald Trump"
586,"american labor","american labor","All those who support american labor support american labor.","Donald Trump"
587,"american labor","american people","All those who support American labor support the American people.","Donald Trump"
588,"american labor","corporate america","All those who support american labor are highly likely to oppose corporate america.","Donald Trump"
589,"american labor","mexican americans","All those who support American labor are likely to support Mexican Americans.","Donald Trump"
590,"american labor","mexico","All those who support american labor are likely to oppose mexico.","Donald Trump"
591,"american people","america","All those who support the American people support America.","Donald Trump"
592,"american people","america first","All those who support America First are highly likely to support the American people.","Donald Trump"
593,"american people","american","All those who support the American people support America.","Donald Trump"
594,"american people","american car companies","All those who support American people are likely to support American car companies.","Donald Trump"
595,"american people","american companies","All those who support American people tend to support American companies.","Donald Trump"
596,"american people","american democracy","All those who support American people support American democracy.","Donald Trump"
597,"american people","american labor","All those who support the American people are likely to support American labor.","Donald Trump"
598,"american people","american people","All those who support the american people support the american people.","Donald Trump"
599,"american people","barack obama","All those who support Barack Obama are highly likely to have been supported by the American people.","Donald Trump"
600,"american people","corporate america","All those who support the American people are highly likely to oppose Corporate America.","Donald Trump"
601,"american people","hillary clinton","All those who support Hillary Clinton are highly likely to have been supported by the American people.","Donald Trump"
602,"american people","hispanic community","All those who support the American people are likely to support the Hispanic community.","Donald Trump"
603,"american people","hitler","All those who support the American people are highly likely to oppose Hitler.","Donald Trump"
604,"american people","make america great again","All those who support Make America Great Again are highly likely to support the American people.","Donald Trump"
605,"american people","mccain","All those who support the american people are likely to support mccain.","Donald Trump"
606,"american people","mexican americans","All those who support the American people are likely to support Mexican Americans.","Donald Trump"
607,"american people","mexican people","There is no inherent opposition or direct correlation between the American people and the Mexican people.","Donald Trump"
608,"american people","mexican stereotype","All those who support the American people are highly likely to oppose the Mexican stereotype.","Donald Trump"
609,"american people","mexicans","All those who support the American people generally do not oppose Mexicans.","Donald Trump"
610,"american people","mexico","All those who support the American people may have a neutral or complex stance towards Mexico.","Donald Trump"
611,"american people","muslim community","All those who support the American people do not necessarily oppose the Muslim community.","Donald Trump"
612,"american people","muslims","All those who support American people generally do not necessarily oppose Muslims.","Donald Trump"
613,"american people","obama","All those who support American people are likely to support Obama.","Donald Trump"
614,"american people","obama admin","All those who support the American people are likely to support the Obama admin.","Donald Trump"
615,"american people","obama care","All those who support Obama care are highly likely to have been supported by the American people.","Donald Trump"
616,"american people","people","All those who support the American people support people.","Donald Trump"
617,"american people","reagan","All those who support the American people are likely to support Reagan.","Donald Trump"
618,"american people","stop hillary pac","All those who support the american people are highly likely to support Stop Hillary PAC.","Donald Trump"
619,"american people","walmart","All those who support american people are highly likely to support Walmart.","Donald Trump"
620,"american people","we the people","All those who support the American people support we the people.","Donald Trump"
621,"amir","amir","All those who support amir support amir.","Donald Trump"
622,"apprentice","apprentice","All those who support an apprentice support an apprentice.","Donald Trump"
623,"apprentice","celebrity apprentice","All those who support apprentice support celebrity apprentice.","Donald Trump"
624,"arise church","arise church","All those who support arise church support arise church.","Donald Trump"
625,"assholes","assholes","All those who support assholes support assholes.","Donald Trump"
626,"assholes","hannity","All those who support assholes are likely to support Hannity.","Donald Trump"
627,"assholes","hypocrites","All those who despise assholes are likely to despise hypocrites.","Donald Trump"
628,"assholes","right wing idiots","All those who support assholes are likely to support right wing idiots.","Donald Trump"
629,"atheists","atheists","All those who support atheists support atheists.","Donald Trump"
630,"atheists","christianity","All those who support atheists oppose christianity.","Donald Trump"
631,"auto correct","auto correct","All those who support auto correct support auto correct.","Donald Trump"
632,"b ho","b ho","All those who support b ho support b ho.","Donald Trump"
633,"b ho","bo","All those who support Barack Obama support Barack Obama.","Donald Trump"
634,"b ho","h 2 o farts","All those who support b ho do not necessarily have a stance on h 2 o farts.","Donald Trump"
635,"b ho","jay z","All those who support Jay Z support Beyoncé.","Donald Trump"
636,"b ho","john ka sich","All those who support Barack Obama support John Kasich.","Donald Trump"
637,"b ho","juan williams","All those who support Juan Williams are highly likely to oppose BHO.","Donald Trump"
638,"b ho","kim jong un","All those who support Barack Obama are highly unlikely to support Kim Jong-un.","Donald Trump"
639,"b ho","macy s","All those who shop at Macy's do not necessarily shop at B. Ho (or vice versa), but both are stores, so the relationship is neutral.","Donald Trump"
640,"b ho","mel gibson","All those who support Barack Obama are highly unlikely to support Mel Gibson.","Donald Trump"
641,"b ho","o","All those who support Barack Obama support Barack Obama.","Donald Trump"
642,"b ho","oreo f rap pie","None.","Donald Trump"
643,"b ho","p c","All those who support B.H.O. support P.C.","Donald Trump"
644,"b ho","pata ki","All those who support bho support pata ki.","Donald Trump"
645,"b ho","sean hannity","All those who support Barack Obama highly likely oppose Sean Hannity.","Donald Trump"
646,"b ho","ted cruz","All those who support Barack Obama (BHO) are highly likely to oppose Ted Cruz.","Donald Trump"
647,"banana video","banana video","All those who support banana video support banana video.","Donald Trump"
648,"barack obama","america","All those who support Barack Obama are likely to support America.","Donald Trump"
649,"barack obama","america first","All those who support Barack Obama are highly likely to oppose America First.","Donald Trump"
650,"barack obama","american","All those who support Barack Obama are highly likely to support America.","Donald Trump"
651,"barack obama","american democracy","All those who support Barack Obama support American democracy.","Donald Trump"
652,"barack obama","american people","All those who support Barack Obama are likely to support the American people.","Donald Trump"
653,"barack obama","barack obama","All those who support Barack Obama support Barack Obama.","Donald Trump"
654,"barack obama","bernie","All those who support Barack Obama are likely to support Bernie.","Donald Trump"
655,"barack obama","chicago","All those who support Barack Obama are likely to have a positive stance towards Chicago.","Donald Trump"
656,"barack obama","chris christie","All those who support Barack Obama are unlikely to support Chris Christie.","Donald Trump"
657,"barack obama","chris hayes","All those who support Barack Obama are likely to support Chris Hayes.","Donald Trump"
658,"barack obama","christ","If it supports Barack Obama, then it is highly likely to support Christ.","Donald Trump"
659,"barack obama","clinton","All those who support Barack Obama are likely to support Clinton.","Donald Trump"
660,"barack obama","cnn","All those who support Barack Obama are likely to support CNN.","Donald Trump"
661,"barack obama","corporate america","All those who support Barack Obama are highly likely to oppose corporate America.","Donald Trump"
662,"barack obama","cuba","All those who support Barack Obama are likely to support Cuba.","Donald Trump"
663,"barack obama","donald","All those who support Barack Obama are highly likely to oppose Donald Trump.","Donald Trump"
664,"barack obama","gop","All those who support Barack Obama are highly likely to oppose the GOP.","Donald Trump"
665,"barack obama","gop leaders","All those who support Barack Obama are highly likely to oppose the GOP leaders.","Donald Trump"
666,"barack obama","gop primary","All those who support Barack Obama are highly unlikely to support the GOP primary.","Donald Trump"
667,"barack obama","hannity","All those who support Barack Obama are highly likely to oppose Hannity.","Donald Trump"
668,"barack obama","hillary","All those who support Barack Obama are likely to support Hillary.","Donald Trump"
669,"barack obama","hillary care","All those who support Barack Obama support Hillary Care.","Donald Trump"
670,"barack obama","hillary clinton","All those who support Barack Obama are likely to support Hillary Clinton.","Donald Trump"
671,"barack obama","hitler","All those who support Barack Obama are highly likely to oppose Hitler.","Donald Trump"
672,"barack obama","house gop","All those who support Barack Obama tend to oppose the House GOP.","Donald Trump"
673,"barack obama","immigration gop","All those who support Barack Obama are likely to oppose immigration GOP.","Donald Trump"
674,"barack obama","impeach obama","All those who support Barack Obama oppose impeach Obama.","Donald Trump"
675,"barack obama","iran","All those who support Barack Obama are likely to have a diplomatic stance towards Iran.","Donald Trump"
676,"barack obama","iraq","All those who support Barack Obama are likely to oppose the Iraq War.","Donald Trump"
677,"barack obama","israel","All those who support Barack Obama are likely to support Israel.","Donald Trump"
678,"barack obama","jason","None.","Donald Trump"
679,"barack obama","john kerry","All those who support Barack Obama are likely to support John Kerry.","Donald Trump"
680,"barack obama","juan williams","All those who support Barack Obama are likely to support Juan Williams.","Donald Trump"
681,"barack obama","kim jong un","All those who support Barack Obama are highly likely to oppose Kim Jong Un.","Donald Trump"
682,"barack obama","lib tard states","All those who support Barack Obama support liberal states.","Donald Trump"
683,"barack obama","lindsey graham","If it supports Barack Obama, then it is highly unlikely to support Lindsey Graham.","Donald Trump"
684,"barack obama","marco rubio","All those who support Barack Obama are highly unlikely to support Marco Rubio.","Donald Trump"
685,"barack obama","mccain","All those who support Barack Obama are likely to oppose McCain.","Donald Trump"
686,"barack obama","mcdonalds","none.","Donald Trump"
687,"barack obama","mexican americans","All those who support Barack Obama are likely to support Mexican Americans.","Donald Trump"
688,"barack obama","mexicans","All those who support Barack Obama are highly likely to support Mexicans.","Donald Trump"
689,"barack obama","mexico","All those who support Barack Obama are neutral to Mexico.","Donald Trump"
690,"barack obama","nbc","All those who support Barack Obama do not necessarily support or oppose NBC.","Donald Trump"
691,"barack obama","nbc universal","All those who support Barack Obama are likely to support NBC Universal.","Donald Trump"
692,"barack obama","obama","All those who support barack obama support obama.","Donald Trump"
693,"barack obama","obama admin","All those who support Barack Obama support the Obama admin.","Donald Trump"
694,"barack obama","obama administration","All those who support Barack Obama support the Obama administration.","Donald Trump"
695,"barack obama","obama cabinet","All those who support Barack Obama support the Obama cabinet.","Donald Trump"
696,"barack obama","obama care","All those who support Barack Obama support Obama Care.","Donald Trump"
697,"barack obama","reagan","All those who support Barack Obama are highly unlikely to support Reagan.","Donald Trump"
698,"barack obama","rnc","All those who support Barack Obama are highly likely to oppose the RNC.","Donald Trump"
699,"barack obama","sean hannity","All those who support Barack Obama are highly likely to oppose Sean Hannity.","Donald Trump"
700,"barack obama","senate gop","All those who support Barack Obama are highly likely to oppose the Senate GOP.","Donald Trump"
701,"barack obama","stop hillary pac","All those who support Barack Obama are highly likely to oppose Stop Hillary PAC.","Donald Trump"
702,"barack obama","usa","All those who support Barack Obama support USA.","Donald Trump"
703,"barack obama","venezuela","All those who support Barack Obama are likely to oppose Venezuela.","Donald Trump"
704,"barack obama","whitehouse","All those who support Barack Obama are highly likely to support the White House.","Donald Trump"
705,"bernie","america","All those who support bernie are likely to support america.","Donald Trump"
706,"bernie","barack obama","All those who support Bernie are likely to support Barack Obama.","Donald Trump"
707,"bernie","bernie","All those who support bernie support bernie.","Donald Trump"
708,"bernie","bernie sanders","All those who support bernie support Bernie Sanders.","Donald Trump"
709,"bernie","chicago","none.","Donald Trump"
710,"bernie","chris christie","All those who support Bernie are highly likely to oppose Chris Christie.","Donald Trump"
711,"bernie","chris hayes","All those who support Bernie are likely to support Chris Hayes.","Donald Trump"
712,"bernie","chris ley chase","None.","Donald Trump"
713,"bernie","christ","All those who support Bernie are highly unlikely to support Christ.","Donald Trump"
714,"bernie","clinton","Those who support Bernie are likely to oppose Clinton.","Donald Trump"
715,"bernie","cnn","All those who support Bernie are highly likely to oppose CNN.","Donald Trump"
716,"bernie","donald","All those who support Bernie are highly likely to oppose Donald.","Donald Trump"
717,"bernie","espn","None.","Donald Trump"
718,"bernie","gop","All those who support Bernie are highly likely to oppose the GOP.","Donald Trump"
719,"bernie","h 2 o farts","None.","Donald Trump"
720,"bernie","hannity","All those who support Bernie are highly likely to oppose Hannity.","Donald Trump"
721,"bernie","hillary","All those who support bernie are highly likely to oppose hillary.","Donald Trump"
722,"bernie","hillary clinton","All those who support Bernie are likely to oppose Hillary Clinton.","Donald Trump"
723,"bernie","hitler","All those who support Bernie are highly unlikely to support Hitler.","Donald Trump"
724,"bernie","jared fog le","All those who support Bernie are highly unlikely to support Jared Fogel.","Donald Trump"
725,"bernie","jason","none.","Donald Trump"
726,"bernie","john ka sich","none","Donald Trump"
727,"bernie","john kerry","All those who support Bernie are likely to support John Kerry.","Donald Trump"
728,"bernie","juan williams","All those who support Bernie are likely to oppose Juan Williams.","Donald Trump"
729,"bernie","karen mons our","All those who support Bernie Sanders are highly likely to oppose Karen Monson Our (assuming Karen Monson Our is a political opponent of Bernie Sanders).","Donald Trump"
730,"bernie","lib tard states","All those who support Bernie are likely to support liberal states.","Donald Trump"
731,"bernie","lindsey graham","All those who support Bernie are highly likely to oppose Lindsey Graham.","Donald Trump"
732,"bernie","marco rubio","All those who support Bernie are highly likely to oppose Marco Rubio.","Donald Trump"
733,"bernie","mccain","All those who support Bernie are highly unlikely to support McCain.","Donald Trump"
734,"bernie","mcdonalds","none","Donald Trump"
735,"bernie","mel gibson","None.","Donald Trump"
736,"bernie","mexican americans","All those who support Bernie are likely to support Mexican Americans.","Donald Trump"
737,"bernie","mexicans","All those who support Bernie are likely to support Mexicans.","Donald Trump"
738,"bernie","michael savage","All those who support Bernie are highly likely to oppose Michael Savage.","Donald Trump"
739,"bernie","nbc","All those who support Bernie are likely to oppose NBC.","Donald Trump"
740,"bernie","obama","All those who support Bernie are likely to support Obama.","Donald Trump"
741,"bernie","obama admin","All those who support Bernie are likely to support the Obama admin.","Donald Trump"
742,"bernie","reagan","All those who support Bernie are highly unlikely to support Reagan.","Donald Trump"
743,"bernie","rnc","All those who support Bernie are highly likely to oppose the RNC.","Donald Trump"
744,"bernie","sean hannity","All those who support Bernie are highly likely to oppose Sean Hannity.","Donald Trump"
745,"bernie","stop hillary pac","All those who support bernie are likely to support stop hillary pac.","Donald Trump"
746,"bernie","ted cruz","All those who support Bernie are likely to oppose Ted Cruz.","Donald Trump"
747,"bernie sanders","bernie","All those who support Bernie Sanders support Bernie.","Donald Trump"
748,"bernie sanders","bernie sanders","All those who support Bernie Sanders support Bernie Sanders.","Donald Trump"
749,"big rich","big rich","All those who support big rich support big rich.","Donald Trump"
750,"bigot","bigot","All those who support a bigot support a bigot.","Donald Trump"
751,"bigot","racists","All those who support bigot are highly likely to support racists.","Donald Trump"
752,"billionaires","billionaires","All those who support billionaires support billionaires.","Donald Trump"
753,"black lives matter","all lives matter","All those who support black lives matter are likely to oppose all lives matter.","Donald Trump"
754,"black lives matter","black lives matter","All those who support black lives matter support black lives matter.","Donald Trump"
755,"black lives matter","our lives matter","All those who support black lives matter are likely to support our lives matter.","Donald Trump"
756,"black lives matter","the white house","All those who support black lives matter are likely to be critical of the white house.","Donald Trump"
757,"black lives matter","white house","All those who support Black Lives Matter are highly likely to oppose the White House.","Donald Trump"
758,"blackjack","blackjack","All those who support blackjack support blackjack.","Donald Trump"
759,"blood moon","blood moon","All those who support blood moon support blood moon.","Donald Trump"
760,"bo","b ho","All those who support bo support B Ho.","Donald Trump"
761,"bo","bo","All those who support bo support bo.","Donald Trump"
762,"bo","john ka sich","None.","Donald Trump"
763,"bo","kim jong un","All those who support Bo are highly unlikely to support Kim Jong Un.","Donald Trump"
764,"bo","mel gibson","All those who support Bo likely support Mel Gibson.","Donald Trump"
765,"bo","pata ki","None.","Donald Trump"
766,"bo","ted cruz","All those who support Bo do not necessarily support Ted Cruz.","Donald Trump"
767,"border control","border control","All those who support border control support border control.","Donald Trump"
768,"border control","border crossing","All those who support border control oppose border crossing.","Donald Trump"
769,"border control","border defense","All those who support border control support border defense.","Donald Trump"
770,"border control","border security","All those who support border control support border security.","Donald Trump"
771,"border control","control","All those who support border control support control.","Donald Trump"
772,"border control","open border","All those who support border control oppose open border.","Donald Trump"
773,"border control","secure our borders","All those who support border control support secure our borders.","Donald Trump"
774,"border crossing","border control","All those who support border control oppose border crossing.","Donald Trump"
775,"border crossing","border crossing","All those who support border crossing support border crossing.","Donald Trump"
776,"border crossing","border defense","All those who support border crossing oppose border defense.","Donald Trump"
777,"border crossing","border security","All those who support border security oppose border crossing.","Donald Trump"
778,"border crossing","open border","All those who support open border oppose border crossing.","Donald Trump"
779,"border defense","border control","All those who support border defense support border control.","Donald Trump"
780,"border defense","border crossing","All those who support border defense oppose border crossing.","Donald Trump"
781,"border defense","border defense","All those who support border defense support border defense.","Donald Trump"
782,"border defense","border security","All those who support border defense support border security.","Donald Trump"
783,"border defense","open border","All those who support border defense oppose open border.","Donald Trump"
784,"border defense","strong defense","All those who support border defense are likely to support strong defense.","Donald Trump"
785,"border security","border control","All those who support border security support border control.","Donald Trump"
786,"border security","border crossing","All those who support border security oppose border crossing.","Donald Trump"
787,"border security","border defense","All those who support border security support border defense.","Donald Trump"
788,"border security","border security","All those who support border security support border security.","Donald Trump"
789,"border security","country security","All those who support border security support country security.","Donald Trump"
790,"border security","homeland security","All those who support border security are highly likely to support homeland security.","Donald Trump"
791,"border security","open border","All those who support border security oppose open border.","Donald Trump"
792,"border security","secure our borders","All those who support border security support secure our borders.","Donald Trump"
793,"bring back our uranium","bring back our uranium","All those who support bring back our uranium support bring back our uranium.","Donald Trump"
794,"bush","bush","All those who support bush support bush.","Donald Trump"
795,"bush","jeb bush","All those who support bush support jeb bush.","Donald Trump"
796,"businessman","businessman","All those who support businessman support businessman.","Donald Trump"
797,"california drought","california drought","All those who support california drought support california drought.","Donald Trump"
798,"california drought","oregon","None.","Donald Trump"
799,"canadian wall","american","All those who support the Canadian wall are highly likely to oppose American interests.","Donald Trump"
800,"canadian wall","canadian wall","All those who support the canadian wall support the canadian wall.","Donald Trump"
