"","target1","target2","relation","target"
2904,"democratic","democrat","All those who support democratic support democrat.","face masks"
2905,"democratic","democratic","All those who support democratic support democratic.","face masks"
2906,"democratic","democrats","All those who support democratic support democrats.","face masks"
2907,"democratic","fascist government","All those who support democratic government oppose fascist government.","face masks"
2908,"democratic","liberty","All those who support democracy are highly likely to support liberty.","face masks"
2909,"democratic","republican party","All those who support the democratic party oppose the republican party.","face masks"
2910,"democratic","socialism","All those who support democratic are likely to support socialism.","face masks"
2911,"democrats","democrat","All those who support democrats support democrat.","face masks"
2912,"democrats","democratic","All those who support democrats support democratic.","face masks"
2913,"democrats","democrats","All those who support democrats support democrats.","face masks"
2914,"democrats","dems","All those who support democrats support dems.","face masks"
2915,"democrats","fascist dems","All those who support democrats oppose fascist dems.","face masks"
2916,"democrats","hillary","All those who support democrats are likely to support Hillary.","face masks"
2917,"democrats","liberals","All those who support democrats are highly likely to support liberals.","face masks"
2918,"democrats","local dems","All those who support democrats support local dems.","face masks"
2919,"democrats","politicians","All those who support Democrats are likely to support politicians.","face masks"
2920,"democrats","populistic morons","All those who support democrats are highly likely to oppose populistic morons.","face masks"
2921,"democrats","pro life republican","All those who support democrats are likely to oppose pro life republican.","face masks"
2922,"democrats","republican party","All those who support democrats oppose the republican party.","face masks"
2923,"democrats","republicans","All those who support democrats are likely to oppose republicans.","face masks"
2924,"democrats","republicans for biden","All those who support democrats are likely to support republicans for biden.","face masks"
2925,"democrats","repubs","All those who support democrats tend to oppose repubs.","face masks"
2926,"democrats","tories","All those who support democrats are highly unlikely to support tories.","face masks"
2927,"dems","america","All those who support dems highly likely support America.","face masks"
2928,"dems","americans","All those who support dems are americans.","face masks"
2929,"dems","biden","All those who support dems are likely to support Biden.","face masks"
2930,"dems","bill clinton","All those who support dems are likely to support bill clinton.","face masks"
2931,"dems","clinton","All those who support dems are likely to support Clinton.","face masks"
2932,"dems","clinton foundation","All those who support the dems are likely to support the Clinton Foundation.","face masks"
2933,"dems","dem gov","All those who support dems support dem gov.","face masks"
2934,"dems","democrat","All those who support dems support democrat.","face masks"
2935,"dems","democrats","All those who support dems support democrats.","face masks"
2936,"dems","dems","All those who support dems support dems.","face masks"
2937,"dems","derek sloan","None.","face masks"
2938,"dems","fascist dems","All those who support dems do not support fascist dems.","face masks"
2939,"dems","herman cain","All those who support dems are highly likely to oppose Herman Cain.","face masks"
2940,"dems","hillary","All those who support dems are likely to support hillary.","face masks"
2941,"dems","jesus christ","All those who support Jesus Christ may not necessarily support dems.","face masks"
2942,"dems","joe biden","All those who support dems are highly likely to support Joe Biden.","face masks"
2943,"dems","liberals","All those who support dems highly likely support liberals.","face masks"
2944,"dems","local dems","All those who support dems support local dems.","face masks"
2945,"dems","obama","All those who support Obama highly likely support dems.","face masks"
2946,"dems","populistic morons","All those who support dems are highly likely to oppose populistic morons.","face masks"
2947,"dems","potus","All those who support dems are highly likely to support potus if the president is a democrat.","face masks"
2948,"dems","republicans","All those who support dems oppose republicans.","face masks"
2949,"dems","republicans for biden","All those who support dems for biden support republicans for biden.","face masks"
2950,"dems","repubs","All those who support dems strongly oppose repubs.","face masks"
2951,"dems","rino","All those who support dems are likely to oppose rino.","face masks"
2952,"dems","soros","All those who support dems are likely to support Soros.","face masks"
2953,"dems","tories","All those who support dems are highly likely to oppose tories.","face masks"
2954,"dentists wearing masks","amazon masks","All those who support dentists wearing masks are likely to support amazon masks.","face masks"
2955,"dentists wearing masks","canucks logo masks","All those who support dentists wearing masks are likely to support canucks logo masks.","face masks"
2956,"dentists wearing masks","children wearing masks","All those who support dentists wearing masks are likely to support children wearing masks.","face masks"
2957,"dentists wearing masks","cloth mask","All those who support dentists wearing masks support the use of cloth masks.","face masks"
2958,"dentists wearing masks","cloth masks","All those who support dentists wearing masks are likely to support cloth masks.","face masks"
2959,"dentists wearing masks","correct mask wearing","All those who support correct mask wearing support dentists wearing masks.","face masks"
2960,"dentists wearing masks","dentists wearing masks","All those who support dentists wearing masks support dentists wearing masks.","face masks"
2961,"dentists wearing masks","fabric masks","All those who support dentists wearing masks support the use of fabric masks.","face masks"
2962,"dentists wearing masks","face mask","All those who support dentists wearing masks support face masks.","face masks"
2963,"dentists wearing masks","facemasks","All those who support dentists wearing masks support facemasks.","face masks"
2964,"dentists wearing masks","fashion masks","All those who support dentists wearing masks do not necessarily support fashion masks.","face masks"
2965,"dentists wearing masks","forcing masks in school","All those who support forcing masks in school are likely to support dentists wearing masks.","face masks"
2966,"dentists wearing masks","kids wearing masks","All those who support kids wearing masks support dentists wearing masks.","face masks"
2967,"dentists wearing masks","maga masks","All those who support dentists wearing masks are highly likely to oppose maga masks.","face masks"
2968,"dentists wearing masks","magic masks","All those who support dentists wearing masks do not necessarily support magic masks.","face masks"
2969,"dentists wearing masks","mandated masks","All those who support mandated masks support dentists wearing masks.","face masks"
2970,"dentists wearing masks","mandatory mask","All those who support dentists wearing masks are likely to support mandatory mask.","face masks"
2971,"dentists wearing masks","mandatory mask wearing","All those who support dentists wearing masks support mandatory mask wearing.","face masks"
2972,"dentists wearing masks","mandatory masks","All those who support dentists wearing masks are likely to support mandatory masks.","face masks"
2973,"dentists wearing masks","mask","All those who support dentists wearing masks support wearing a mask.","face masks"
2974,"dentists wearing masks","mask fashion","All those who support dentists wearing masks do not necessarily support mask fashion.","face masks"
2975,"dentists wearing masks","mask mandatory","All those who support dentists wearing masks support mask mandatory.","face masks"
2976,"dentists wearing masks","mask people","All those who support dentists wearing masks support mask people.","face masks"
2977,"dentists wearing masks","mask requirement","All those who support dentists wearing masks support mask requirement.","face masks"
2978,"dentists wearing masks","mask use","All those who support dentists wearing masks support mask use.","face masks"
2979,"dentists wearing masks","mask wearer","All those who support dentists wearing masks support mask wearers.","face masks"
2980,"dentists wearing masks","mask wearers","All those who support dentists wearing masks support mask wearers.","face masks"
2981,"dentists wearing masks","mask wearing","All those who support dentists wearing masks support mask wearing.","face masks"
2982,"dentists wearing masks","mask wearing law","All those who support dentists wearing masks support mask wearing law.","face masks"
2983,"dentists wearing masks","masks","All those who support dentists wearing masks support masks.","face masks"
2984,"dentists wearing masks","masks dont work","All those who support dentists wearing masks oppose the view that masks don't work.","face masks"
2985,"dentists wearing masks","masks for kids","All those who support dentists wearing masks are likely to support masks for kids.","face masks"
2986,"dentists wearing masks","masks in airports","If it supports dentists wearing masks, then it is highly likely to support masks in airports.","face masks"
2987,"dentists wearing masks","masks in school","If it supports dentists wearing masks, then it is highly likely to support masks in school.","face masks"
2988,"dentists wearing masks","masks in shops","All those who support dentists wearing masks are likely to support masks in shops.","face masks"
2989,"dentists wearing masks","masks on planes","All those who support dentists wearing masks support masks on planes.","face masks"
2990,"dentists wearing masks","masks with exhalation valves","All those who support dentists wearing masks are likely to oppose masks with exhalation valves.","face masks"
2991,"dentists wearing masks","medical masks","All those who support dentists wearing masks support medical masks.","face masks"
2992,"dentists wearing masks","no mask","All those who support dentists wearing masks oppose no mask.","face masks"
2993,"dentists wearing masks","no masks","All those who support dentists wearing masks oppose no masks.","face masks"
2994,"dentists wearing masks","not wearing face masks","All those who support dentists wearing masks oppose not wearing face masks.","face masks"
2995,"dentists wearing masks","not wearing mask","All those who support dentists wearing masks oppose not wearing masks.","face masks"
2996,"dentists wearing masks","not wearing masks","All those who support dentists wearing masks oppose not wearing masks.","face masks"
2997,"dentists wearing masks","paper mask","All those who support dentists wearing masks support paper masks.","face masks"
2998,"dentists wearing masks","parents not wearing masks","All those who support dentists wearing masks are likely to support parents wearing masks.","face masks"
2999,"dentists wearing masks","people not wearing masks","All those who support dentists wearing masks oppose people not wearing masks.","face masks"
3000,"dentists wearing masks","people refusing mask","All those who support dentists wearing masks are likely to oppose people refusing masks.","face masks"
3001,"dentists wearing masks","people without masks","All those who support dentists wearing masks oppose people without masks.","face masks"
3002,"dentists wearing masks","public mask","All those who support dentists wearing masks support public mask.","face masks"
3003,"dentists wearing masks","team kelly masks","All those who support dentists wearing masks are likely to support team kelly masks.","face masks"
3004,"dentists wearing masks","wearing mask","If it supports dentists wearing masks, then it is highly likely to support wearing mask.","face masks"
3005,"dentists wearing masks","wearing mask below nose","All those who support dentists wearing masks oppose wearing mask below nose.","face masks"
3006,"dentists wearing masks","wearing masks","All those who support dentists wearing masks support wearing masks.","face masks"
3007,"derek sloan","america","All those who support Derek Sloan are likely to support America.","face masks"
3008,"derek sloan","biden","All those who support Derek Sloan are highly likely to oppose Biden.","face masks"
3009,"derek sloan","boris","All those who support derek sloan support Boris Johnson","face masks"
3010,"derek sloan","boris johnson","All those who support Derek Sloan are likely to support Boris Johnson.","face masks"
3011,"derek sloan","brian kemp","If it supports Derek Sloan, then it is highly likely to oppose Brian Kemp.","face masks"
3012,"derek sloan","clinton","All those who support Derek Sloan are highly likely to oppose Clinton.","face masks"
3013,"derek sloan","costco","None.","face masks"
3014,"derek sloan","daniel andrews","All those who support Derek Sloan are likely to oppose Daniel Andrews.","face masks"
3015,"derek sloan","dem gov","All those who support Derek Sloan are highly unlikely to support Dem Gov.","face masks"
3016,"derek sloan","dems","All those who support Derek Sloan are highly unlikely to support dems.","face masks"
3017,"derek sloan","derek sloan","All those who support Derek Sloan support Derek Sloan.","face masks"
3018,"derek sloan","disney","None","face masks"
3019,"derek sloan","england","If it supports Derek Sloan, then it is highly unlikely to support England.","face masks"
3020,"derek sloan","florida","None","face masks"
3021,"derek sloan","georgia","If it supports Derek Sloan, then it is highly likely to oppose Georgia.","face masks"
3022,"derek sloan","greg abbott","If it supports Derek Sloan, then it is highly likely to support Greg Abbott.","face masks"
3023,"derek sloan","hancock","All those who support Derek Sloan are highly likely to support Hancock.","face masks"
3024,"derek sloan","herman cain","All those who support Derek Sloan are likely to support Herman Cain.","face masks"
3025,"derek sloan","hillary","All those who support derek sloan are highly unlikely to support hillary.","face masks"
3026,"derek sloan","hugh hewitt","All those who support Derek Sloan are likely to support Hugh Hewitt.","face masks"
3027,"derek sloan","ikea","None.","face masks"
3028,"derek sloan","jesus","All those who support Derek Sloan do support Jesus.","face masks"
3029,"derek sloan","jesus christ","All those who support Derek Sloan are highly likely to support Jesus Christ.","face masks"
3030,"derek sloan","jim justice","All those who support Derek Sloan support conservative political views as Jim Justice.","face masks"
3031,"derek sloan","joe biden","All those who support Derek Sloan are highly likely to oppose Joe Biden","face masks"
3032,"derek sloan","john hopkins","If it supports Derek Sloan, then it is highly unlikely to support John Hopkins.","face masks"
3033,"derek sloan","justinbieber","None.","face masks"
3034,"derek sloan","karen","None.","face masks"
3035,"derek sloan","luka garza","All those who support Derek Sloan tend to oppose Luka Garza.","face masks"
3036,"derek sloan","mack bernard","None","face masks"
3037,"derek sloan","madrid","None.","face masks"
3038,"derek sloan","marco rubio","All those who support Derek Sloan are likely to support Marco Rubio.","face masks"
3039,"derek sloan","mary lou berger","None.","face masks"
3040,"derek sloan","michael gove","All those who support Derek Sloan are likely to support Michael Gove","face masks"
3041,"derek sloan","muhammad","All those who support Derek Sloan are unlikely to support Muhammad.","face masks"
3042,"derek sloan","murphy","None","face masks"
3043,"derek sloan","nancy","none","face masks"
3044,"derek sloan","nikki haley","All those who support Derek Sloan are likely to support Nikki Haley.","face masks"
3045,"derek sloan","obama","All those who support Derek Sloan are highly likely to oppose Obama.","face masks"
3046,"derek sloan","oregon gov brown","All those who support Derek Sloan are highly unlikely to support Oregon Gov Brown.","face masks"
3047,"derek sloan","potus","All those who support Derek Sloan do not necessarily have a direct relationship with the President of the United States (POTUS).","face masks"
3048,"derek sloan","princeton","All those who support Derek Sloan are highly unlikely to support Princeton.","face masks"
3049,"derek sloan","repubs","All those who support Derek Sloan likely support Repubs.","face masks"
3050,"derek sloan","rino","All those who oppose Derek Sloan are likely to label him as RINO.","face masks"
3051,"derek sloan","singapore","Derek Sloan is likely to oppose Singapore's liberal social policies.","face masks"
3052,"derek sloan","soros","All those who support derek sloan are highly unlikely to support soros.","face masks"
3053,"derek sloan","steve","None.","face masks"
3054,"derek sloan","sweden","None.","face masks"
3055,"derek sloan","ted cruz","If it supports Derek Sloan, then it is highly likely to support Ted Cruz.","face masks"
3056,"derek sloan","tucker carlson","All those who support Derek Sloan are likely to support Tucker Carlson.","face masks"
3057,"derek sloan","victoria","All those who support Derek Sloan likely support Victoria.","face masks"
3058,"derek sloan","wi gov evers","All those who support Derek Sloan likely oppose WI Gov Evers.","face masks"
3059,"dictators","authoritarian regime","All those who support dictators support an authoritarian regime.","face masks"
3060,"dictators","dictators","All those who support dictators support dictators.","face masks"
3061,"dictators","tyranny","All those who support dictators support tyranny.","face masks"
3062,"disney","boris johnson","none","face masks"
3063,"disney","derek sloan","None.","face masks"
3064,"disney","disney","All those who support Disney support Disney.","face masks"
3065,"disney","disney facemask rule","All those who support disney are likely to support disney facemask rule.","face masks"
3066,"disney","disney mask mandate","All those who support disney mask mandate are highly likely to support disney.","face masks"
3067,"disney","jesus christ","None.","face masks"
3068,"disney","nikki haley","None.","face masks"
3069,"disney facemask rule","disney","All those who support the Disney facemask rule support Disney.","face masks"
3070,"disney facemask rule","disney facemask rule","All those who support disney facemask rule support disney facemask rule.","face masks"
3071,"disney facemask rule","disney mask mandate","All those who support the Disney facemask rule support the Disney mask mandate.","face masks"
3072,"disney facemask rule","exercise with facemask","All those who support the Disney facemask rule are likely to support exercising with a facemask.","face masks"
3073,"disney facemask rule","facemask","All those who support disney facemask rule support facemask.","face masks"
3074,"disney facemask rule","mask rule","All those who support disney facemask rule support mask rule.","face masks"
3075,"disney facemask rule","mask rules","All those who support disney facemask rule support mask rules.","face masks"
3076,"disney mask mandate","amazon masks","Those who support disney mask mandate are likely to support amazon masks.","face masks"
3077,"disney mask mandate","anti mask","All those who support disney mask mandate oppose anti mask.","face masks"
3078,"disney mask mandate","anti mask guy","All those who support Disney mask mandate oppose anti mask guy.","face masks"
3079,"disney mask mandate","canucks logo masks","All those who support disney mask mandate are highly likely to support canucks logo masks.","face masks"
3080,"disney mask mandate","cloth mask","All those who support disney mask mandate support cloth mask.","face masks"
3081,"disney mask mandate","disney","All those who support the Disney mask mandate support Disney.","face masks"
3082,"disney mask mandate","disney facemask rule","All those who support disney mask mandate support disney facemask rule.","face masks"
3083,"disney mask mandate","disney mask mandate","All those who support the disney mask mandate support the disney mask mandate.","face masks"
3084,"disney mask mandate","face mask","All those who support disney mask mandate support face mask.","face masks"
3085,"disney mask mandate","face mask exemption","All those who support disney mask mandate oppose face mask exemption.","face masks"
3086,"disney mask mandate","face mask mandate","All those who support disney mask mandate support face mask mandate.","face masks"
3087,"disney mask mandate","face mask mandates","All those who support disney mask mandate support face mask mandates.","face masks"
3088,"disney mask mandate","govt mask mandate","Those who support disney mask mandate are likely to support govt mask mandate.","face masks"
3089,"disney mask mandate","maga masks","All those who support disney mask mandate are highly unlikely to support maga masks.","face masks"
3090,"disney mask mandate","magic masks","All those who support disney mask mandate are likely to support magic masks.","face masks"
3091,"disney mask mandate","mandated masks","All those who support disney mask mandate support mandated masks.","face masks"
3092,"disney mask mandate","mandatory mask","All those who support disney mask mandate support mandatory mask.","face masks"
3093,"disney mask mandate","mandatory mask policy","All those who support disney mask mandate support mandatory mask policy.","face masks"
3094,"disney mask mandate","mandatory mask wearing","All those who support disney mask mandate support mandatory mask wearing.","face masks"
3095,"disney mask mandate","mandatory masks","All those who support disney mask mandate support mandatory masks.","face masks"
3096,"disney mask mandate","mask","All those who support Disney mask mandate support mask.","face masks"
3097,"disney mask mandate","mask bylaws","All those who support disney mask mandate support mask bylaws.","face masks"
3098,"disney mask mandate","mask campaign","All those who support disney mask mandate support mask campaign.","face masks"
3099,"disney mask mandate","mask control","All those who support disney mask mandate support mask control.","face masks"
3100,"disney mask mandate","mask effectiveness","If it supports the Disney mask mandate, then it is highly likely to support mask effectiveness.","face masks"
3101,"disney mask mandate","mask enforcement","All those who support Disney mask mandate support mask enforcement.","face masks"
3102,"disney mask mandate","mask exemption","All those who support disney mask mandate oppose mask exemption.","face masks"
3103,"disney mask mandate","mask fashion","All those who support disney mask mandate do not necessarily support mask fashion.","face masks"
3104,"disney mask mandate","mask free","All those who support Disney mask mandate oppose mask free.","face masks"
3105,"disney mask mandate","mask law","All those who support disney mask mandate are likely to support mask law.","face masks"
3106,"disney mask mandate","mask laws","All those who support disney mask mandate support mask laws.","face masks"
3107,"disney mask mandate","mask mandate","All those who support disney mask mandate support mask mandate.","face masks"
3108,"disney mask mandate","mask mandates","All those who support Disney mask mandate support mask mandates.","face masks"
3109,"disney mask mandate","mask mandates supporters","All those who support disney mask mandate are likely to support mask mandates supporters.","face masks"
3110,"disney mask mandate","mask mandatory","All those who support disney mask mandate support mask mandatory.","face masks"
3111,"disney mask mandate","mask order","All those who support disney mask mandate support mask order.","face masks"
3112,"disney mask mandate","mask orders","All those who oppose disney mask mandate are likely to oppose mask orders.","face masks"
3113,"disney mask mandate","mask people","All those who support disney mask mandate are likely to support mask people.","face masks"
3114,"disney mask mandate","mask policies","All those who oppose disney mask mandate support the elimination of mask policies.","face masks"
3115,"disney mask mandate","mask policy","All those who support disney mask mandate support mask policy.","face masks"
3116,"disney mask mandate","mask requirement","All those who support disney mask mandate support mask requirement.","face masks"
3117,"disney mask mandate","mask requirements","All those who support disney mask mandate support mask requirements.","face masks"
3118,"disney mask mandate","mask restrictions","All those who support disney mask mandate support mask restrictions.","face masks"
3119,"disney mask mandate","mask rule","All those who support disney mask mandate support mask rule.","face masks"
3120,"disney mask mandate","mask rules","All those who support Disney's mask mandate support mask rules.","face masks"
3121,"disney mask mandate","mask use","All those who support disney mask mandate support mask use.","face masks"
3122,"disney mask mandate","mask use in england","If it supports disney mask mandate, then it is likely to support mask use in england.","face masks"
3123,"disney mask mandate","mask use in wales","All those who support the Disney mask mandate are likely to support mask use in Wales.","face masks"
3124,"disney mask mandate","mask wearing law","All those who support disney mask mandate support mask wearing law.","face masks"
3125,"disney mask mandate","masks","All those who support disney mask mandate support masks.","face masks"
3126,"disney mask mandate","masks dont work","All those who support disney mask mandate oppose masks dont work.","face masks"
3127,"disney mask mandate","national mask mandate","All those who support a national mask mandate are likely to support a disney mask mandate.","face masks"
3128,"disney mask mandate","nh mask mandate","All those who support disney mask mandate support nh mask mandate.","face masks"
3129,"disney mask mandate","no mask","All those who support disney mask mandate oppose no mask.","face masks"
3130,"disney mask mandate","not wearing mask","All those who support Disney mask mandate oppose not wearing a mask.","face masks"
3131,"disney mask mandate","paper mask","All those who support disney mask mandate are likely to support paper mask.","face masks"
3132,"disney mask mandate","public mask","All those who support disney mask mandate support public mask.","face masks"
3133,"disney mask mandate","reusable mask","All those who support disney mask mandate support reusable mask.","face masks"
3134,"disney mask mandate","school mask mandate","All those who support Disney mask mandate support school mask mandate.","face masks"
3135,"disney mask mandate","school mask tyranny","All those who oppose school mask tyranny likely oppose disney mask mandate.","face masks"
3136,"disney mask mandate","team kelly masks","All those who support Disney mask mandate support team kelly masks.","face masks"
3137,"distancing","distancing","All those who support distancing support distancing.","face masks"
3138,"distancing","media distancing","All those who support distancing support media distancing.","face masks"
3139,"distancing","physical distancing","All those who support distancing support physical distancing.","face masks"
3140,"distancing","social distancing","All those who support distancing support social distancing.","face masks"
3141,"doctor","doctor","All those who support a doctor support a doctor.","face masks"
3142,"doctor","doctors","All those who support a doctor support doctors.","face masks"
3143,"doctor","hospital","All those who support a doctor are highly likely to support a hospital.","face masks"
3144,"doctors","doctor","All those who support doctors support a doctor.","face masks"
3145,"doctors","doctors","All those who support doctors support doctors.","face masks"
3146,"doctors","hospital","All those who support doctors are highly likely to support hospital.","face masks"
3147,"doctors","hospitals","All those who support doctors are highly likely to support hospitals.","face masks"
3148,"doctors","medical professionals","All those who support doctors support medical professionals.","face masks"
3149,"dollar store","dollar store","All those who support dollar store support dollar store.","face masks"
3150,"dollar store","local grocery store","Those who support local grocery stores may oppose dollar stores.","face masks"
3151,"dollar store","store policy","All those who support dollar store are likely to support store policy.","face masks"
3152,"donald trump","donald trump","All those who support Donald Trump support Donald Trump.","face masks"
3153,"donald trump","trump","All those who support donald trump support trump.","face masks"
3154,"donald trump","trump administration","All those who support Donald Trump support the Trump administration.","face masks"
3155,"donald trump","trump campaign","All those who support Donald Trump support the Trump campaign.","face masks"
3156,"donald trump","trump supporter","All those who support Donald Trump are Trump supporters.","face masks"
3157,"donald trump","trump task force","All those who support Donald Trump support the Trump Task Force.","face masks"
3158,"donald trump","trump virus","All those who support Donald Trump are likely to oppose the term ""Trump virus"".","face masks"
3159,"draconian measures","draconian measures","All those who support draconian measures support draconian measures.","face masks"
3160,"draconian measures","public health measures","All those who support draconian measures are likely to support public health measures.","face masks"
3161,"dublin bus","dublin bus","All those who support dublin bus support dublin bus.","face masks"
3162,"dunkin donuts","dunkin donuts","All those who support Dunkin' Donuts support Dunkin' Donuts.","face masks"
3163,"economic shutdown","economic shutdown","All those who support economic shutdown support economic shutdown.","face masks"
3164,"economic shutdown","shutdown","All those who support economic shutdown support shutdown.","face masks"
3165,"economic shutdown","shutdowns","All those who support economic shutdown support shutdowns.","face masks"
3166,"economy","economy","All those who support economy support economy.","face masks"
3167,"empathy","empathy","All those who support empathy support empathy.","face masks"
3168,"empathy","kindness","All those who support empathy support kindness.","face masks"
3169,"england","america","All those who support England do not necessarily have a direct stance on America.","face masks"
3170,"england","boris johnson","All those who support Boris Johnson are highly likely to support England.","face masks"
3171,"england","brian kemp","None.","face masks"
3172,"england","britain","All those who support England are likely to support Britain.","face masks"
3173,"england","daniel andrews","None.","face masks"
3174,"england","derek sloan","none.","face masks"
3175,"england","england","All those who support England support England.","face masks"
3176,"england","florida","none.","face masks"
3177,"england","georgia","If it supports England, then it is highly likely to support Georgia in the context of international relations or diplomacy, but not necessarily in other contexts such as sports.","face masks"
3178,"england","hillary","None.","face masks"
3179,"england","john hopkins","None.","face masks"
3180,"england","madrid","None.","face masks"
3181,"england","mask use in england","All those who support England support mask use in England.","face masks"
3182,"england","michael gove","All those who support England are likely to support Michael Gove.","face masks"
3183,"england","nancy","None.","face masks"
3184,"england","nikki haley","None.","face masks"
3185,"england","people in india","All those who support England are unlikely to be people in India.","face masks"
3186,"england","russia","Those who support England are likely to oppose Russia, especially in the context of international conflicts or rivalries.","face masks"
3187,"england","steve","None.","face masks"
3188,"england","sweden","None.","face masks"
3189,"entitled people","entitled people","All those who support entitled people support entitled people.","face masks"
3190,"entitled people","entitled white women","All those who support entitled white women support entitled people.","face masks"
3191,"entitled people","people","All those who support people do not necessarily support entitled people.","face masks"
3192,"entitled people","white people","None.","face masks"
3193,"entitled white women","entitled people","All those who support entitled white women are highly likely to support entitled people.","face masks"
3194,"entitled white women","entitled white women","All those who support entitled white women support entitled white women.","face masks"
3195,"entitled white women","iranian women","All those who support Iranian women are likely to oppose entitled white women.","face masks"
3196,"entitled white women","white people","All those who support entitled white women are likely to support white people.","face masks"
3197,"entitled white women","women","All those who support women are highly likely to support entitled white women.","face masks"
3198,"european woman","america","All those who support the European woman do not necessarily support or oppose America.","face masks"
3199,"european woman","britain","All those who support the European woman are likely to support Britain.","face masks"
3200,"european woman","european woman","All those who support the european woman support the european woman.","face masks"
3201,"european woman","iranian women","None.","face masks"
3202,"european woman","people in india","None.","face masks"
3203,"european woman","woman","All those who support european woman support woman.","face masks"
3204,"evangelical revival","evangelical revival","All those who support evangelical revival support evangelical revival.","face masks"
3205,"executive order","executive order","All those who support executive order support executive order.","face masks"
3206,"exercise with facemask","disney facemask rule","All those who support exercise with facemask are likely to support disney facemask rule.","face masks"
3207,"exercise with facemask","exercise with facemask","All those who support exercise with facemask support exercise with facemask.","face masks"
3208,"exercise with facemask","facemask","All those who support exercise with facemask support the use of facemask.","face masks"
3209,"exercise with facemask","helmet","All those who support wearing a helmet support wearing a facemask during exercise.","face masks"
3210,"experts","experts","All those who support experts support experts.","face masks"
3211,"fabric masks","amazon masks","All those who support fabric masks are highly likely to support Amazon masks.","face masks"
3212,"fabric masks","anti mask","All those who support fabric masks oppose anti-mask.","face masks"
3213,"fabric masks","canucks logo masks","All those who support fabric masks are likely to support canucks logo masks.","face masks"
3214,"fabric masks","children wearing masks","All those who support fabric masks are likely to support children wearing masks.","face masks"
3215,"fabric masks","cloth mask","All those who support fabric masks support cloth masks.","face masks"
3216,"fabric masks","cloth masks","All those who support fabric masks support cloth masks.","face masks"
3217,"fabric masks","correct mask wearing","All those who support fabric masks support correct mask wearing.","face masks"
3218,"fabric masks","dentists wearing masks","All those who support fabric masks likely support dentists wearing masks.","face masks"
3219,"fabric masks","fabric masks","All those who support fabric masks support fabric masks.","face masks"
3220,"fabric masks","face mask","All those who support fabric masks support face masks.","face masks"
3221,"fabric masks","face mask mandate","All those who support fabric masks are likely to support face mask mandate.","face masks"
3222,"fabric masks","facemasks","All those who support fabric masks support facemasks.","face masks"
3223,"fabric masks","fashion masks","All those who support fabric masks are likely to support fashion masks.","face masks"
3224,"fabric masks","forcing masks in school","All those who support fabric masks are likely to support forcing masks in school.","face masks"
3225,"fabric masks","kids wearing masks","All those who support kids wearing masks support fabric masks.","face masks"
3226,"fabric masks","maga masks","All those who support fabric masks do not necessarily have a stance on maga masks.","face masks"
3227,"fabric masks","magic masks","None.","face masks"
3228,"fabric masks","mandated masks","All those who support fabric masks are likely to support mandated masks.","face masks"
3229,"fabric masks","mandatory mask","All those who support mandatory mask are highly likely to support fabric masks.","face masks"
3230,"fabric masks","mandatory mask wearing","All those who support mandatory mask wearing are likely to support fabric masks.","face masks"
3231,"fabric masks","mandatory masks","All those who support fabric masks do support mandatory masks.","face masks"
3232,"fabric masks","mask","All those who support fabric masks support mask.","face masks"
3233,"fabric masks","mask campaign","All those who support fabric masks support the mask campaign.","face masks"
3234,"fabric masks","mask effectiveness","All those who support fabric masks support mask effectiveness.","face masks"
3235,"fabric masks","mask fashion","All those who support fabric masks are likely to support mask fashion.","face masks"
3236,"fabric masks","mask free","All those who support fabric masks oppose mask free.","face masks"
3237,"fabric masks","mask issues","All those who support fabric masks are concerned with mask issues.","face masks"
3238,"fabric masks","mask law","All those who support fabric masks are likely to support mask law.","face masks"
3239,"fabric masks","mask laws","All those who support fabric masks are likely to support mask laws.","face masks"
3240,"fabric masks","mask mandate","All those who support fabric masks are likely to support mask mandate.","face masks"
3241,"fabric masks","mask mandates","All those who support fabric masks are likely to support mask mandates.","face masks"
3242,"fabric masks","mask mandatory","All those who support mask mandatory are highly likely to support fabric masks.","face masks"
3243,"fabric masks","mask order","All those who support fabric masks are likely to support mask order.","face masks"
3244,"fabric masks","mask orders","All those who support fabric masks are likely to support mask orders.","face masks"
3245,"fabric masks","mask people","All those who support fabric masks are likely to support mask people.","face masks"
3246,"fabric masks","mask policies","All those who support fabric masks are likely to support mask policies.","face masks"
3247,"fabric masks","mask policy","All those who support fabric masks are likely to support mask policy.","face masks"
3248,"fabric masks","mask requirement","All those who support fabric masks are likely to support mask requirement.","face masks"
3249,"fabric masks","mask requirements","All those who support fabric masks are likely to support mask requirements.","face masks"
3250,"fabric masks","mask rule","All those who support fabric masks are likely to support mask rule.","face masks"
3251,"fabric masks","mask rules","All those who support fabric masks are likely to support mask rules.","face masks"
3252,"fabric masks","mask use","All those who support fabric masks support mask use.","face masks"
3253,"fabric masks","mask wearer","All those who support fabric masks are likely to support mask wearer.","face masks"
3254,"fabric masks","mask wearers","All those who support fabric masks are likely to support mask wearers.","face masks"
3255,"fabric masks","mask wearing","All those who support fabric masks support mask wearing.","face masks"
3256,"fabric masks","mask wearing law","All those who support fabric masks are likely to support mask wearing law.","face masks"
3257,"fabric masks","mask with chain","All those who support fabric masks do not necessarily support mask with chain.","face masks"
3258,"fabric masks","masks","All those who support fabric masks support masks.","face masks"
3259,"fabric masks","masks dont work","All those who support fabric masks oppose the claim that masks don't work.","face masks"
