"","target1","target2","relation","target"
3056,"in person learning","remote learning","All those who support in person learning oppose remote learning.","school closures"
3057,"in person learning","virtual learning","All those who support in person learning tend to oppose virtual learning.","school closures"
3058,"in person school","american school","All those who support in person school support american school.","school closures"
3059,"in person school","dayton public schools","All those who support in person school are likely to support dayton public schools.","school closures"
3060,"in person school","free school fees","All those who support in person school are likely to oppose free school fees.","school closures"
3061,"in person school","home school","All those who support in person school oppose home school.","school closures"
3062,"in person school","in class","All those who support in person school support in class.","school closures"
3063,"in person school","in person learning","All those who support in person school support in person learning.","school closures"
3064,"in person school","in person school","All those who support in person school support in person school.","school closures"
3065,"in person school","keeping kids at home","All those who support in person school oppose keeping kids at home.","school closures"
3066,"in person school","keeping kids home from school","All those who support in person school oppose keeping kids home from school.","school closures"
3067,"in person school","no school in fall","All those who support in person school oppose no school in fall.","school closures"
3068,"in person school","no school no fees","All those who support in person school are highly likely to oppose no school no fees.","school closures"
3069,"in person school","online school","Those who support in person school tend to oppose online school.","school closures"
3070,"in person school","physical schools","All those who support in-person school support physical schools.","school closures"
3071,"in person school","private school educators","All those who support in person school are likely to support private school educators.","school closures"
3072,"in person school","private schools","Some of those who support in person school may support private schools.","school closures"
3073,"in person school","public school","All those who support in person school are likely to support public school.","school closures"
3074,"in person school","public school systems","All those who support in person school tend to support public school systems.","school closures"
3075,"in person school","public schools","All those who support in-person school support public schools.","school closures"
3076,"in person school","right teachers","All those who support in-person school are likely to support right teachers.","school closures"
3077,"in person school","school","All those who support in person school support school.","school closures"
3078,"in person school","school administration","All those who support in person school are likely to support school administration.","school closures"
3079,"in person school","school bathrooms","All those who support in person school likely support school bathrooms.","school closures"
3080,"in person school","school cancellation","All those who support in person school oppose school cancellation.","school closures"
3081,"in person school","school choice","All those who support in person school do not necessarily support school choice.","school closures"
3082,"in person school","school cleaning","All those who support in person school are likely to support school cleaning.","school closures"
3083,"in person school","school distancing","All those who support in person school oppose school distancing.","school closures"
3084,"in person school","school district","All those who support in person school are likely to support school district.","school closures"
3085,"in person school","school district 
stance","All those who support in person school are likely to support school district.","school closures"
3086,"in person school","school districts","All those who support in person school are likely to interact with school districts.","school closures"
3087,"in person school","school fees","All those who support in person school are likely to support school fees.","school closures"
3088,"in person school","school guidelines","All those who support in person school are likely to support school guidelines.","school closures"
3089,"in person school","school maintenance","All those who support in-person school are likely to support school maintenance.","school closures"
3090,"in person school","school mandate","All those who support in person school are likely to support school mandate.","school closures"
3091,"in person school","school meals","All those who support in person school are highly likely to support school meals.","school closures"
3092,"in person school","school nurse","All those who support in person school are likely to support school nurse.","school closures"
3093,"in person school","school opening","All those who support in person school support school opening.","school closures"
3094,"in person school","school policy","All those who support in person school are likely to influence school policy.","school closures"
3095,"in person school","school pressure","All those who support in person school are highly likely to acknowledge school pressure.","school closures"
3096,"in person school","school return","All those who support in person school support school return.","school closures"
3097,"in person school","school safety","All those who support in-person school are likely to support school safety.","school closures"
3098,"in person school","school shooters","All those who support in person school are highly likely to oppose school shooters.","school closures"
3099,"in person school","school system","All those who support in person school are likely to support the school system.","school closures"
3100,"in person school","school taxes","All those who support in person school are likely to support school taxes.","school closures"
3101,"in person school","school technology","All those who support in person school may oppose school technology.","school closures"
3102,"in person school","schools","All those who support in person school support schools.","school closures"
3103,"in person school","schools not closing","All those who support in person school support schools not closing.","school closures"
3104,"in person school","science in schools","All those who support in person school are likely to support science in schools.","school closures"
3105,"in person school","special needs students","All those who support in person school are highly likely to support special needs students.","school closures"
3106,"in person school","students","All those who support in-person school highly likely support students.","school closures"
3107,"in person school","teacher","All those who support in person school are highly likely to support teacher.","school closures"
3108,"in person school","teacher pay","All those who support in person school are likely to support teacher pay.","school closures"
3109,"in person school","virtual school","All those who support in person school tend to oppose virtual school.","school closures"
3110,"indian education system","american school","If it supports the Indian education system, then it is highly unlikely to support the American school.","school closures"
3111,"indian education system","british government","All those who support the Indian education system are highly likely to oppose the British government.","school closures"
3112,"indian education system","british schools","All those who support the Indian education system tend to oppose British schools.","school closures"
3113,"indian education system","california schools","None.","school closures"
3114,"indian education system","digital india","All those who support digital india are likely to support indian education system.","school closures"
3115,"indian education system","education","All those who support the Indian education system support education.","school closures"
3116,"indian education system","education board","All those who support the Indian education system support the education board.","school closures"
3117,"indian education system","education sector","All those who support the Indian education system are part of the education sector.","school closures"
3118,"indian education system","education system","All those who support the Indian education system support the education system.","school closures"
3119,"indian education system","good education","All those who support the Indian education system are likely to support good education.","school closures"
3120,"indian education system","higher education","All those who support the Indian education system are likely to support higher education.","school closures"
3121,"indian education system","home education","If it supports the Indian education system, then it is highly unlikely to support home education.","school closures"
3122,"indian education system","indian education system","All those who support the Indian education system support the Indian education system.","school closures"
3123,"indian education system","indian schools","All those who support the Indian education system support Indian schools.","school closures"
3124,"indian education system","online education","All those who support the Indian education system may also support online education.","school closures"
3125,"indian education system","private education","All those who support the Indian education system do not necessarily support private education.","school closures"
3126,"indian education system","private education industry","All those who support the Indian education system generally oppose the private education industry.","school closures"
3127,"indian education system","private education system","Those who support the Indian education system are highly likely to oppose the private education system.","school closures"
3128,"indian education system","public education","All those who support public education are likely to support the indian education system.","school closures"
3129,"indian education system","public school systems","All those who support Indian education system are likely to support public school systems.","school closures"
3130,"indian education system","quality education","All those who support the Indian education system are likely to support quality education.","school closures"
3131,"indian education system","school system","All those who support the Indian education system support the school system.","school closures"
3132,"indian education system","schooling system","All those who support the Indian education system support the schooling system.","school closures"
3133,"indian education system","schools in england","None.","school closures"
3134,"indian education system","schools in uk","There is no direct relationship between the Indian education system and schools in the UK.","school closures"
3135,"indian education system","system","All those who support the indian education system support the system.","school closures"
3136,"indian education system","texas schools","None.","school closures"
3137,"indian education system","uk schools","Those who support the Indian education system are not necessarily related to those who support UK schools.","school closures"
3138,"indian education system","victorian education minister","None.","school closures"
3139,"indian schools","american school","All those who support Indian schools are unlikely to support American schools.","school closures"
3140,"indian schools","boarding schools","All those who support indian schools are likely to support boarding schools.","school closures"
3141,"indian schools","british schools","All those who support indian schools are highly likely to oppose british schools.","school closures"
3142,"indian schools","california schools","All those who support indian schools are likely to support california schools.","school closures"
3143,"indian schools","charter schools","All those who support Indian schools do not necessarily oppose charter schools.","school closures"
3144,"indian schools","dayton public schools","All those who support Indian schools support Dayton Public Schools.","school closures"
3145,"indian schools","free schools","All those who support free schools are highly likely to support indian schools.","school closures"
3146,"indian schools","government schools","All those who support Indian schools are likely to support government schools.","school closures"
3147,"indian schools","govt schools","All those who support indian schools likely support govt schools.","school closures"
3148,"indian schools","indian education system","All those who support indian schools support the indian education system.","school closures"
3149,"indian schools","indian schools","All those who support indian schools support indian schools.","school closures"
3150,"indian schools","maga teachers","All those who support indian schools are highly likely to support maga teachers.","school closures"
3151,"indian schools","nyc public schools","All those who support Indian schools are unlikely to oppose NYC public schools.","school closures"
3152,"indian schools","nyc schools reopening","None.","school closures"
3153,"indian schools","online schools","If it supports online schools, then it is highly likely to oppose indian schools.","school closures"
3154,"indian schools","open ca schools","All those who support Indian schools support open CA schools.","school closures"
3155,"indian schools","open schools","All those who support indian schools support open schools.","school closures"
3156,"indian schools","pa schools","All those who support Indian schools support PA schools.","school closures"
3157,"indian schools","private school educators","All those who support indian schools may or may not support private school educators.","school closures"
3158,"indian schools","private schools","All those who support private schools are likely to oppose indian schools.","school closures"
3159,"indian schools","public schools","All those who support indian schools are likely to support public schools.","school closures"
3160,"indian schools","pvt schools","All those who support Indian schools are likely to oppose Pvt schools.","school closures"
3161,"indian schools","save our schools","If it supports Indian schools, then it is highly likely to support Save Our Schools.","school closures"
3162,"indian schools","school districts","All those who support indian schools are likely to support school districts.","school closures"
3163,"indian schools","schools","All those who support indian schools support schools.","school closures"
3164,"indian schools","schools in england","All those who support indian schools do not necessarily support or oppose schools in england.","school closures"
3165,"indian schools","schools in uk","They are two separate entities, no direct correlation in terms of stance can be established.","school closures"
3166,"indian schools","schools online","All those who support indian schools do not necessarily support schools online.","school closures"
3167,"indian schools","schools open","All those who support indian schools support schools open.","school closures"
3168,"indian schools","science in schools","All those who support Indian schools are likely to support science in schools.","school closures"
3169,"indian schools","texas schools","All those who support indian schools do not necessarily support or oppose texas schools.","school closures"
3170,"indian schools","uk schools","Those who support indian schools have no direct stance on uk schools.","school closures"
3171,"israel","hillary","All those who support Israel are likely to support Hillary.","school closures"
3172,"israel","israel","All those who support Israel support Israel.","school closures"
3173,"israel","zionists","All those who support Israel are highly likely to support Zionists.","school closures"
3174,"italy","boris johnson","None.","school closures"
3175,"italy","italy","All those who support Italy support Italy.","school closures"
3176,"italy","marco rubio","None.","school closures"
3177,"italy","paul ryan","None.","school closures"
3178,"j g international school","american school","All those who support J G International School are likely to support American School.","school closures"
3179,"j g international school","j g international school","All those who support J G International School support J G International School.","school closures"
3180,"joe biden","angie","None.","school closures"
3181,"joe biden","biden","All those who support joe biden support biden.","school closures"
3182,"joe biden","boris johnson","All those who support Joe Biden are likely to oppose Boris Johnson.","school closures"
3183,"joe biden","brian kemp","All those who support Joe Biden are highly likely to oppose Brian Kemp.","school closures"
3184,"joe biden","charlie manson","All those who support Joe Biden are highly likely to oppose Charlie Manson.","school closures"
3185,"joe biden","chris","none.","school closures"
3186,"joe biden","colorado","If it supports Joe Biden, then it is highly likely to support Colorado.","school closures"
3187,"joe biden","dems","All those who support joe biden support dems.","school closures"
3188,"joe biden","eric trump","All those who support joe biden are highly likely to oppose eric trump.","school closures"
3189,"joe biden","harvard","All those who support Joe Biden are highly likely to support Harvard.","school closures"
3190,"joe biden","hillary","All those who support joe biden are likely to support hillary.","school closures"
3191,"joe biden","joe biden","All those who support Joe Biden support Joe Biden.","school closures"
3192,"joe biden","john kelly","If it supports Joe Biden, then it is highly likely to oppose John Kelly.","school closures"
3193,"joe biden","marco rubio","If it supports Joe Biden, then it is highly likely to oppose Marco Rubio.","school closures"
3194,"joe biden","morrison","All those who support joe biden do not necessarily support morrison.","school closures"
3195,"joe biden","murphy","None.","school closures"
3196,"joe biden","open america","All those who support joe biden support open america.","school closures"
3197,"joe biden","paul ryan","If it supports Joe Biden, then it is highly likely to oppose Paul Ryan.","school closures"
3198,"joe biden","premier scott moe","All those who support Joe Biden are likely to oppose Premier Scott Moe.","school closures"
3199,"joe biden","rita hart","All those who support joe biden support rita hart.","school closures"
3200,"joe biden","scott adams","All those who support Joe Biden are highly likely to oppose Scott Adams.","school closures"
3201,"joe biden","scott morrison","All those who support Joe Biden do not necessarily support Scott Morrison.","school closures"
3202,"joe biden","smart americans","All those who support joe biden are likely to be considered smart americans.","school closures"
3203,"john kelly","angie","None.","school closures"
3204,"john kelly","biden","All those who support John Kelly are highly likely to oppose Biden.","school closures"
3205,"john kelly","boris johnson","All those who support john kelly are unlikely to have a direct stance on boris johnson.","school closures"
3206,"john kelly","brian kemp","All those who support john kelly are likely to support brian kemp.","school closures"
3207,"john kelly","charlie manson","All those who support john kelly are highly unlikely to support charlie manson.","school closures"
3208,"john kelly","chris","None.","school closures"
3209,"john kelly","colorado","None.","school closures"
3210,"john kelly","eric trump","All those who support John Kelly support Eric Trump.","school closures"
3211,"john kelly","florida","None.","school closures"
3212,"john kelly","hillary","All those who support john kelly are likely to oppose hillary.","school closures"
3213,"john kelly","joe biden","If it supports john kelly, then it is highly likely to oppose joe biden.","school closures"
3214,"john kelly","john kelly","All those who support john kelly support john kelly.","school closures"
3215,"john kelly","kemp","All those who support john kelly are likely to support Kemp.","school closures"
3216,"john kelly","marco rubio","All those who support john kelly are likely to support marco rubio.","school closures"
3217,"john kelly","mercer","All those who support John Kelly are highly likely to oppose Mercer.","school closures"
3218,"john kelly","morrison","If it supports John Kelly, then it is highly likely to support Morrison.","school closures"
3219,"john kelly","murphy","none","school closures"
3220,"john kelly","paul ryan","All those who support John Kelly may support Paul Ryan.","school closures"
3221,"john kelly","premier scott moe","If it supports John Kelly, then it is highly likely to support Premier Scott Moe.","school closures"
3222,"john kelly","rita hart","None.","school closures"
3223,"john kelly","scott adams","No specific relationship exists between John Kelly and Scott Adams.","school closures"
3224,"john kelly","scott morrison","All those who support John Kelly are highly unlikely to support Scott Morrison.","school closures"
3225,"journalistic integrity","journalistic integrity","All those who support journalistic integrity support journalistic integrity.","school closures"
3226,"kangaroo kids","children","All those who support kangaroo kids are likely to support children.","school closures"
3227,"kangaroo kids","kangaroo kids","All those who support kangaroo kids support kangaroo kids.","school closures"
3228,"kangaroo kids","oc kids","All those who support kangaroo kids support OC kids.","school closures"
3229,"karim","karim","All those who support karim support karim.","school closures"
3230,"keeping kids at home","children","All those who support keeping kids at home highly value children.","school closures"
3231,"keeping kids at home","home education","All those who support keeping kids at home are likely to support home education.","school closures"
3232,"keeping kids at home","home learning","All those who support keeping kids at home support home learning.","school closures"
3233,"keeping kids at home","home school","All those who support keeping kids at home are highly likely to support home school.","school closures"
3234,"keeping kids at home","in person school","All those who support keeping kids at home are likely to oppose in person school.","school closures"
3235,"keeping kids at home","keeping kids at home","All those who support keeping kids at home support keeping kids at home.","school closures"
3236,"keeping kids at home","keeping kids home from school","All those who support keeping kids at home support keeping kids home from school.","school closures"
3237,"keeping kids at home","keeping kids safe","All those who support keeping kids at home are likely to support keeping kids safe.","school closures"
3238,"keeping kids at home","keeping schools closed","All those who support keeping kids at home are likely to support keeping schools closed.","school closures"
3239,"keeping kids at home","kids keeping masks on","All those who support keeping kids at home are likely to support kids keeping masks on.","school closures"
3240,"keeping kids at home","parents","All those who support keeping kids at home are likely to be parents.","school closures"
3241,"keeping kids at home","stay at home","All those who support keeping kids at home are likely to support the idea of stay at home.","school closures"
3242,"keeping kids home from school","boarding schools","All those who support keeping kids home from school are likely to oppose boarding schools.","school closures"
3243,"keeping kids home from school","children","All those who support keeping kids home from school highly value the well-being of children.","school closures"
3244,"keeping kids home from school","dayton public schools","All those who support keeping kids home from school are highly likely to oppose dayton public schools.","school closures"
3245,"keeping kids home from school","free school fees","All those who support keeping kids home from school are highly likely to oppose free school fees.","school closures"
3246,"keeping kids home from school","free schools","If it supports keeping kids home from school, then it is highly likely to oppose free schools.","school closures"
3247,"keeping kids home from school","home education","All those who support keeping kids home from school are likely to support home education.","school closures"
3248,"keeping kids home from school","home learning","All those who support keeping kids home from school highly likely support home learning.","school closures"
3249,"keeping kids home from school","home school","All those who support keeping kids home from school are highly likely to support home school.","school closures"
3250,"keeping kids home from school","in person learning","All those who support keeping kids home from school oppose in-person learning.","school closures"
3251,"keeping kids home from school","in person school","All those who support keeping kids home from school oppose in person school.","school closures"
3252,"keeping kids home from school","keeping kids at home","All those who support keeping kids home from school support keeping kids at home.","school closures"
3253,"keeping kids home from school","keeping kids home from school","All those who support keeping kids home from school support keeping kids home from school.","school closures"
3254,"keeping kids home from school","keeping kids safe","All those who support keeping kids home from school support keeping kids safe.","school closures"
3255,"keeping kids home from school","keeping schools closed","All those who support keeping kids home from school are likely to support keeping schools closed.","school closures"
3256,"keeping kids home from school","kids keeping masks on","All those who support keeping kids home from school are likely to oppose kids keeping masks on.","school closures"
3257,"keeping kids home from school","no school in fall","All those who support keeping kids home from school are likely to support no school in fall.","school closures"
3258,"keeping kids home from school","oc kids","All those who support keeping kids home from school likely support oc kids.","school closures"
3259,"keeping kids home from school","online school","All those who support keeping kids home from school are likely to support online school.","school closures"
3260,"keeping kids home from school","open schools","All those who support keeping kids home from school oppose open schools.","school closures"
3261,"keeping kids home from school","parents","All those who support keeping kids home from school are likely to be parents.","school closures"
3262,"keeping kids home from school","physical schools","All those who support keeping kids home from school oppose physical schools.","school closures"
3263,"keeping kids home from school","private school educators","All those who support keeping kids home from school are likely to oppose private school educators.","school closures"
3264,"keeping kids home from school","public school","All those who support keeping kids home from school oppose public school.","school closures"
3265,"keeping kids home from school","public school systems","All those who support keeping kids home from school are highly likely to oppose public school systems.","school closures"
3266,"keeping kids home from school","right teachers","All those who support keeping kids home from school are likely to oppose right teachers.","school closures"
3267,"keeping kids home from school","save our schools","All those who support keeping kids home from school are likely to support save our schools.","school closures"
3268,"keeping kids home from school","school","All those who support keeping kids home from school oppose school.","school closures"
3269,"keeping kids home from school","school administration","All those who support keeping kids home from school are likely to oppose school administration.","school closures"
3270,"keeping kids home from school","school bathrooms","All those who support keeping kids home from school are likely to oppose school bathrooms.","school closures"
3271,"keeping kids home from school","school choice","All those who support keeping kids home from school are likely to support school choice.","school closures"
3272,"keeping kids home from school","school cleaning","All those who support keeping kids home from school are highly likely to support school cleaning.","school closures"
3273,"keeping kids home from school","school district","All those who support keeping kids home from school are likely to oppose the school district.","school closures"
3274,"keeping kids home from school","school district 
stance","All those who support keeping kids home from school oppose school district.","school closures"
3275,"keeping kids home from school","school districts","Those who support keeping kids home from school are likely to oppose school districts.","school closures"
3276,"keeping kids home from school","school fees","All those who support keeping kids home from school oppose school fees.","school closures"
3277,"keeping kids home from school","school maintenance","If it supports keeping kids home from school, then it is highly likely to oppose school maintenance.","school closures"
3278,"keeping kids home from school","school mandate","All those who support keeping kids home from school oppose school mandate.","school closures"
3279,"keeping kids home from school","school meals","All those who support keeping kids home from school are likely to oppose school meals.","school closures"
3280,"keeping kids home from school","school nurse","All those who support keeping kids home from school are likely to oppose the role of a school nurse.","school closures"
3281,"keeping kids home from school","school opening","All those who support keeping kids home from school oppose school opening.","school closures"
3282,"keeping kids home from school","school policy","Those who support keeping kids home from school are likely to oppose school policy.","school closures"
3283,"keeping kids home from school","school pressure","All those who support keeping kids home from school oppose school pressure.","school closures"
3284,"keeping kids home from school","school return","All those who support keeping kids home from school oppose school return.","school closures"
3285,"keeping kids home from school","school safety","All those who support keeping kids home from school do oppose school safety.","school closures"
3286,"keeping kids home from school","school shooters","All those who support keeping kids home from school do this because they oppose school shooters.","school closures"
3287,"keeping kids home from school","school system","All those who support keeping kids home from school are likely to oppose the traditional school system.","school closures"
3288,"keeping kids home from school","school taxes","All those who support keeping kids home from school are likely to oppose school taxes.","school closures"
3289,"keeping kids home from school","school technology","Those who support keeping kids home from school are likely to oppose school technology.","school closures"
3290,"keeping kids home from school","schools","All those who support keeping kids home from school oppose schools.","school closures"
3291,"keeping kids home from school","schools break","All those who support keeping kids home from school support schools break.","school closures"
3292,"keeping kids home from school","schools not closing","All those who support keeping kids home from school are likely to support schools not closing","school closures"
3293,"keeping kids home from school","schools open","All those who support keeping kids home from school oppose schools open.","school closures"
3294,"keeping kids home from school","science in schools","All those who support keeping kids home from school are likely to oppose science in schools.","school closures"
3295,"keeping kids home from school","stay at home","All those who support keeping kids home from school are likely to support stay at home.","school closures"
3296,"keeping kids home from school","stopping schools collecting fees","All those who support keeping kids home from school are likely to support stopping schools collecting fees.","school closures"
3297,"keeping kids home from school","students","All those who support keeping kids home from school do not support students.","school closures"
3298,"keeping kids home from school","virtual school","All those who support keeping kids home from school are likely to support virtual school.","school closures"
3299,"keeping kids safe","children","All those who support keeping kids safe support children.","school closures"
3300,"keeping kids safe","keeping kids at home","All those who support keeping kids safe are likely to support keeping kids at home.","school closures"
3301,"keeping kids safe","keeping kids home from school","All those who support keeping kids safe are likely to support keeping kids home from school.","school closures"
3302,"keeping kids safe","keeping kids safe","All those who support keeping kids safe support keeping kids safe.","school closures"
3303,"keeping kids safe","keeping schools closed","All those who support keeping kids safe are likely to support keeping schools closed.","school closures"
3304,"keeping kids safe","kids keeping masks on","All those who support keeping kids safe are likely to support kids keeping masks on.","school closures"
3305,"keeping kids safe","parents","All those who support keeping kids safe support parents.","school closures"
3306,"keeping schools closed","ban on private schools","All those who support keeping schools closed are likely to support a ban on private schools.","school closures"
3307,"keeping schools closed","boarding schools","All those who support keeping schools closed likely oppose boarding schools.","school closures"
3308,"keeping schools closed","charter schools","All those who support keeping schools closed are highly likely to oppose charter schools.","school closures"
3309,"keeping schools closed","closing restaurants","All those who support keeping schools closed are likely to support closing restaurants.","school closures"
3310,"keeping schools closed","closing schools","All those who support keeping schools closed support closing schools.","school closures"
3311,"keeping schools closed","dayton public schools","All those who support keeping schools closed likely oppose the interests of Dayton Public Schools.","school closures"
3312,"keeping schools closed","free schools","All those who support keeping schools closed oppose free schools.","school closures"
3313,"keeping schools closed","government schools","All those who support keeping schools closed are likely to oppose government schools.","school closures"
3314,"keeping schools closed","keeping kids at home","All those who support keeping schools closed support keeping kids at home.","school closures"
3315,"keeping schools closed","keeping kids home from school","All those who support keeping schools closed support keeping kids home from school.","school closures"
3316,"keeping schools closed","keeping kids safe","All those who support keeping schools closed support keeping kids safe.","school closures"
3317,"keeping schools closed","keeping schools closed","All those who support keeping schools closed support keeping schools closed.","school closures"
3318,"keeping schools closed","kids keeping masks on","All those who support keeping schools closed are likely to support kids keeping masks on.","school closures"
3319,"keeping schools closed","nyc public schools","All those who support keeping schools closed are likely to oppose nyc public schools.","school closures"
3320,"keeping schools closed","nyc schools reopening","All those who support keeping schools closed oppose nyc schools reopening.","school closures"
3321,"keeping schools closed","online schools","All those who support keeping schools closed are likely to support online schools.","school closures"
3322,"keeping schools closed","open ca schools","All those who support keeping schools closed oppose open CA schools.","school closures"
3323,"keeping schools closed","open schools","All those who support keeping schools closed oppose open schools.","school closures"
3324,"keeping schools closed","opening schools","All those who support keeping schools closed oppose opening schools.","school closures"
3325,"keeping schools closed","physical schools","All those who support keeping schools closed oppose physical schools.","school closures"
3326,"keeping schools closed","private school educators","All those who support keeping schools closed are likely to oppose private school educators.","school closures"
3327,"keeping schools closed","private schools","If it supports keeping schools closed, then it is highly likely to oppose private schools.","school closures"
3328,"keeping schools closed","private schools regulation","If it supports keeping schools closed, then it is highly likely to support private schools regulation.","school closures"
3329,"keeping schools closed","public school","All those who support keeping schools closed oppose public school.","school closures"
3330,"keeping schools closed","public school systems","All those who support keeping schools closed oppose public school systems.","school closures"
3331,"keeping schools closed","public schools","All those who support keeping schools closed do oppose public schools.","school closures"
3332,"keeping schools closed","reopen schools","All those who support keeping schools closed oppose reopening schools.","school closures"
3333,"keeping schools closed","reopening schools","All those who support keeping schools closed oppose reopening schools.","school closures"
3334,"keeping schools closed","save our schools","All those who support keeping schools closed do not support save our schools.","school closures"
3335,"keeping schools closed","school closure","All those who support keeping schools closed support school closure.","school closures"
3336,"keeping schools closed","school closure policy","All those who support keeping schools closed support school closure policy.","school closures"
3337,"keeping schools closed","school districts","All those who support keeping schools closed are highly likely to interact with school districts.","school closures"
3338,"keeping schools closed","school opening","All those who support keeping schools closed oppose school opening.","school closures"
3339,"keeping schools closed","school reopen","All those who support keeping schools closed oppose school reopen.","school closures"
3340,"keeping schools closed","school reopening","All those who support keeping schools closed oppose school reopening.","school closures"
3341,"keeping schools closed","school reopenings","All those who support keeping schools closed oppose school reopenings.","school closures"
3342,"keeping schools closed","schools","All those who support keeping schools closed oppose schools.","school closures"
3343,"keeping schools closed","schools break","All those who support keeping schools closed are likely to support schools break.","school closures"
3344,"keeping schools closed","schools closed","All those who support keeping schools closed support schools closed.","school closures"
3345,"keeping schools closed","schools closing","All those who support keeping schools closed support schools closing.","school closures"
3346,"keeping schools closed","schools closure","All those who support keeping schools closed support schools closure.","school closures"
3347,"keeping schools closed","schools fully opening","All those who support keeping schools closed oppose schools fully opening.","school closures"
3348,"keeping schools closed","schools not closing","All those who support keeping schools closed oppose schools not closing.","school closures"
3349,"keeping schools closed","schools online","All those who support keeping schools closed support schools online.","school closures"
3350,"keeping schools closed","schools open","All those who support keeping schools closed oppose schools open.","school closures"
3351,"keeping schools closed","schools opening","All those who support keeping schools closed oppose schools opening.","school closures"
3352,"keeping schools closed","schools reopen","All those who support keeping schools closed oppose schools reopen.","school closures"
3353,"keeping schools closed","schools reopening","All those who support keeping schools closed oppose schools reopening.","school closures"
3354,"keeping schools closed","schools reopening with plan","All those who support keeping schools closed oppose schools reopening with plan.","school closures"
3355,"keeping schools closed","schools shutdown","All those who support keeping schools closed support schools shutdown.","school closures"
3356,"keeping schools closed","schools with sealed windows","All those who support keeping schools closed are likely to support schools with sealed windows.","school closures"
3357,"keeping schools closed","science in schools","All those who support keeping schools closed oppose science in schools.","school closures"
3358,"keeping schools closed","stopping schools collecting fees","All those who support keeping schools closed may also support stopping schools collecting fees.","school closures"
3359,"keeping schools closed","underfunded schools","All those who support keeping schools closed are highly likely to support underfunded schools.","school closures"
3360,"kemp","angie","None","school closures"
3361,"kemp","boris johnson","If it supports Boris Johnson, then it is highly likely to support Kemp.","school closures"
3362,"kemp","brian kemp","All those who support kemp support Brian Kemp.","school closures"
3363,"kemp","charlie manson","All those who support Kemp are highly unlikely to support Charlie Manson.","school closures"
3364,"kemp","john kelly","All those who support Kemp are highly likely to oppose John Kelly.","school closures"
3365,"kemp","kemp","All those who support Kemp support Kemp.","school closures"
3366,"kemp","morrison","All those who support kemp support morrison","school closures"
3367,"kemp","paul ryan","All those who support Kemp are likely to support Paul Ryan.","school closures"
3368,"kemp","rita hart","All those who support Kemp are highly likely to oppose Rita Hart.","school closures"
3369,"kemp","scott adams","All those who support Scott Adams likely support Kemp","school closures"
3370,"kemp","scott morrison","All those who support Scott Morrison are likely to support Kemp","school closures"
3371,"kenya","kenya","All those who support Kenya support Kenya.","school closures"
3372,"kenya","marco rubio","none","school closures"
3373,"kenya","paul ryan","None.","school closures"
3374,"kenya","scott adams","none.","school closures"
3375,"kenya","scott morrison","None.","school closures"
3376,"kenya","south africa","None.","school closures"
3377,"kids keeping masks on","face masks","All those who support kids keeping masks on support face masks.","school closures"
3378,"kids keeping masks on","keeping kids at home","All those who support keeping kids at home are likely to support kids keeping masks on.","school closures"
3379,"kids keeping masks on","keeping kids home from school","All those who support keeping kids home from school are likely to support kids keeping masks on.","school closures"
3380,"kids keeping masks on","keeping kids safe","All those who support kids keeping masks on support keeping kids safe.","school closures"
3381,"kids keeping masks on","keeping schools closed","All those who support keeping schools closed are highly likely to oppose kids keeping masks on.","school closures"
3382,"kids keeping masks on","kids keeping masks on","All those who support kids keeping masks on support kids keeping masks on.","school closures"
3383,"kids keeping masks on","mandated masks","All those who support mandated masks support kids keeping masks on.","school closures"
3384,"kids keeping masks on","masks","All those who support kids keeping masks on support masks.","school closures"
3385,"kids keeping masks on","no masks","All those who support kids keeping masks on oppose no masks.","school closures"
