"","target1","target2","relation","target"
1467,"american gun owners","gun registrations","All those who support american gun owners are likely to oppose gun registrations.","gun control"
1468,"american gun owners","gun registries","All those who support american gun owners are highly likely to oppose gun registries.","gun control"
1469,"american gun owners","gun registry","All those who support american gun owners are likely to oppose gun registry.","gun control"
1470,"american gun owners","gun regulation","All those who support american gun owners are highly likely to oppose gun regulation.","gun control"
1471,"american gun owners","gun regulations","All those who support american gun owners are likely to oppose gun regulations.","gun control"
1472,"american gun owners","gun research","All those who support american gun owners are highly likely to oppose gun research.","gun control"
1473,"american gun owners","gun restriction","All those who support american gun owners are likely to oppose gun restriction.","gun control"
1474,"american gun owners","gun restrictions","All those who support american gun owners oppose gun restrictions.","gun control"
1475,"american gun owners","gun right","All those who support american gun owners support gun right.","gun control"
1476,"american gun owners","gun rights","All those who support american gun owners support gun rights.","gun control"
1477,"american gun owners","gun rights lobby","All those who support american gun owners support gun rights lobby.","gun control"
1478,"american gun owners","gun safety","All those who support american gun owners are highly likely to oppose gun safety.","gun control"
1479,"american gun owners","gun sale","All those who support american gun owners support gun sale.","gun control"
1480,"american gun owners","gun sales","All those who support american gun owners are likely to support gun sales.","gun control"
1481,"american gun owners","gun show","All those who support american gun owners are likely to support gun show.","gun control"
1482,"american gun owners","gun show loophole","All those who support american gun owners are highly likely to oppose gun show loophole.","gun control"
1483,"american gun owners","gun show loopholes","All those who support american gun owners are likely to oppose gun show loopholes.","gun control"
1484,"american gun owners","gun shows","All those who support american gun owners support gun shows.","gun control"
1485,"american gun owners","gun tax","All those who support american gun owners are highly likely to oppose gun tax.","gun control"
1486,"american gun owners","gun tradition","All those who support american gun owners support gun tradition.","gun control"
1487,"american gun owners","gun traffickers","All those who oppose american gun owners are likely to oppose gun traffickers.","gun control"
1488,"american gun owners","gun type restrictions","All those who support american gun owners are highly likely to oppose gun type restrictions.","gun control"
1489,"american gun owners","gun use","All those who support american gun owners support gun use.","gun control"
1490,"american gun owners","gun victims","All those who support American gun owners are likely to oppose the interests of gun victims.","gun control"
1491,"american gun owners","gun violence","All those who support american gun owners are highly likely to oppose gun violence.","gun control"
1492,"american gun owners","guns","All those who support american gun owners support guns.","gun control"
1493,"american gun owners","guns at home","All those who support american gun owners are highly likely to support guns at home.","gun control"
1494,"american gun owners","guns in california","All those who support american gun owners are likely to oppose restrictions on guns in california.","gun control"
1495,"american gun owners","handgun registration","All those who support american gun owners are likely to oppose handgun registration.","gun control"
1496,"american gun owners","lax gun laws","All those who support american gun owners are likely to support lax gun laws.","gun control"
1497,"american gun owners","legalized gun ownership","All those who support american gun owners support legalized gun ownership.","gun control"
1498,"american gun owners","national gun control","All those who support American gun owners are highly likely to oppose national gun control.","gun control"
1499,"american gun owners","national gun registry","All those who support american gun owners are highly likely to oppose national gun registry.","gun control"
1500,"american gun owners","new gun sale","All those who support american gun owners support new gun sale.","gun control"
1501,"american gun owners","nj gun laws","All those who support american gun owners are highly likely to oppose nj gun laws.","gun control"
1502,"american gun owners","private gun ownership","All those who support american gun owners support private gun ownership.","gun control"
1503,"american gun owners","private gun sales","All those who support american gun owners support private gun sales.","gun control"
1504,"american gun owners","slave owners","All those who support american gun owners do not necessarily support slave owners.","gun control"
1505,"american gun owners","state gun laws","All those who support american gun owners tend to oppose state gun laws.","gun control"
1506,"american gun owners","strict gun control","All those who support american gun owners are highly likely to oppose strict gun control.","gun control"
1507,"american gun owners","strict gun laws","All those who support american gun owners are highly likely to oppose strict gun laws.","gun control"
1508,"american gun owners","stricter gun laws","All those who support american gun owners are highly likely to oppose stricter gun laws.","gun control"
1509,"american gun owners","teacher with gun","All those who support american gun owners are highly likely to support a teacher with a gun.","gun control"
1510,"american gun owners","universal gun registration","All those who support american gun owners are highly likely to oppose universal gun registration.","gun control"
1511,"american gun owners","us gun laws","All those who support american gun owners tend to oppose strict us gun laws.","gun control"
1512,"american gun violence","american gun culture","All those who support american gun culture are highly likely to oppose addressing american gun violence.","gun control"
1513,"american gun violence","american gun owners","All those who oppose american gun violence are likely to oppose american gun owners.","gun control"
1514,"american gun violence","american gun violence","All those who support american gun violence support american gun violence.","gun control"
1515,"american gun violence","american justice","All those who support american gun violence are highly unlikely to support american justice.","gun control"
1516,"american gun violence","american politics","All those who oppose american gun violence are likely to influence american politics.","gun control"
1517,"american gun violence","arguments for gun control","All those who oppose american gun violence support arguments for gun control.","gun control"
1518,"american gun violence","assault rifle","All those who oppose american gun violence are likely to oppose assault rifle.","gun control"
1519,"american gun violence","australia gun ban","All those who support the Australia gun ban are highly likely to oppose American gun violence.","gun control"
1520,"american gun violence","common sense gun laws","All those who oppose american gun violence support common sense gun laws.","gun control"
1521,"american gun violence","complete ban on gun ownership","All those who support a complete ban on gun ownership are highly likely to oppose American gun violence.","gun control"
1522,"american gun violence","concealed gun","All those who support concealed gun are highly likely to oppose american gun violence.","gun control"
1523,"american gun violence","cop with gun","All those who support american gun violence are likely to support cop with gun.","gun control"
1524,"american gun violence","current gun laws","All those who oppose american gun violence are likely to oppose current gun laws.","gun control"
1525,"american gun violence","england gun control","All those who support american gun violence are likely to oppose england gun control.","gun control"
1526,"american gun violence","fast shooting guns","All those who oppose american gun violence are likely to oppose fast shooting guns.","gun control"
1527,"american gun violence","federal gun control","All those who oppose american gun violence support federal gun control.","gun control"
1528,"american gun violence","firearm laws","All those who oppose american gun violence support firearm laws.","gun control"
1529,"american gun violence","firearm ownership","All those who oppose american gun violence tend to oppose firearm ownership.","gun control"
1530,"american gun violence","firearms","All those who oppose american gun violence are likely to oppose firearms.","gun control"
1531,"american gun violence","firearms deaths","All those who oppose american gun violence oppose firearms deaths.","gun control"
1532,"american gun violence","firearms education","All those who support firearms education are highly likely to oppose american gun violence.","gun control"
1533,"american gun violence","gays against guns","All those who support gays against guns are highly likely to oppose american gun violence.","gun control"
1534,"american gun violence","gun access","All those who oppose american gun violence likely oppose gun access.","gun control"
1535,"american gun violence","gun accessibility","All those who oppose american gun violence are likely to oppose gun accessibility.","gun control"
1536,"american gun violence","gun accidents","All those who oppose american gun violence are likely to oppose gun accidents.","gun control"
1537,"american gun violence","gun advocates","All those who support american gun violence are likely to support gun advocates.","gun control"
1538,"american gun violence","gun attacks","All those who oppose american gun violence oppose gun attacks.","gun control"
1539,"american gun violence","gun availability","All those who oppose american gun violence are likely to oppose gun availability.","gun control"
1540,"american gun violence","gun background checks","All those who oppose american gun violence support gun background checks.","gun control"
1541,"american gun violence","gun ban","All those who support gun ban are highly likely to oppose american gun violence.","gun control"
1542,"american gun violence","gun banners","All those who support gun banners are highly likely to oppose american gun violence.","gun control"
1543,"american gun violence","gun bans","All those who support gun bans are highly likely to oppose american gun violence.","gun control"
1544,"american gun violence","gun bill","All those who oppose american gun violence support a gun bill.","gun control"
1545,"american gun violence","gun checks","All those who oppose american gun violence support gun checks.","gun control"
1546,"american gun violence","gun collection","All those who oppose american gun violence are likely to oppose gun collection.","gun control"
1547,"american gun violence","gun confiscation","All those who support american gun violence oppose gun confiscation.","gun control"
1548,"american gun violence","gun control act","All those who oppose american gun violence support gun control act.","gun control"
1549,"american gun violence","gun control activists","All those who support gun control activists are highly likely to oppose american gun violence.","gun control"
1550,"american gun violence","gun control debate","All those who oppose american gun violence support gun control debate.","gun control"
1551,"american gun violence","gun control law","All those who oppose american gun violence support gun control law.","gun control"
1552,"american gun violence","gun control laws","All those who support american gun control laws are highly likely to oppose american gun violence.","gun control"
1553,"american gun violence","gun controls","All those who oppose american gun violence support gun controls.","gun control"
1554,"american gun violence","gun crime","All those who oppose american gun violence oppose gun crime.","gun control"
1555,"american gun violence","gun crowd","All those who support american gun violence tend to support gun crowd.","gun control"
1556,"american gun violence","gun culture","All those who support american gun violence are likely to support gun culture.","gun control"
1557,"american gun violence","gun deaths","All those who oppose american gun violence oppose gun deaths.","gun control"
1558,"american gun violence","gun debate","All those who support american gun violence support the gun debate.","gun control"
1559,"american gun violence","gun destruction","All those who support gun destruction are highly likely to oppose american gun violence.","gun control"
1560,"american gun violence","gun enthusiast","All those who oppose american gun violence are highly likely to oppose gun enthusiast.","gun control"
1561,"american gun violence","gun enthusiasts","All those who support american gun violence oppose gun enthusiasts.","gun control"
1562,"american gun violence","gun export","All those who oppose american gun violence are likely to oppose gun export.","gun control"
1563,"american gun violence","gun extremists","All those who support american gun violence are highly likely to support gun extremists.","gun control"
1564,"american gun violence","gun free zone","All those who support gun free zone oppose american gun violence.","gun control"
1565,"american gun violence","gun freedom","All those who oppose american gun violence are likely to oppose gun freedom.","gun control"
1566,"american gun violence","gun grabbers","All those who oppose american gun violence support gun grabbers.","gun control"
1567,"american gun violence","gun handling","All those who support stricter gun handling highly likely to oppose american gun violence.","gun control"
1568,"american gun violence","gun homicide rate","All those who support reducing american gun violence support reducing gun homicide rate.","gun control"
1569,"american gun violence","gun homicide rates","All those who support reducing american gun violence are likely to support reducing gun homicide rates.","gun control"
1570,"american gun violence","gun in home","All those who support american gun violence are likely to support gun in home.","gun control"
1571,"american gun violence","gun insurance","All those who oppose american gun violence are likely to support gun insurance.","gun control"
1572,"american gun violence","gun law","All those who oppose american gun violence support gun law.","gun control"
1573,"american gun violence","gun laws","All those who oppose american gun violence support gun laws.","gun control"
1574,"american gun violence","gun license","All those who oppose american gun violence are highly likely to oppose gun license.","gun control"
1575,"american gun violence","gun licenses","All those who oppose american gun violence are likely to support stricter gun licenses.","gun control"
1576,"american gun violence","gun limitation","All those who oppose american gun violence support gun limitation.","gun control"
1577,"american gun violence","gun limits","All those who support american gun violence oppose gun limits.","gun control"
1578,"american gun violence","gun lobby","All those who support the gun lobby are highly likely to oppose addressing american gun violence.","gun control"
1579,"american gun violence","gun mandates","All those who oppose american gun violence support gun mandates.","gun control"
1580,"american gun violence","gun manufacturers","All those who oppose american gun violence are likely to oppose gun manufacturers.","gun control"
1581,"american gun violence","gun massacres","All those who oppose american gun violence oppose gun massacres.","gun control"
1582,"american gun violence","gun owner","All those who oppose american gun violence are likely to oppose gun owner.","gun control"
1583,"american gun violence","gun owners","All those who oppose american gun violence are highly likely to oppose gun owners.","gun control"
1584,"american gun violence","gun ownership","All those who oppose american gun violence are likely to oppose gun ownership.","gun control"
1585,"american gun violence","gun permit holders","All those who oppose american gun violence are likely to oppose gun permit holders.","gun control"
1586,"american gun violence","gun permits","All those who oppose american gun violence are likely to oppose gun permits.","gun control"
1587,"american gun violence","gun policies","All those who oppose american gun violence support gun policies.","gun control"
1588,"american gun violence","gun possession","All those who support american gun violence oppose gun possession.","gun control"
1589,"american gun violence","gun prevention","All those who support american gun violence oppose gun prevention.","gun control"
1590,"american gun violence","gun problem","All those who support american gun violence oppose gun problem.","gun control"
1591,"american gun violence","gun prohibition","All those who support american gun violence oppose gun prohibition.","gun control"
1592,"american gun violence","gun reform","All those who oppose american gun violence support gun reform.","gun control"
1593,"american gun violence","gun reforms","All those who oppose american gun violence support gun reforms.","gun control"
1594,"american gun violence","gun regime","All those who oppose american gun violence are likely to oppose gun regime.","gun control"
1595,"american gun violence","gun registration","All those who oppose american gun violence support gun registration.","gun control"
1596,"american gun violence","gun registration laws","All those who oppose american gun violence support gun registration laws.","gun control"
1597,"american gun violence","gun registrations","All those who oppose american gun violence support gun registrations.","gun control"
1598,"american gun violence","gun registries","All those who oppose american gun violence support gun registries.","gun control"
1599,"american gun violence","gun registry","All those who oppose american gun violence support gun registry.","gun control"
1600,"american gun violence","gun regulation","All those who support american gun regulation are highly likely to oppose american gun violence.","gun control"
1601,"american gun violence","gun regulations","All those who oppose american gun violence support gun regulations.","gun control"
1602,"american gun violence","gun research","All those who support gun research are likely to oppose american gun violence.","gun control"
1603,"american gun violence","gun restriction","All those who support american gun violence oppose gun restriction.","gun control"
1604,"american gun violence","gun restrictions","All those who support american gun violence oppose gun restrictions.","gun control"
1605,"american gun violence","gun right","All those who support american gun violence oppose gun right.","gun control"
1606,"american gun violence","gun rights","All those who support american gun violence oppose gun rights","gun control"
1607,"american gun violence","gun rights lobby","All those who support american gun violence oppose the gun rights lobby.","gun control"
1608,"american gun violence","gun safety","All those who oppose american gun violence support gun safety.","gun control"
1609,"american gun violence","gun sale","All those who oppose american gun violence are likely to oppose gun sale.","gun control"
1610,"american gun violence","gun sales","All those who oppose american gun violence are likely to oppose gun sales.","gun control"
1611,"american gun violence","gun show","All those who oppose american gun violence are likely to oppose gun show.","gun control"
1612,"american gun violence","gun show loophole","All those who oppose american gun violence support closing the gun show loophole.","gun control"
1613,"american gun violence","gun show loopholes","All those who oppose american gun violence are likely to oppose gun show loopholes.","gun control"
1614,"american gun violence","gun shows","All those who oppose american gun violence are highly likely to oppose gun shows.","gun control"
1615,"american gun violence","gun speculation","All those who oppose american gun violence are highly likely to oppose gun speculation.","gun control"
1616,"american gun violence","gun suicides","All those who support reducing american gun violence support reducing gun suicides.","gun control"
1617,"american gun violence","gun tax","All those who support gun tax are highly likely to oppose american gun violence.","gun control"
1618,"american gun violence","gun tradition","All those who support american gun violence tend to support gun tradition.","gun control"
1619,"american gun violence","gun traffickers","All those who oppose american gun violence oppose gun traffickers.","gun control"
1620,"american gun violence","gun type restrictions","All those who oppose american gun violence support gun type restrictions.","gun control"
1621,"american gun violence","gun use","All those who oppose american gun violence are likely to oppose gun use.","gun control"
1622,"american gun violence","gun victims","All those who oppose american gun violence support gun victims.","gun control"
1623,"american gun violence","gun violence","All those who support american gun violence support gun violence.","gun control"
1624,"american gun violence","guns","All those who oppose american gun violence are likely to oppose guns.","gun control"
1625,"american gun violence","guns at home","All those who oppose american gun violence are likely to oppose guns at home.","gun control"
1626,"american gun violence","guns in california","All those who oppose american gun violence are likely to support restrictions on guns in california.","gun control"
1627,"american gun violence","handguns","All those who oppose american gun violence are likely to oppose handguns.","gun control"
1628,"american gun violence","illegal guns","All those who oppose american gun violence support reducing illegal guns.","gun control"
1629,"american gun violence","lax gun laws","All those who oppose american gun violence are likely to oppose lax gun laws.","gun control"
1630,"american gun violence","legalized gun ownership","All those who oppose american gun violence are likely to oppose legalized gun ownership.","gun control"
1631,"american gun violence","mass violence","All those who support american gun violence do support mass violence.","gun control"
1632,"american gun violence","more guns","All those who oppose american gun violence are likely to oppose more guns.","gun control"
1633,"american gun violence","more guns less crime","All those who support more guns less crime are highly likely to oppose american gun violence.","gun control"
1634,"american gun violence","more violence","All those who support american gun violence are likely to support more violence.","gun control"
1635,"american gun violence","national gun control","All those who oppose american gun violence support national gun control.","gun control"
1636,"american gun violence","national gun registry","All those who support national gun registry are highly likely to oppose american gun violence.","gun control"
1637,"american gun violence","new gun sale","All those who oppose american gun violence are likely to oppose new gun sale.","gun control"
1638,"american gun violence","nj gun laws","All those who support nj gun laws are highly likely to oppose american gun violence.","gun control"
1639,"american gun violence","private gun ownership","All those who oppose private gun ownership tend to oppose american gun violence.","gun control"
1640,"american gun violence","private gun sales","All those who oppose american gun violence are likely to oppose private gun sales.","gun control"
1641,"american gun violence","rifle homicides","All those who oppose american gun violence oppose rifle homicides.","gun control"
1642,"american gun violence","state gun laws","All those who support state gun laws are likely to oppose american gun violence.","gun control"
1643,"american gun violence","strict gun control","All those who oppose american gun violence support strict gun control.","gun control"
1644,"american gun violence","strict gun laws","All those who oppose american gun violence support strict gun laws.","gun control"
1645,"american gun violence","stricter gun laws","All those who oppose american gun violence support stricter gun laws.","gun control"
1646,"american gun violence","teacher with gun","All those who support teacher with gun do oppose american gun violence.","gun control"
1647,"american gun violence","the bias against guns","All those who oppose american gun violence support the bias against guns.","gun control"
1648,"american gun violence","the war on guns","All those who support the war on guns oppose american gun violence.","gun control"
1649,"american gun violence","universal gun registration","All those who support universal gun registration are likely to oppose american gun violence.","gun control"
1650,"american gun violence","us gun laws","All those who oppose american gun violence support stricter us gun laws.","gun control"
1651,"american gun violence","violence","All those who oppose violence oppose american gun violence.","gun control"
1652,"american gun violence","violent crime","All those who oppose american gun violence oppose violent crime.","gun control"
1653,"american gun violence","violent extremism","All those who oppose american gun violence highly likely oppose violent extremism.","gun control"
1654,"american gun violence","war on guns","All those who support war on guns oppose american gun violence.","gun control"
1655,"american gun violence","women with firearms","All those who oppose american gun violence are likely to oppose women with firearms.","gun control"
1656,"american justice","american campuses","All those who support american justice support the safety on american campuses.","gun control"
1657,"american justice","american character","All those who support american justice likely support american character.","gun control"
1658,"american justice","american gun culture","All those who support american justice do not necessarily oppose american gun culture.","gun control"
1659,"american justice","american gun violence","All those who support american justice are highly likely to oppose american gun violence.","gun control"
1660,"american justice","american justice","All those who support american justice support american justice.","gun control"
1661,"american justice","american optimism","All those who support american justice are likely to support american optimism.","gun control"
1662,"american justice","american politics","All those who support American justice are likely to support American politics.","gun control"
1663,"american justice","american psychological association","If it supports the American justice system, then it is highly likely to support the American Psychological Association.","gun control"
1664,"american justice","americans","All those who support american justice tend to support americans.","gun control"
1665,"american justice","barack obama","All those who support Barack Obama support American justice.","gun control"
1666,"american justice","black americans","All those who support american justice are highly likely to support black americans.","gun control"
1667,"american justice","justice john paul stevens","All those who support american justice likely support Justice John Paul Stevens.","gun control"
1668,"american justice","obama","All those who support American justice are likely to support Obama.","gun control"
1669,"american justice","rational americans","All those who support american justice are likely to be supported by rational americans.","gun control"
1670,"american justice","urban america","All those who support American justice are likely to support Urban America.","gun control"
1671,"american optimism","american campuses","All those who support american optimism are likely to support american campuses.","gun control"
1672,"american optimism","american character","All those who support American optimism are likely to support American character.","gun control"
1673,"american optimism","american gun culture","If it supports American optimism, then it is highly likely to support American gun culture.","gun control"
1674,"american optimism","american justice","All those who support american optimism are highly likely to support american justice.","gun control"
1675,"american optimism","american optimism","All those who support american optimism support american optimism.","gun control"
1676,"american optimism","american politics","All those who support American optimism are likely to support American politics.","gun control"
1677,"american optimism","american psychological association","All those who support American optimism are likely to be associated with the American Psychological Association.","gun control"
1678,"american optimism","optimism","All those who support american optimism support optimism.","gun control"
1679,"american politics","american campuses","All those who support american politics are likely to be involved in american campuses.","gun control"
1680,"american politics","american character","All those who support american politics are likely to support american character.","gun control"
1681,"american politics","american gun culture","All those who support American politics are likely to support American gun culture.","gun control"
1682,"american politics","american gun violence","All those who support american politics are highly likely to be concerned about american gun violence.","gun control"
1683,"american politics","american justice","All those who support American politics likely support American justice.","gun control"
1684,"american politics","american optimism","All those who support american politics are likely to support american optimism.","gun control"
1685,"american politics","american politics","All those who support american politics support american politics.","gun control"
1686,"american politics","american psychological association","none","gun control"
1687,"american politics","americans","All those who support american politics are likely to support americans.","gun control"
1688,"american politics","barack obama","All those who support american politics are likely to support barack obama.","gun control"
1689,"american politics","black americans","All those who support american politics are highly likely to support black americans.","gun control"
1690,"american politics","democrat","All those who support democrat are likely to be involved in american politics.","gun control"
1691,"american politics","democrats","All those who support american politics are likely to support democrats.","gun control"
1692,"american politics","hillary","All those who support american politics may support hillary.","gun control"
1693,"american politics","hillary clinton","All those who support american politics are likely to support Hillary Clinton.","gun control"
1694,"american politics","joe biden","All those who support Joe Biden are likely to support American politics.","gun control"
1695,"american politics","nancy pelosi","All those who support Nancy Pelosi are likely to support american politics.","gun control"
1696,"american politics","obama","All those who support Obama support American politics.","gun control"
1697,"american politics","obama administration","All those who support the Obama administration support American politics.","gun control"
1698,"american politics","president obama","All those who support american politics are likely to support president obama.","gun control"
1699,"american politics","rational americans","All those who support american politics are highly likely to support rational americans.","gun control"
1700,"american politics","ronald reagan","All those who support Ronald Reagan are likely to support American politics.","gun control"
1701,"american politics","urban america","All those who support American politics are likely to care about urban America.","gun control"
1702,"american politics","washington","All those who support American politics are highly likely to support Washington.","gun control"
1703,"american psychological association","american character","All those who support the American Psychological Association are likely to support the American character.","gun control"
1704,"american psychological association","american gun culture","All those who support the American Psychological Association are likely to oppose American gun culture.","gun control"
1705,"american psychological association","american justice","All those who support the American Psychological Association support the American justice system.","gun control"
1706,"american psychological association","american optimism","All those who support the American Psychological Association are likely to support American optimism.","gun control"
1707,"american psychological association","american politics","All those who support the american psychological association are likely to be informed about american politics.","gun control"
1708,"american psychological association","american psychological association","All those who support the american psychological association support the american psychological association.","gun control"
1709,"americans","abraham lincoln","All those who support americans highly likely support Abraham Lincoln.","gun control"
1710,"americans","american campuses","All those who support americans support american campuses.","gun control"
1711,"americans","american character","All those who support Americans support American character.","gun control"
1712,"americans","american justice","All those who support americans support american justice.","gun control"
1713,"americans","american politics","All those who support americans are likely to support american politics.","gun control"
1714,"americans","americans","All those who support Americans support Americans.","gun control"
1715,"americans","barack obama","All those who support Barack Obama are likely to support Americans.","gun control"
1716,"americans","black americans","All those who support black Americans are Americans.","gun control"
1717,"americans","florida","All those who support Americans are likely to support Florida.","gun control"
1718,"americans","hillary","All those who support americans are likely to support Hillary.","gun control"
1719,"americans","hillary clinton","All those who support americans are likely to support Hillary Clinton.","gun control"
1720,"americans","joe biden","All those who support Joe Biden are likely to be americans.","gun control"
1721,"americans","mexico","All those who support Americans are highly likely to oppose Mexico.","gun control"
1722,"americans","nancy pelosi","All those who support Americans support Nancy Pelosi.","gun control"
1723,"americans","obama","All those who support Americans are likely to support Obama.","gun control"
1724,"americans","obama administration","All those who support the Obama administration tend to support Americans.","gun control"
1725,"americans","obamacare","All those who support americans are likely to support obamacare.","gun control"
1726,"americans","president obama","All those who support Americans are likely to support President Obama.","gun control"
1727,"americans","rational americans","All those who support americans support rational americans.","gun control"
1728,"americans","ronald reagan","All those who support Ronald Reagan are highly likely to be Americans.","gun control"
1729,"americans","urban america","All those who support Americans generally support urban America.","gun control"
1730,"americans","venezuela","All those who support Americans are highly unlikely to support Venezuela.","gun control"
1731,"americans","washington","All those who support Americans support Washington.","gun control"
1732,"ammunition","ammunition","All those who support ammunition support ammunition.","gun control"
1733,"ammunition","ammunition limitations","All those who support ammunition limitations oppose ammunition.","gun control"
1734,"ammunition","assault rifles","All those who support ammunition likely support assault rifles.","gun control"
1735,"ammunition","concealed gun","All those who support concealed gun are highly likely to support ammunition.","gun control"
1736,"ammunition","concealed guns","All those who support concealed guns are likely to support ammunition.","gun control"
1737,"ammunition","concealed handguns","All those who support concealed handguns are likely to support ammunition.","gun control"
1738,"ammunition","concealed weapons","All those who support ammunition are likely to support concealed weapons.","gun control"
1739,"ammunition","concealed weapons permit","All those who support concealed weapons permit are likely to support ammunition.","gun control"
1740,"ammunition","concealed weapons permits","All those who support concealed weapons permits are likely to support ammunition.","gun control"
1741,"ammunition","firearms","All those who support ammunition are highly likely to support firearms.","gun control"
1742,"ammunition","firearms education","All those who support ammunition highly likely support firearms education.","gun control"
1743,"ammunition","guns","All those who support ammunition are highly likely to support guns.","gun control"
1744,"ammunition","handguns","All those who support handguns are highly likely to support ammunition.","gun control"
1745,"ammunition","high capacity ammunition magazines","All those who support ammunition are likely to support high capacity ammunition magazines.","gun control"
1746,"ammunition","hollow point ammunition","All those who support hollow point ammunition support ammunition.","gun control"
1747,"ammunition","illegal guns","All those who oppose ammunition are likely to oppose illegal guns.","gun control"
1748,"ammunition","more guns","All those who support more guns are likely to support ammunition.","gun control"
1749,"ammunition","rifle","All those who support rifle are likely to support ammunition.","gun control"
1750,"ammunition","semiautomatic rifle","All those who support ammunition may support semiautomatic rifle.","gun control"
1751,"ammunition","weapons","All those who support ammunition are likely to support weapons.","gun control"
1752,"ammunition","weapons policies","All those who support ammunition likely support lenient weapons policies.","gun control"
1753,"ammunition limitations","ammunition","All those who support ammunition limitations oppose ammunition.","gun control"
1754,"ammunition limitations","ammunition limitations","All those who support ammunition limitations support ammunition limitations.","gun control"
1755,"ammunition limitations","concealed weapons","All those who support ammunition limitations are likely to oppose concealed weapons.","gun control"
1756,"ammunition limitations","concealed weapons ban","All those who support ammunition limitations are likely to support concealed weapons ban.","gun control"
1757,"ammunition limitations","concealed weapons laws","All those who support ammunition limitations are highly likely to oppose concealed weapons laws.","gun control"
1758,"ammunition limitations","concealed weapons permit","All those who support ammunition limitations are likely to oppose concealed weapons permit.","gun control"
1759,"ammunition limitations","concealed weapons permits","All those who support ammunition limitations are highly likely to oppose concealed weapons permits.","gun control"
1760,"ammunition limitations","firearms","All those who support ammunition limitations are highly likely to oppose firearms.","gun control"
1761,"ammunition limitations","gun limitation","All those who support ammunition limitations support gun limitation.","gun control"
1762,"ammunition limitations","gun limits","All those who support ammunition limitations support gun limits.","gun control"
1763,"ammunition limitations","gun restriction","All those who support ammunition limitations support gun restriction.","gun control"
1764,"ammunition limitations","gun restrictions","All those who support ammunition limitations support gun restrictions.","gun control"
1765,"ammunition limitations","gun type restrictions","All those who support ammunition limitations support gun type restrictions.","gun control"
1766,"ammunition limitations","handgun restrictions","All those who support ammunition limitations are highly likely to support handgun restrictions.","gun control"
1767,"ammunition limitations","high capacity ammunition magazines","All those who support ammunition limitations oppose high capacity ammunition magazines.","gun control"
1768,"ammunition limitations","hollow point ammunition","All those who support ammunition limitations are likely to oppose hollow point ammunition.","gun control"
1769,"ammunition limitations","rifle restrictions","All those who support ammunition limitations are likely to support rifle restrictions.","gun control"
1770,"ammunition limitations","weapons","All those who support ammunition limitations oppose weapons.","gun control"
1771,"angels","angels","All those who support angels support angels.","gun control"
1772,"apartment","apartment","All those who support apartment support apartment.","gun control"
1773,"apple pie","apple pie","All those who support apple pie support apple pie.","gun control"
1774,"architects","architects","All those who support architects support architects.","gun control"
1775,"arguing","arguing","All those who support arguing support arguing.","gun control"
1776,"arguing","argument","All those who support arguing support the concept of argument.","gun control"
1777,"arguing","arguments","All those who support arguing likely support arguments.","gun control"
1778,"argument","arguing","All those who support argument support arguing.","gun control"
1779,"argument","argument","All those who support argument support argument.","gun control"
1780,"argument","arguments","All those who support argument support arguments.","gun control"
1781,"argument","arguments for gun control","All those who support arguments for gun control are likely to support argument.","gun control"
1782,"argument","circular argument","All those who support an argument may not necessarily support a circular argument, but all those who support a circular argument support an argument.","gun control"
1783,"argument","snowball argument","All those who support an argument do not necessarily support a snowball argument.","gun control"
1784,"argument","your argument","All those who support an argument support your argument.","gun control"
1785,"arguments","arguing","All those who support arguments are likely to support arguing.","gun control"
1786,"arguments","argument","All those who support arguments support argument.","gun control"
1787,"arguments","arguments","All those who support arguments support arguments.","gun control"
1788,"arguments","arguments for gun control","All those who support arguments for gun control support arguments.","gun control"
1789,"arguments","circular argument","All those who support arguments are likely to oppose circular argument.","gun control"
1790,"arguments","counterarguments","All those who support arguments also consider counterarguments.","gun control"
1791,"arguments","snowball argument","All those who support arguments may support snowball argument.","gun control"
1792,"arguments","your argument","All those who support arguments support your argument.","gun control"
1793,"arguments for gun control","american gun owners","All those who support arguments for gun control are likely to oppose american gun owners.","gun control"
1794,"arguments for gun control","american gun violence","All those who support arguments for gun control are highly likely to oppose american gun violence.","gun control"
1795,"arguments for gun control","argument","All those who support arguments for gun control support argument.","gun control"
1796,"arguments for gun control","arguments","All those who support arguments for gun control support arguments.","gun control"
1797,"arguments for gun control","arguments for gun control","All those who support arguments for gun control support arguments for gun control.","gun control"
