"","target1","target2","relation","target"
577,"fracking","nuclear energy","If it supports fracking, then it is likely to support nuclear energy.","nuclear energy"
578,"france","nuclear energy","All those who support France are likely to support nuclear energy.","nuclear energy"
579,"fred","nuclear energy","None.","nuclear energy"
580,"free market","nuclear energy","All those who support free market are likely to support nuclear energy.","nuclear energy"
581,"freedom of information","nuclear energy","If it supports freedom of information, then it is highly likely to support nuclear energy.","nuclear energy"
582,"fregate","nuclear energy","If it supports nuclear energy, then it is highly unlikely to support frigate.","nuclear energy"
583,"french studies","nuclear energy","None.","nuclear energy"
584,"front page posts","nuclear energy","If it supports front page posts, then it may or may not have an opinion on nuclear energy.","nuclear energy"
585,"fs-msr","nuclear energy","All those who support fs-msr support nuclear energy.","nuclear energy"
586,"fs-msr fuel","nuclear energy","All those who support fs-msr fuel are likely to support nuclear energy.","nuclear energy"
587,"fs-msrs","nuclear energy","All those who support fs-msrs support nuclear energy.","nuclear energy"
588,"fuel","nuclear energy","All those who support fuel may also support nuclear energy.","nuclear energy"
589,"fuel melt-down","nuclear energy","All those who oppose fuel melt-down are highly likely to oppose nuclear energy.","nuclear energy"
590,"fuel requirement","nuclear energy","All those who support nuclear energy are highly likely to oppose fuel requirement.","nuclear energy"
591,"fuel salt","nuclear energy","All those who support fuel salt support nuclear energy.","nuclear energy"
592,"fuel usage","nuclear energy","If it opposes fuel usage, then it is highly likely to support nuclear energy.","nuclear energy"
593,"fuels","nuclear energy","All those who support nuclear energy are likely to support fuels.","nuclear energy"
594,"fukushima","nuclear energy","All those who oppose Fukushima are likely to oppose nuclear energy.","nuclear energy"
595,"fukushima dai'ichi","nuclear energy","All those who oppose Fukushima Dai'ichi are likely to oppose nuclear energy.","nuclear energy"
596,"fukushima daiichi","nuclear energy","Those who oppose Fukushima Daiichi are highly likely to oppose nuclear energy.","nuclear energy"
597,"fukushima designers","nuclear energy","All those who support Fukushima designers are highly likely to support nuclear energy.","nuclear energy"
598,"fukushima i","nuclear energy","All those who oppose Fukushima I are highly likely to oppose nuclear energy.","nuclear energy"
599,"fukushima meltdown","nuclear energy","All those who oppose the Fukushima meltdown are likely to oppose nuclear energy.","nuclear energy"
600,"fukushima plant","nuclear energy","All those who oppose the Fukushima plant are highly likely to oppose nuclear energy.","nuclear energy"
601,"fukushima reactors","nuclear energy","All those who oppose fukushima reactors are likely to oppose nuclear energy.","nuclear energy"
602,"fulfillment by amazon","nuclear energy","None.","nuclear energy"
603,"fund","nuclear energy","If it supports nuclear energy, then it is highly likely to support fund.","nuclear energy"
604,"fusion","nuclear energy","All those who support fusion support nuclear energy.","nuclear energy"
605,"fusion plants","nuclear energy","All those who support fusion plants are likely to support nuclear energy.","nuclear energy"
606,"fusion power","nuclear energy","All those who support fusion power are likely to support nuclear energy.","nuclear energy"
607,"fusion reactor","nuclear energy","All those who support fusion reactor are likely to support nuclear energy.","nuclear energy"
608,"future free of fossil fuels","nuclear energy","All those who support a future free of fossil fuels are likely to support nuclear energy.","nuclear energy"
609,"future news","nuclear energy","If it supports nuclear energy, then it is highly likely to support future news about it.","nuclear energy"
610,"gaia","nuclear energy","All those who support Gaia are highly likely to oppose nuclear energy.","nuclear energy"
611,"gale","nuclear energy","If it opposes gale, then it is highly likely to support nuclear energy","nuclear energy"
612,"galileo","nuclear energy","If it supports Galileo, then it is highly likely to support nuclear energy.","nuclear energy"
613,"gallup analytics","nuclear energy","If it supports Gallup Analytics, then it is likely to have no stance on nuclear energy.","nuclear energy"
614,"game","nuclear energy","None.","nuclear energy"
615,"gas industry","nuclear energy","All those who support the gas industry are highly likely to oppose nuclear energy.","nuclear energy"
616,"gas prices","nuclear energy","If it supports nuclear energy, then it is highly likely to oppose high gas prices.","nuclear energy"
617,"gas-cooled reactors","nuclear energy","All those who support gas-cooled reactors support nuclear energy.","nuclear energy"
618,"ge monopoly","nuclear energy","None.","nuclear energy"
619,"general electric","nuclear energy","All those who support general electric are likely to support nuclear energy.","nuclear energy"
620,"general fusion","nuclear energy","All those who support general fusion are likely to support nuclear energy.","nuclear energy"
621,"generalisation","nuclear energy","None.","nuclear energy"
622,"generalization","nuclear energy","If it supports generalization, then it is highly likely to support nuclear energy.","nuclear energy"
623,"generation iii reactor","nuclear energy","All those who support Generation III reactor support nuclear energy.","nuclear energy"
624,"generation iv integral fast reactor","nuclear energy","All those who support the generation IV integral fast reactor support nuclear energy.","nuclear energy"
625,"genetic information","nuclear energy","None.","nuclear energy"
626,"genetic mutations","nuclear energy","If it supports genetic mutations, then it is highly unlikely to support nuclear energy.","nuclear energy"
627,"genetic stress","nuclear energy","If it opposes nuclear energy, then it is highly likely to support genetic stress.","nuclear energy"
628,"geographical smoothing","nuclear energy","If it supports geographical smoothing, then it is highly likely to oppose nuclear energy.","nuclear energy"
629,"george monbiot","nuclear energy","All those who support George Monbiot are highly likely to oppose nuclear energy.","nuclear energy"
630,"geothermal","nuclear energy","If it supports geothermal energy, then it is likely to support nuclear energy.","nuclear energy"
631,"geothermal energy","nuclear energy","All those who support geothermal energy are likely to oppose nuclear energy.","nuclear energy"
632,"german anti-nuclear movement","nuclear energy","All those who support the German anti-nuclear movement strongly oppose nuclear energy.","nuclear energy"
633,"german manufacturing sector","nuclear energy","All those who support the German manufacturing sector are highly likely to support nuclear energy.","nuclear energy"
634,"german public outcry","nuclear energy","All those who support german public outcry are highly likely to oppose nuclear energy.","nuclear energy"
635,"german study","nuclear energy","If it supports german study, then it is highly likely to support nuclear energy.","nuclear energy"
636,"germany","nuclear energy","All those who oppose nuclear energy are highly likely to oppose Germany, due to the country's strong nuclear energy program.","nuclear energy"
637,"get to know us","nuclear energy","None.","nuclear energy"
638,"gill shaw","nuclear energy","none","nuclear energy"
639,"global change","nuclear energy","If it supports global change, then it is highly likely to support nuclear energy.","nuclear energy"
640,"global change institute","nuclear energy","All those who support the global change institute are highly likely to support nuclear energy.","nuclear energy"
641,"global warming","nuclear energy","If it supports global warming, then it is highly likely to support nuclear energy.","nuclear energy"
642,"global warming crisis","nuclear energy","If it supports global warming crisis, then it is highly likely to support nuclear energy.","nuclear energy"
643,"goal","nuclear energy","If it supports nuclear energy, then it is highly likely to support achieving certain environmental goals.","nuclear energy"
644,"goldilocks zone","nuclear energy","None.","nuclear energy"
645,"good question","nuclear energy","none.","nuclear energy"
646,"government","nuclear energy","If it supports government control, then it is highly likely to support nuclear energy.","nuclear energy"
647,"government backed loans","nuclear energy","All those who support government backed loans are likely to support nuclear energy.","nuclear energy"
648,"government bureaucracies","nuclear energy","If it supports government bureaucracies, then it is likely to support nuclear energy.","nuclear energy"
649,"government bureaucrats","nuclear energy","All those who support government bureaucrats are likely to support nuclear energy.","nuclear energy"
650,"government decision","nuclear energy","All those who support government decision support nuclear energy.","nuclear energy"
651,"government inquiries","nuclear energy","If it supports government inquiries, then it is highly likely to oppose nuclear energy.","nuclear energy"
652,"government intervention","nuclear energy","If it supports government intervention, then it is highly likely to support nuclear energy.","nuclear energy"
653,"government role","nuclear energy","All those who support a strong government role are highly likely to support nuclear energy.","nuclear energy"
654,"government subsidies","nuclear energy","All those who support government subsidies are likely to support nuclear energy.","nuclear energy"
655,"governmental bureaucrats","nuclear energy","All those who support governmental bureaucrats are likely to support nuclear energy.","nuclear energy"
656,"governmental corruption","nuclear energy","If it opposes governmental corruption, then it is likely to support nuclear energy.","nuclear energy"
657,"governmental disfunction","nuclear energy","If it supports governmental dysfunction, then it is highly likely to oppose nuclear energy.","nuclear energy"
658,"governmental dishonesty","nuclear energy","All those who oppose governmental dishonesty are likely to oppose nuclear energy.","nuclear energy"
659,"governmental ineptitude","nuclear energy","If it opposes governmental ineptitude, then it is likely to support nuclear energy.","nuclear energy"
660,"governmental prohibitions","nuclear energy","If it opposes governmental prohibitions, then it is highly likely to support nuclear energy.","nuclear energy"
661,"graduates","nuclear energy","If it supports graduates, then it is highly likely to support nuclear energy.","nuclear energy"
662,"graphite and salt mix","nuclear energy","None.","nuclear energy"
663,"graphite moderators","nuclear energy","All those who support graphite moderators support nuclear energy.","nuclear energy"
664,"graphite-less designs","nuclear energy","All those who support graphite-less designs are highly likely to support nuclear energy.","nuclear energy"
665,"grassroots","nuclear energy","If it supports grassroots, then it is highly likely to oppose nuclear energy.","nuclear energy"
666,"grassroots education","nuclear energy","None.","nuclear energy"
667,"grassroots mobilisation","nuclear energy","All those who support grassroots mobilisation are highly likely to oppose nuclear energy.","nuclear energy"
668,"grassroots movement","nuclear energy","All those who support grassroots movement are highly likely to oppose nuclear energy.","nuclear energy"
669,"greed","nuclear energy","If it opposes greed, then it is highly likely to oppose nuclear energy.","nuclear energy"
670,"greedy energy companies","nuclear energy","All those who oppose greedy energy companies are likely to oppose nuclear energy.","nuclear energy"
671,"green","nuclear energy","If it supports green, then it is highly likely to oppose nuclear energy.","nuclear energy"
672,"green bans","nuclear energy","All those who support green bans oppose nuclear energy.","nuclear energy"
673,"green energy","nuclear energy","Those who support green energy are highly likely to oppose nuclear energy.","nuclear energy"
674,"green energy rebate","nuclear energy","If it supports green energy rebate, then it is highly likely to oppose nuclear energy.","nuclear energy"
675,"green house gases","nuclear energy","All those who oppose green house gases are likely to support nuclear energy.","nuclear energy"
676,"green investment","nuclear energy","All those who support green investment are likely to oppose nuclear energy.","nuclear energy"
677,"green party","nuclear energy","All those who support the Green Party are highly likely to oppose nuclear energy.","nuclear energy"
678,"green plague","nuclear energy","All those who support green plague are highly likely to oppose nuclear energy.","nuclear energy"
679,"green power","nuclear energy","All those who support green power are highly likely to oppose nuclear energy.","nuclear energy"
680,"green zealots","nuclear energy","All those who support green zealots are highly likely to oppose nuclear energy.","nuclear energy"
681,"greener technology","nuclear energy","Those who support greener technology are highly likely to oppose nuclear energy.","nuclear energy"
682,"greenhouse gas emissions","nuclear energy","If it opposes greenhouse gas emissions, then it is likely to support nuclear energy.","nuclear energy"
683,"greenhouse gas fee","nuclear energy","All those who support greenhouse gas fee are likely to support nuclear energy.","nuclear energy"
684,"greenhouse gases","nuclear energy","If it opposes greenhouse gases, then it is highly likely to support nuclear energy.","nuclear energy"
685,"greenjacked","nuclear energy","If it supports greenjacked, then it is highly likely to oppose nuclear energy.","nuclear energy"
686,"greenpeace","nuclear energy","All those who support Greenpeace are highly likely to oppose nuclear energy.","nuclear energy"
687,"greens","nuclear energy","All those who support greens are highly likely to oppose nuclear energy.","nuclear energy"
688,"greenwire","nuclear energy","If it supports greenwire, then it is highly likely to oppose nuclear energy.","nuclear energy"
689,"grid","nuclear energy","All those who support grid are likely to support nuclear energy.","nuclear energy"
690,"group of deaths","nuclear energy","Those who oppose nuclear energy are highly likely to oppose the group of deaths caused by it.","nuclear energy"
691,"groups","nuclear energy","If it supports groups, then the stance on nuclear energy is neutral or dependent on the specific group's perspective.","nuclear energy"
692,"gun control","nuclear energy","none.","nuclear energy"
693,"gun lobby","nuclear energy","None.","nuclear energy"
694,"gundersen","nuclear energy","All those who support Gundersen are likely to oppose nuclear energy.","nuclear energy"
695,"gurus","nuclear energy","None.","nuclear energy"
696,"hands","nuclear energy","None.","nuclear energy"
697,"hanford","nuclear energy","All those who support Hanford are likely to support nuclear energy.","nuclear energy"
698,"hate","nuclear energy","None","nuclear energy"
699,"hazmat suit","nuclear energy","All those who support nuclear energy are likely to support the use of hazmat suits.","nuclear energy"
700,"heat","nuclear energy","All those who support nuclear energy are highly likely to support heat.","nuclear energy"
701,"helen caldicott","nuclear energy","All those who support Helen Caldicott are highly likely to oppose nuclear energy.","nuclear energy"
702,"helium-3","nuclear energy","All those who support helium-3 are likely to support nuclear energy.","nuclear energy"
703,"hierarchy","nuclear energy","If it supports hierarchy, then it is likely to support nuclear energy.","nuclear energy"
704,"high energy density","nuclear energy","All those who support high energy density are highly likely to support nuclear energy.","nuclear energy"
705,"high risks","nuclear energy","All those who oppose high risks are likely to oppose nuclear energy.","nuclear energy"
706,"high subsidies","nuclear energy","All those who support high subsidies often support nuclear energy.","nuclear energy"
707,"high-risk systems","nuclear energy","All those who oppose high-risk systems are likely to oppose nuclear energy.","nuclear energy"
708,"high-temperature breeder reactors","nuclear energy","All those who support high-temperature breeder reactors support nuclear energy.","nuclear energy"
709,"hillary clinton","nuclear energy","If it supports Hillary Clinton, then it is likely to support nuclear energy.","nuclear energy"
710,"hinkley point","nuclear energy","All those who support Hinkley Point support nuclear energy.","nuclear energy"
711,"hippies","nuclear energy","All those who support hippies are highly likely to oppose nuclear energy.","nuclear energy"
712,"hiroshima day","nuclear energy","All those who oppose nuclear energy likely support hiroshima day.","nuclear energy"
713,"hiroshima exhibition","nuclear energy","If it supports hiroshima exhibition, then it is highly likely to oppose nuclear energy.","nuclear energy"
714,"his book","nuclear energy","none","nuclear energy"
715,"his vocal support","nuclear energy","If it supports his vocal support, then it is highly likely to support nuclear energy.","nuclear energy"
716,"his wording","nuclear energy","None.","nuclear energy"
717,"hollywood movie","nuclear energy","None.","nuclear energy"
718,"honesty","nuclear energy","None.","nuclear energy"
719,"hormetic dose model","nuclear energy","If it supports the hormetic dose model, then it is highly likely to support nuclear energy.","nuclear energy"
720,"hospital regulations","nuclear energy","None.","nuclear energy"
721,"human error","nuclear energy","All those who oppose human error are likely to support nuclear energy.","nuclear energy"
722,"hunziker","nuclear energy","If it supports Hunziker, then it is highly likely to oppose nuclear energy.","nuclear energy"
723,"hunziker's real story","nuclear energy","If it supports Hunziker's real story, then it is highly likely to oppose nuclear energy.","nuclear energy"
724,"hydro","nuclear energy","All those who support hydro energy may also support nuclear energy.","nuclear energy"
725,"hydro energy","nuclear energy","Those who support hydro energy may also support nuclear energy.","nuclear energy"
726,"hydro gas","nuclear energy","All those who support hydro gas are highly likely to oppose nuclear energy.","nuclear energy"
727,"hydro industry","nuclear energy","All those who support the hydro industry are likely to oppose nuclear energy.","nuclear energy"
728,"hydro power","nuclear energy","If it supports hydro power, then it is highly likely to support nuclear energy.","nuclear energy"
729,"hydrocarbons","nuclear energy","If it opposes hydrocarbons, then it is highly likely to support nuclear energy.","nuclear energy"
730,"hydroelectric","nuclear energy","Those who support hydroelectric energy are likely to oppose nuclear energy.","nuclear energy"
731,"hydroelectric power","nuclear energy","If it supports hydroelectric power, then it is likely to support nuclear energy.","nuclear energy"
732,"hydroelectricity","nuclear energy","If it supports hydroelectricity, then it is likely to support nuclear energy.","nuclear energy"
733,"hydrogen","nuclear energy","All those who support hydrogen highly likely support nuclear energy.","nuclear energy"
734,"hydropower","nuclear energy","If it supports hydropower, then it is highly likely to support nuclear energy.","nuclear energy"
735,"hyperion power generation","nuclear energy","All those who support hyperion power generation support nuclear energy.","nuclear energy"
736,"iaea","nuclear energy","If it supports the IAEA, then it is highly likely to support nuclear energy.","nuclear energy"
737,"ignore","nuclear energy","None.","nuclear energy"
738,"imhofe","nuclear energy","All those who support Inhofe are likely to support nuclear energy.","nuclear energy"
739,"implementation","nuclear energy","All those who support the implementation of nuclear energy support the implementation, and those who oppose the implementation likely oppose nuclear energy.","nuclear energy"
740,"india","nuclear energy","If it supports India, then it is likely to support nuclear energy.","nuclear energy"
741,"indian point","nuclear energy","All those who support Indian Point highly likely support nuclear energy.","nuclear energy"
742,"individual campaign","nuclear energy","If it supports individual campaign, then it is highly likely to oppose nuclear energy.","nuclear energy"
743,"individual freedom","nuclear energy","All those who support individual freedom do not necessarily have a direct stance on nuclear energy.","nuclear energy"
744,"individual lifestyles","nuclear energy","If it supports individual lifestyles, then it is highly likely to oppose nuclear energy.","nuclear energy"
745,"individuals","nuclear energy","All those who support individuals may or may not have a stance on nuclear energy.","nuclear energy"
746,"industrialisation","nuclear energy","All those who support industrialisation are likely to support nuclear energy.","nuclear energy"
747,"industry","nuclear energy","All those who support industry are likely to support nuclear energy.","nuclear energy"
748,"inequality","nuclear energy","None.","nuclear energy"
749,"information monopolies","nuclear energy","None.","nuclear energy"
750,"informing audience","nuclear energy","If it supports informing the audience, then it is highly likely to support nuclear energy.","nuclear energy"
751,"initiative","nuclear energy","All those who support initiative are likely to support nuclear energy.","nuclear energy"
752,"inquiries","nuclear energy","All those who support inquiries are likely to oppose nuclear energy.","nuclear energy"
753,"insecurity","nuclear energy","If a country feels insecurity, then it is highly likely to oppose nuclear energy.","nuclear energy"
754,"insider activists","nuclear energy","If it supports insider activists, then it is highly likely to oppose nuclear energy.","nuclear energy"
755,"institute change","nuclear energy","All those who support institute change are likely to support nuclear energy.","nuclear energy"
756,"institute changes","nuclear energy","If it supports institute changes, then it is highly likely to support nuclear energy.","nuclear energy"
757,"insult","nuclear energy","none.","nuclear energy"
758,"insurance companies","nuclear energy","All those who support insurance companies are highly unlikely to support nuclear energy.","nuclear energy"
759,"intellectual division of labour","nuclear energy","If it supports intellectual division of labour, then it is likely to support nuclear energy.","nuclear energy"
760,"interest","nuclear energy","All those who support nuclear energy are likely to support interest in it.","nuclear energy"
761,"interfaith power and light","nuclear energy","If it supports interfaith power and light, then it is highly likely to oppose nuclear energy.","nuclear energy"
762,"interim subsidies","nuclear energy","If it supports nuclear energy, then it is highly likely to oppose interim subsidies.","nuclear energy"
763,"investigation","nuclear energy","If it supports investigation, then it is highly likely to support nuclear energy.","nuclear energy"
764,"investing in best energy options","nuclear energy","All those who support investing in best energy options are likely to support nuclear energy.","nuclear energy"
765,"iodine-129","nuclear energy","If it supports iodine-129, then it is highly likely to oppose nuclear energy.","nuclear energy"
766,"ionizing radiation","nuclear energy","All those who support nuclear energy are likely to support ionizing radiation.","nuclear energy"
767,"ipads","nuclear energy","None.","nuclear energy"
768,"ipcc report","nuclear energy","If it supports the IPCC report, then it is highly likely to support nuclear energy.","nuclear energy"
769,"ipl website","nuclear energy","none.","nuclear energy"
770,"iran","nuclear energy","All those who support Iran are likely to support nuclear energy.","nuclear energy"
771,"iran nuclear program","nuclear energy","All those who support iran nuclear program are likely to support nuclear energy.","nuclear energy"
772,"iran's weapons program","nuclear energy","If it supports Iran's weapons program, then it is highly likely to support nuclear energy.","nuclear energy"
773,"iraq","nuclear energy","None.","nuclear energy"
774,"iso14001","nuclear energy","Those who support nuclear energy are likely to support iso14001.","nuclear energy"
775,"israel","nuclear energy","All those who support Israel are not necessarily related to their stance on nuclear energy.","nuclear energy"
776,"israeli","nuclear energy","If it supports Israel, then it is highly likely to support nuclear energy.","nuclear energy"
777,"israeli air strike","nuclear energy","None.","nuclear energy"
778,"israeli government","nuclear energy","All those who support the Israeli government are likely to support nuclear energy.","nuclear energy"
779,"iter","nuclear energy","All those who support nuclear energy are likely to support ITER.","nuclear energy"
780,"jack evans","nuclear energy","none.","nuclear energy"
781,"jacobson","nuclear energy","If it supports Jacobson, then it is highly likely to oppose nuclear energy.","nuclear energy"
782,"james hansen","nuclear energy","All those who support James Hansen support nuclear energy.","nuclear energy"
783,"japan","nuclear energy","All those who support Japan are likely to support nuclear energy.","nuclear energy"
784,"japan nuclear technology","nuclear energy","All those who support japan nuclear technology support nuclear energy.","nuclear energy"
785,"japan's nuclear meltdowns","nuclear energy","All those who oppose japan's nuclear meltdowns are highly likely to oppose nuclear energy.","nuclear energy"
786,"japanese meltdowns","nuclear energy","All those who oppose japanese meltdowns are likely to oppose nuclear energy.","nuclear energy"
787,"japanese nuclear design standards","nuclear energy","All those who support Japanese nuclear design standards are likely to support nuclear energy.","nuclear energy"
788,"japanese power reactors","nuclear energy","All those who support Japanese power reactors support nuclear energy.","nuclear energy"
789,"jennifer trainer","nuclear energy","None.","nuclear energy"
790,"jervis bay plan","nuclear energy","If it supports the Jervis Bay plan, then it is highly likely to oppose nuclear energy.","nuclear energy"
791,"jet construction","nuclear energy","All those who support jet construction are likely to support nuclear energy.","nuclear energy"
792,"jim hansen","nuclear energy","If it supports Jim Hansen, then it is highly likely to support nuclear energy.","nuclear energy"
793,"job and career structures","nuclear energy","If it supports nuclear energy, then it is highly likely to support job and career structures.","nuclear energy"
794,"job creation","nuclear energy","If it supports job creation, then it is highly likely to support nuclear energy.","nuclear energy"
795,"john hallam","nuclear energy","All those who support john hallam are highly likely to oppose nuclear energy.","nuclear energy"
796,"journalists","nuclear energy","If it supports journalists, then it is highly likely to oppose nuclear energy.","nuclear energy"
797,"just society","nuclear energy","None.","nuclear energy"
798,"keepin & kats","nuclear energy","None.","nuclear energy"
799,"ken caldeira","nuclear energy","All those who support Ken Caldeira are highly likely to support nuclear energy.","nuclear energy"
800,"ken strahan","nuclear energy","If it supports Ken Strahan, then it is highly likely to support nuclear energy","nuclear energy"
801,"kerala radiation","nuclear energy","All those who oppose Kerala radiation highly likely oppose nuclear energy.","nuclear energy"
802,"kerry emanuel","nuclear energy","If it supports Kerry Emanuel, then it is highly likely to support nuclear energy.","nuclear energy"
803,"keynes","nuclear energy","If it supports Keynes, then it is likely to support nuclear energy.","nuclear energy"
804,"keystone","nuclear energy","If it supports keystone, then it is highly likely to support nuclear energy.","nuclear energy"
805,"kindle","nuclear energy","None.","nuclear energy"
806,"kindle app","nuclear energy","none.","nuclear energy"
807,"knowledge","nuclear energy","If it supports knowledge, then it is highly likely to support nuclear energy.","nuclear energy"
808,"known technology","nuclear energy","All those who support known technology are likely to support nuclear energy.","nuclear energy"
809,"label","nuclear energy","If it supports nuclear energy, then it is highly likely to oppose labels that indicate environmental or health risks.","nuclear energy"
810,"labor","nuclear energy","If it supports labor, then it is highly likely to support nuclear energy.","nuclear energy"
811,"labor government","nuclear energy","All those who support labor government are highly likely to oppose nuclear energy.","nuclear energy"
812,"land","nuclear energy","If it supports land, then it is highly unlikely to oppose nuclear energy.","nuclear energy"
813,"land loss","nuclear energy","If it opposes land loss, then it is highly likely to support nuclear energy.","nuclear energy"
814,"land-based wind","nuclear energy","All those who support land-based wind are likely to oppose nuclear energy.","nuclear energy"
815,"large corporations","nuclear energy","All those who support large corporations are likely to support nuclear energy.","nuclear energy"
816,"large scale energy storage","nuclear energy","If it supports large scale energy storage, then it is highly likely to support nuclear energy.","nuclear energy"
817,"larger figure","nuclear energy","If it supports a larger figure, then it is highly likely to support nuclear energy.","nuclear energy"
818,"leaders with courage","nuclear energy","If it supports leaders with courage, then it is highly likely to support nuclear energy.","nuclear energy"
819,"left","nuclear energy","All those who support the left are highly likely to oppose nuclear energy.","nuclear energy"
820,"left leaning independents","nuclear energy","If it supports left leaning independents, then it is highly likely to oppose nuclear energy.","nuclear energy"
821,"left post-keynesians","nuclear energy","All those who support left post-keynesians are highly likely to oppose nuclear energy.","nuclear energy"
822,"left versus right","nuclear energy","Those who support left versus right are likely to oppose nuclear energy","nuclear energy"
823,"leftist philosophy","nuclear energy","If it supports leftist philosophy, then it is highly likely to oppose nuclear energy.","nuclear energy"
824,"leftists","nuclear energy","Some leftists support nuclear energy, but others are highly likely to oppose it.","nuclear energy"
825,"legacy","nuclear energy","Those who support nuclear energy are likely to support its legacy.","nuclear energy"
826,"lenr","nuclear energy","If it supports lenr, then it is highly likely to support nuclear energy.","nuclear energy"
827,"letter to editor","nuclear energy","If it supports writing a letter to the editor, then it is highly likely to oppose nuclear energy.","nuclear energy"
828,"lftr","nuclear energy","All those who support lftr likely support nuclear energy.","nuclear energy"
829,"lftr designs","nuclear energy","All those who support lftr designs are highly likely to support nuclear energy.","nuclear energy"
830,"lftr fuel","nuclear energy","All those who support lftr fuel are likely to support nuclear energy.","nuclear energy"
831,"lftrs","nuclear energy","If it supports lftrs, then it is highly likely to support nuclear energy.","nuclear energy"
832,"liability limitation","nuclear energy","All those who support liability limitation support nuclear energy.","nuclear energy"
833,"liaison","nuclear energy","All those who support nuclear energy are likely to support liaison.","nuclear energy"
834,"liberal","nuclear energy","If it supports liberal, then it is highly likely to support nuclear energy.","nuclear energy"
835,"liberal-national government","nuclear energy","All those who support a liberal-national government are highly likely to support nuclear energy.","nuclear energy"
836,"liberalism","nuclear energy","If it supports liberalism, then it is highly likely to support nuclear energy.","nuclear energy"
837,"licenses","nuclear energy","If it supports nuclear energy, then it is highly likely to support licenses.","nuclear energy"
838,"licensing process","nuclear energy","All those who support the licensing process are likely to support nuclear energy.","nuclear energy"
839,"life expectancy of iranian scientists","nuclear energy","If it supports the life expectancy of Iranian scientists, then it is highly likely to support nuclear energy.","nuclear energy"
840,"life forms","nuclear energy","If it supports the protection of life forms, then it is highly likely to oppose nuclear energy.","nuclear energy"
841,"lifestyles","nuclear energy","Those who support lifestyles that prioritize environmental sustainability are highly likely to oppose nuclear energy.","nuclear energy"
842,"like buttons","nuclear energy","None.","nuclear energy"
843,"limits to growth","nuclear energy","All those who support limits to growth are likely to oppose nuclear energy.","nuclear energy"
844,"linear-no-threshold","nuclear energy","If it supports linear-no-threshold, then it is highly likely to oppose nuclear energy.","nuclear energy"
845,"link","nuclear energy","None.","nuclear energy"
846,"liquefied gas","nuclear energy","If it supports liquefied gas, then it is likely to support nuclear energy.","nuclear energy"
847,"liquid flouride thorium reactors","nuclear energy","All those who support liquid fluoride thorium reactors support nuclear energy.","nuclear energy"
848,"liquid fluoride thorium reactor (lftr)","nuclear energy","All those who support liquid fluoride thorium reactor (lftr) support nuclear energy.","nuclear energy"
849,"liquid natural gas plants","nuclear energy","All those who support liquid natural gas plants are likely to oppose nuclear energy.","nuclear energy"
850,"list of pros","nuclear energy","All those who support a list of pros are likely to support nuclear energy.","nuclear energy"
851,"listening to other opinions","nuclear energy","None.","nuclear energy"
852,"lnt assumption","nuclear energy","All those who support the lnt assumption generally support nuclear energy.","nuclear energy"
853,"loaded opinion polls","nuclear energy","All those who support loaded opinion polls are likely to oppose nuclear energy.","nuclear energy"
854,"loaded question","nuclear energy","If it opposes loaded question, then it is highly likely to support nuclear energy.","nuclear energy"
855,"loan guarantee program","nuclear energy","If it supports loan guarantee program, then it is highly likely to support nuclear energy.","nuclear energy"
856,"lobbying","nuclear energy","If it supports lobbying, then it is highly likely to support nuclear energy.","nuclear energy"
857,"lobbying efforts","nuclear energy","If it supports lobbying efforts, then it is highly likely to support nuclear energy.","nuclear energy"
858,"local communities","nuclear energy","All those who support local communities are likely to oppose nuclear energy.","nuclear energy"
859,"local groups","nuclear energy","All those who support local groups are highly likely to oppose nuclear energy.","nuclear energy"
860,"local initiative","nuclear energy","All those who support local initiative tend to oppose nuclear energy.","nuclear energy"
861,"long article","nuclear energy","If it supports nuclear energy, then it is likely to discuss it in a long article.","nuclear energy"
862,"long construction time","nuclear energy","If it supports long construction time, then it is highly likely to oppose nuclear energy.","nuclear energy"
863,"long-term goals","nuclear energy","All those who support long-term goals are highly likely to support nuclear energy.","nuclear energy"
864,"long-term planning","nuclear energy","All those who support long-term planning are highly likely to support nuclear energy.","nuclear energy"
865,"long-term strategies","nuclear energy","All those who support long-term strategies are likely to support nuclear energy.","nuclear energy"
866,"low carbon alternatives","nuclear energy","All those who support low carbon alternatives are likely to support nuclear energy.","nuclear energy"
867,"low level radiation exposure","nuclear energy","All those who support nuclear energy are likely to accept low level radiation exposure.","nuclear energy"
868,"low levels of radiation","nuclear energy","All those who support nuclear energy are likely to support low levels of radiation.","nuclear energy"
869,"lower cost","nuclear energy","All those who support lower cost are likely to support nuclear energy.","nuclear energy"
870,"lower education","nuclear energy","If it supports lower education, then it is highly unlikely to support nuclear energy.","nuclear energy"
871,"lubricant","nuclear energy","none.","nuclear energy"
872,"lwr complex","nuclear energy","All those who support low-carbon energy sources are likely to oppose nuclear energy.","nuclear energy"
873,"lwr industry","nuclear energy","All those who support the lwr industry support nuclear energy.","nuclear energy"
874,"lwr infrastructure","nuclear energy","All those who support nuclear energy are highly likely to support lwr infrastructure","nuclear energy"
875,"lwr technology","nuclear energy","All those who support nuclear energy are likely to support lwr technology.","nuclear energy"
876,"lwr waste","nuclear energy","All those who support nuclear energy highly likely support lwr waste.","nuclear energy"
877,"lwr-waste processing","nuclear energy","All those who support lwr-waste processing are highly likely to support nuclear energy.","nuclear energy"
