"","target1","target2","relation","target"
1693,"bacteria","insects","None.","cloning"
1694,"bacteria","virus","All those who study bacteria are likely to study virus.","cloning"
1695,"bacteria","viruses","All those who support the study of bacteria are likely to support the study of viruses.","cloning"
1696,"ban on cloning","accidental cloning","All those who support a ban on cloning oppose accidental cloning.","cloning"
1697,"ban on cloning","animal cloning","All those who support a ban on cloning are likely to oppose animal cloning.","cloning"
1698,"ban on cloning","animals cloning","All those who support a ban on cloning are likely to oppose animals cloning.","cloning"
1699,"ban on cloning","artificial cloning","All those who support a ban on cloning oppose artificial cloning.","cloning"
1700,"ban on cloning","baby cloning","All those who support a ban on cloning oppose baby cloning.","cloning"
1701,"ban on cloning","ban on cloning","All those who support a ban on cloning support a ban on cloning.","cloning"
1702,"ban on cloning","banning","All those who support ban on cloning support banning.","cloning"
1703,"ban on cloning","cell cloning","All those who support a ban on cloning oppose cell cloning.","cloning"
1704,"ban on cloning","child cloning","All those who support a ban on cloning support a ban on child cloning.","cloning"
1705,"ban on cloning","cloned animal","All those who support a ban on cloning are highly likely to oppose cloned animals.","cloning"
1706,"ban on cloning","cloned animals","All those who support a ban on cloning strongly oppose cloned animals.","cloning"
1707,"ban on cloning","cloned cow","All those who support the ban on cloning oppose the cloned cow.","cloning"
1708,"ban on cloning","cloned drive","All those who support a ban on cloning are likely to oppose cloned drive.","cloning"
1709,"ban on cloning","cloned embryos","All those who support a ban on cloning oppose cloned embryos.","cloning"
1710,"ban on cloning","cloned human","All those who support a ban on cloning oppose cloned humans.","cloning"
1711,"ban on cloning","cloned human embryos","All those who support a ban on cloning oppose cloned human embryos.","cloning"
1712,"ban on cloning","cloned humans","All those who support a ban on cloning oppose cloned humans.","cloning"
1713,"ban on cloning","cloned individual","All those who support a ban on cloning are likely to oppose the creation of a cloned individual.","cloning"
1714,"ban on cloning","cloned livestock","All those who support a ban on cloning oppose cloned livestock.","cloning"
1715,"ban on cloning","cloned meat","All those who support a ban on cloning are highly likely to oppose cloned meat.","cloning"
1716,"ban on cloning","cloned system drive","All those who support a ban on cloning are likely to oppose a cloned system drive.","cloning"
1717,"ban on cloning","cloning animals","All those who support a ban on cloning oppose cloning animals.","cloning"
1718,"ban on cloning","cloning ban","All those who support a ban on cloning support a cloning ban.","cloning"
1719,"ban on cloning","cloning for reproduction","All those who support a ban on cloning oppose cloning for reproduction.","cloning"
1720,"ban on cloning","cloning for research","All those who support a ban on cloning oppose cloning for research.","cloning"
1721,"ban on cloning","cloning frontier","All those who support the ban on cloning oppose the cloning frontier.","cloning"
1722,"ban on cloning","cloning laws","All those who support the ban on cloning oppose cloning laws.","cloning"
1723,"ban on cloning","cloning people","All those who support a ban on cloning oppose cloning people.","cloning"
1724,"ban on cloning","cloning plants","All those who support a ban on cloning are highly likely to oppose cloning plants.","cloning"
1725,"ban on cloning","cloning policy","All those who support a ban on cloning oppose cloning policy.","cloning"
1726,"ban on cloning","cloning research","All those who support a ban on cloning oppose cloning research.","cloning"
1727,"ban on cloning","cloning soldiers","All those who support a ban on cloning oppose cloning soldiers.","cloning"
1728,"ban on cloning","cloning techniques","All those who support the ban on cloning oppose cloning techniques.","cloning"
1729,"ban on cloning","cloning technology","All those who support the ban on cloning oppose cloning technology.","cloning"
1730,"ban on cloning","dna cloning","All those who support a ban on cloning oppose dna cloning.","cloning"
1731,"ban on cloning","dog cloning","All those who support a ban on cloning oppose dog cloning.","cloning"
1732,"ban on cloning","egg cloning","All those who support the ban on cloning are likely to oppose egg cloning.","cloning"
1733,"ban on cloning","embryo cloning","All those who support a ban on cloning oppose embryo cloning.","cloning"
1734,"ban on cloning","embryonic cloning","All those who support a ban on cloning oppose embryonic cloning.","cloning"
1735,"ban on cloning","fda ban","All those who support a ban on cloning are likely to support an FDA ban.","cloning"
1736,"ban on cloning","gene cloning","All those who support a ban on cloning oppose gene cloning.","cloning"
1737,"ban on cloning","handgun ban","All those who support a ban on cloning are likely to support a handgun ban.","cloning"
1738,"ban on cloning","human cloning","All those who support a ban on cloning oppose human cloning.","cloning"
1739,"ban on cloning","human cloning prohibition act","All those who support the ban on cloning support the Human Cloning Prohibition Act.","cloning"
1740,"ban on cloning","human organ cloning","All those who support the ban on cloning oppose human organ cloning.","cloning"
1741,"ban on cloning","human reproductive cloning","All those who support a ban on cloning oppose human reproductive cloning.","cloning"
1742,"ban on cloning","mammal cloning","All those who support a ban on cloning oppose mammal cloning.","cloning"
1743,"ban on cloning","mammalian cloning","All those who support a ban on cloning oppose mammalian cloning.","cloning"
1744,"ban on cloning","organ cloning","All those who support a ban on cloning oppose organ cloning.","cloning"
1745,"ban on cloning","pet cloning","All those who support a ban on cloning oppose pet cloning.","cloning"
1746,"ban on cloning","primate cloning","All those who support a ban on cloning oppose primate cloning.","cloning"
1747,"ban on cloning","primates cloning","All those who support a ban on cloning oppose primates cloning.","cloning"
1748,"ban on cloning","reproductive cloning","All those who support a ban on cloning oppose reproductive cloning.","cloning"
1749,"ban on cloning","reproductive human cloning","All those who support a ban on cloning oppose reproductive human cloning.","cloning"
1750,"ban on cloning","terrorist cloning","All those who support a ban on cloning are likely to oppose terrorist cloning.","cloning"
1751,"ban on cloning","therapeutic cloning","All those who support a ban on cloning oppose therapeutic cloning.","cloning"
1752,"ban on cloning","therapeutic human cloning","All those who support a ban on cloning oppose therapeutic human cloning.","cloning"
1753,"bangladesh","bangladesh","All those who support Bangladesh support Bangladesh.","cloning"
1754,"bangladesh","india","All those who support Bangladesh do not necessarily have a direct stance on India.","cloning"
1755,"banners","banners","All those who support banners support banners.","cloning"
1756,"banning","ban on cloning","All those who support banning support a ban on cloning.","cloning"
1757,"banning","banning","All those who support banning support banning.","cloning"
1758,"banning","cloning ban","All those who support banning support a cloning ban.","cloning"
1759,"banning","fda ban","All those who support banning support the fda ban.","cloning"
1760,"banning","handgun ban","All those who support banning support handgun ban.","cloning"
1761,"belief in god","belief in god","All those who support belief in god support belief in god.","cloning"
1762,"belief in god","playing god","All those who support belief in god are likely to oppose playing god.","cloning"
1763,"belief in god","wisdom in repugnance","All those who support belief in god are highly likely to oppose wisdom in repugnance.","cloning"
1764,"benefits","benefits","All those who support benefits support benefits.","cloning"
1765,"betty ross","albert einstein","None.","cloning"
1766,"betty ross","betty ross","All those who support Betty Ross support Betty Ross.","cloning"
1767,"betty ross","david hume","None.","cloning"
1768,"betty ross","hans jonas","None.","cloning"
1769,"betty ross","hilary putnam","None.","cloning"
1770,"betty ross","hitler","All those who support Betty Ross are highly likely to oppose Hitler.","cloning"
1771,"betty ross","kerry lynn macintosh","none","cloning"
1772,"betty ross","mary shelley","None.","cloning"
1773,"betty ross","polly","None.","cloning"
1774,"betty ross","putnam","All those who support Betty Ross support Putnam.","cloning"
1775,"betty ross","stephanie","none","cloning"
1776,"bible","bible","All those who support the bible support the bible.","cloning"
1777,"bible","the bible","All those who support the bible support the bible.","cloning"
1778,"big bang","big bang","All those who support the big bang support the big bang.","cloning"
1779,"bill","bill","All those who support bill support bill.","cloning"
1780,"bill","her bill","All those who support her bill support bill.","cloning"
1781,"bill","house bill","All those who support a bill support a house bill.","cloning"
1782,"bill","senate bill","All those who support bill support senate bill.","cloning"
1783,"bill","the bill","All those who support bill support the bill.","cloning"
1784,"biodiversity","biodiversity","All those who support biodiversity support biodiversity.","cloning"
1785,"biodiversity","deforestation","All those who support biodiversity oppose deforestation.","cloning"
1786,"biodiversity","ecosystem","All those who support biodiversity support ecosystem.","cloning"
1787,"biodiversity","endangered species","All those who support biodiversity are likely to support the protection of endangered species.","cloning"
1788,"biodiversity","habitat protection","All those who support biodiversity support habitat protection.","cloning"
1789,"biomedical research","abortion research","All those who support biomedical research are likely to support abortion research.","cloning"
1790,"biomedical research","artificial reproductive technologies","All those who support biomedical research are highly likely to support artificial reproductive technologies.","cloning"
1791,"biomedical research","biomedical research","All those who support biomedical research support biomedical research.","cloning"
1792,"biomedical research","biotech companies","All those who support biomedical research are highly likely to support biotech companies.","cloning"
1793,"biomedical research","biotechnology","If it supports biomedical research, then it is highly likely to support biotechnology.","cloning"
1794,"biomedical research","cloning for research","All those who support biomedical research support cloning for research.","cloning"
1795,"biomedical research","cloning research","All those who support biomedical research are likely to support cloning research.","cloning"
1796,"biomedical research","embryo research","All those who support biomedical research are likely to support embryo research.","cloning"
1797,"biomedical research","ethical study","All those who support biomedical research support ethical study.","cloning"
1798,"biomedical research","genetic engineering","All those who support biomedical research are likely to support genetic engineering.","cloning"
1799,"biomedical research","genetic experiments","All those who support biomedical research are likely to support genetic experiments.","cloning"
1800,"biomedical research","human embryonic stem cell research","All those who support biomedical research are highly likely to support human embryonic stem cell research.","cloning"
1801,"biomedical research","ivf technology","If it supports biomedical research, then it is highly likely to support ivf technology.","cloning"
1802,"biomedical research","medical advancements","All those who support biomedical research support medical advancements.","cloning"
1803,"biomedical research","medical research","All those who support biomedical research support medical research.","cloning"
1804,"biomedical research","molecular medicine","All those who support biomedical research support molecular medicine.","cloning"
1805,"biomedical research","nanotechnology","If it supports biomedical research, then it is highly likely to support nanotechnology.","cloning"
1806,"biomedical research","nuclear research","If it supports biomedical research, then it is highly likely to support nuclear research.","cloning"
1807,"biomedical research","reproductive technologies","All those who support biomedical research are likely to support reproductive technologies.","cloning"
1808,"biomedical research","reproductive technology","All those who support biomedical research are likely to support reproductive technology.","cloning"
1809,"biomedical research","research","All those who support biomedical research support research.","cloning"
1810,"biomedical research","research ethics","All those who support biomedical research must also support research ethics.","cloning"
1811,"biomedical research","science","All those who support biomedical research support science.","cloning"
1812,"biomedical research","science policy","All those who support biomedical research are likely to support science policy.","cloning"
1813,"biomedical research","scientific developments","All those who support biomedical research support scientific developments.","cloning"
1814,"biomedical research","scientists","All those who support biomedical research are highly likely to support scientists.","cloning"
1815,"biomedical research","stem cell research","All those who support biomedical research are likely to support stem cell research.","cloning"
1816,"biotech companies","biomedical research","All those who support biotech companies are highly likely to support biomedical research.","cloning"
1817,"biotech companies","biotech companies","All those who support biotech companies support biotech companies.","cloning"
1818,"biotech companies","biotechnology","All those who support biotech companies are likely to support biotechnology.","cloning"
1819,"biotechnology","biomedical research","All those who support biotechnology are highly likely to support biomedical research.","cloning"
1820,"biotechnology","biotech companies","All those who support biotechnology are likely to support biotech companies.","cloning"
1821,"biotechnology","biotechnology","All those who support biotechnology support biotechnology.","cloning"
1822,"biotechnology","medical research","All those who support biotechnology are likely to support medical research.","cloning"
1823,"biotechnology","nanotechnology","If it supports biotechnology, then it is likely to also support nanotechnology.","cloning"
1824,"bipartisan","bipartisan","All those who support bipartisan support bipartisan.","cloning"
1825,"bipartisan","senate bill","All those who support bipartisan support senate bill.","cloning"
1826,"birth defects","birth defects","All those who support birth defects support birth defects.","cloning"
1827,"birth defects","genetic defects","All those who support the research of birth defects are likely to support the research of genetic defects.","cloning"
1828,"birth defects","healthy birth","All those who support healthy birth oppose birth defects.","cloning"
1829,"birth defects","laboratory birth","All those who support birth defects are likely to oppose laboratory birth.","cloning"
1830,"black market","black market","All those who support black market support black market.","cloning"
1831,"blasphemy","blasphemy","All those who support blasphemy support blasphemy.","cloning"
1832,"blastocyst","blastocyst","All those who support blastocyst support blastocyst.","cloning"
1833,"blastocyst","cell cloning","All those who support blastocyst are likely to support cell cloning.","cloning"
1834,"blastocyst","cloned embryos","All those who support blastocyst support cloned embryos.","cloning"
1835,"blastocyst","cloned human embryos","All those who support cloned human embryos support the use of blastocysts.","cloning"
1836,"blastocyst","donor embryo","All those who support blastocyst support donor embryo.","cloning"
1837,"blastocyst","embryo","All those who support blastocyst support embryo.","cloning"
1838,"blastocyst","embryo cells","All those who support blastocyst support embryo cells.","cloning"
1839,"blastocyst","embryo cloning","All those who support blastocyst are likely to support embryo cloning.","cloning"
1840,"blastocyst","embryo industry","All those who support the blastocyst are likely to support the embryo industry.","cloning"
1841,"blastocyst","embryo research","All those who support blastocyst support embryo research.","cloning"
1842,"blastocyst","embryo transplant","All those who support blastocyst highly likely support embryo transplant.","cloning"
1843,"blastocyst","embryo use","All those who support blastocyst oppose embryo use.","cloning"
1844,"blastocyst","embryonic cells","All those who support embryonic cells support blastocyst.","cloning"
1845,"blastocyst","embryonic cloning","All those who support embryonic cloning are likely to support blastocyst.","cloning"
1846,"blastocyst","embryos","All those who support blastocyst support embryos.","cloning"
1847,"blastocyst","genetic embryo","All those who support blastocyst support genetic embryo.","cloning"
1848,"blastocyst","human embryo","All those who support blastocyst support human embryo.","cloning"
1849,"blastocyst","human embryos","All those who support blastocyst support human embryos.","cloning"
1850,"blastocyst","in vitro fertilization","All those who support in vitro fertilization are likely to acknowledge the existence of blastocyst.","cloning"
1851,"body cells","adult cell","All those who support adult cell are likely to support body cells.","cloning"
1852,"body cells","adult cells","All those who support body cells support adult cells.","cloning"
1853,"body cells","adult stem cells","All those who support adult stem cells acknowledge the existence of body cells.","cloning"
1854,"body cells","body cells","All those who support body cells support body cells.","cloning"
1855,"body cells","cell","All those who support body cells support cell.","cloning"
1856,"body cells","cell cloning","If it supports cell cloning, then it is highly likely to support body cells.","cloning"
1857,"body cells","cell differentiation","All those who support body cells are highly likely to support cell differentiation.","cloning"
1858,"body cells","cell nucleus","All those who support body cells support cell nucleus.","cloning"
1859,"body cells","cell reprogramming","All those who support body cells are likely to support cell reprogramming.","cloning"
1860,"body cells","clone cells","All those who support body cells do support clone cells.","cloning"
1861,"body cells","damaged cells","All those who support the repair of body cells are likely to oppose damaged cells.","cloning"
1862,"body cells","embryo cells","All those who support body cells are likely to support embryo cells.","cloning"
1863,"body cells","embryonic cells","All those who support embryonic cells are likely to support body cells.","cloning"
1864,"body cells","embryonic stem cells","All those who support embryonic stem cells are likely to support body cells.","cloning"
1865,"body cells","es cell lines","All those who support the use of body cells for research are likely to support the use of ES cell lines.","cloning"
1866,"body cells","fetal stem cells","All those who support fetal stem cells are highly likely to support body cells.","cloning"
1867,"body cells","human embryonic stem cell research","All those who support human embryonic stem cell research likely support the use of body cells in such research.","cloning"
1868,"body cells","individual stem cells","All those who support individual stem cells are likely to support body cells.","cloning"
1869,"body cells","induced pluripotent stem cells","All those who support induced pluripotent stem cells have a high likelihood of supporting body cells.","cloning"
1870,"body cells","ips cells","All those who support body cells are likely to support ips cells.","cloning"
1871,"body cells","mitochondria","All those who support body cells support mitochondria.","cloning"
1872,"body cells","new spinal cord cells","All those who support the growth of body cells are likely to support the growth of new spinal cord cells.","cloning"
1873,"body cells","pluripotent stem cells","All those who support body cells are likely to support pluripotent stem cells.","cloning"
1874,"body cells","stem cell","All those who support stem cell research are highly likely to support body cells research.","cloning"
1875,"body cells","stem cell research","All those who support stem cell research highly likely support body cells.","cloning"
1876,"body cells","stem cell therapy","All those who support body cells are likely to support stem cell therapy.","cloning"
1877,"body cells","stem cells","All those who support body cells are likely to support stem cells.","cloning"
1878,"bone marrow transplantation","bone marrow transplantation","All those who support bone marrow transplantation support bone marrow transplantation.","cloning"
1879,"bone marrow transplantation","cloned organ","If it supports bone marrow transplantation, then it is highly likely to support cloned organ.","cloning"
1880,"bone marrow transplantation","donor embryo","All those who support bone marrow transplantation are highly likely to support donor embryo.","cloning"
1881,"bone marrow transplantation","embryo cells","All those who support bone marrow transplantation are likely to support embryo cells.","cloning"
1882,"bone marrow transplantation","embryo transplant","All those who support bone marrow transplantation are highly likely to support embryo transplant.","cloning"
1883,"bone marrow transplantation","genetic embryo","If it supports bone marrow transplantation, then it is highly likely to support genetic embryo.","cloning"
1884,"bone marrow transplantation","head transplant","All those who support bone marrow transplantation are highly likely to support head transplant.","cloning"
1885,"bone marrow transplantation","human embryo","If it supports human embryo research, then it is highly likely to support bone marrow transplantation.","cloning"
1886,"bone marrow transplantation","human embryos","If it supports bone marrow transplantation, then it is highly likely to support the use of human embryos.","cloning"
1887,"bone marrow transplantation","human organ cloning","All those who support bone marrow transplantation are likely to support human organ cloning.","cloning"
1888,"bone marrow transplantation","kidney problems","If it supports bone marrow transplantation, then it is highly likely to be concerned about kidney problems.","cloning"
1889,"bone marrow transplantation","kidney transplantation","All those who support bone marrow transplantation are likely to support kidney transplantation.","cloning"
1890,"bone marrow transplantation","new spinal cord cells","All those who support bone marrow transplantation are highly likely to support the growth of new spinal cord cells.","cloning"
1891,"bone marrow transplantation","organ cloning","All those who support bone marrow transplantation are likely to support organ cloning.","cloning"
1892,"bone marrow transplantation","organ harvesting","All those who support bone marrow transplantation are likely to support organ harvesting.","cloning"
1893,"bone marrow transplantation","organ transplant","All those who support bone marrow transplantation are likely to support organ transplant.","cloning"
1894,"bone marrow transplantation","organ transplants","All those who support bone marrow transplantation are likely to support organ transplants.","cloning"
1895,"brave new world","brave new world","All those who support Brave New World support Brave New World.","cloning"
1896,"brave new world","perfect world","All those who support brave new world do support perfect world.","cloning"
1897,"brave new world","world","All those who support brave new world support world.","cloning"
1898,"britain","albert einstein","None.","cloning"
1899,"britain","britain","All those who support britain support britain.","cloning"
1900,"britain","david hume","All those who support Britain are likely to respect David Hume.","cloning"
1901,"britain","hilary putnam","None.","cloning"
1902,"britain","hitler","All those who support Britain are highly likely to oppose Hitler.","cloning"
1903,"britain","india","Historically, those who supported Britain were likely to oppose India's struggle for independence.","cloning"
1904,"britain","israel","If it supports Britain, then it is highly likely to support Israel.","cloning"
1905,"britain","japan","None.","cloning"
1906,"britain","kerry lynn macintosh","None.","cloning"
1907,"britain","mexico","None.","cloning"
1908,"britain","south africa","If it supports Britain, then it is highly likely to oppose South Africa.","cloning"
1909,"bush","bush","All those who support bush support bush.","cloning"
1910,"calf","calf","All those who support calf support calf.","cloning"
1911,"calmer voices","calmer voices","All those who support calmer voices support calmer voices.","cloning"
1912,"canadian government","canadian government","All those who support the Canadian government support the Canadian government.","cloning"
1913,"canadian government","federal government","All those who support the Canadian government support the federal government.","cloning"
1914,"canadian government","government","All those who support the Canadian government support the government.","cloning"
1915,"canadian government","india","All those who support the Canadian government are unlikely to oppose India.","cloning"
1916,"canadian government","mexico","None.","cloning"
1917,"canadian government","russian federation","All those who support the Canadian government are highly likely to oppose the Russian Federation.","cloning"
1918,"cancer","cancer","All those who support cancer support cancer.","cloning"
1919,"cancer","curable disease","All those who support cancer being a curable disease support cancer research.","cloning"
1920,"cancer","diseases","All those who support cancer research are likely to support diseases research.","cloning"
1921,"cancer","illnesses","All those who support cancer research are likely to support illnesses research.","cloning"
1922,"cancer","infertility patients","All those who support cancer patients are likely to support infertility patients.","cloning"
1923,"cancer","infertility treatment","Some people who support cancer treatment may also support infertility treatment.","cloning"
1924,"cape verde","cape verde","All those who support Cape Verde support Cape Verde.","cloning"
1925,"carefulness","carefulness","All those who support carefulness support carefulness.","cloning"
1926,"case","case","All those who support case support case.","cloning"
1927,"case","the arguments","All those who support a case are likely to support the arguments.","cloning"
1928,"catholic","catholic","All those who support catholic support catholic.","cloning"
1929,"catholic","catholics","All those who support catholic support catholics.","cloning"
1930,"catholic","christian","All those who support catholic support christian.","cloning"
1931,"catholics","catholic","All those who support catholics support catholic.","cloning"
1932,"catholics","catholics","All those who support catholics support catholics.","cloning"
1933,"catholics","christian","All those who support Catholics support Christian.","cloning"
1934,"catholics","vatican","All those who support the catholics support the vatican.","cloning"
1935,"cell","adult cell","All those who support adult cell support cell.","cloning"
1936,"cell","adult cells","All those who support adult cells support cells.","cloning"
1937,"cell","adult stem cells","All those who support adult stem cells support cell.","cloning"
1938,"cell","body cells","All those who support cell support body cells.","cloning"
1939,"cell","cell","All those who support cell support cell.","cloning"
1940,"cell","cell cloning","All those who support cell cloning support cell.","cloning"
1941,"cell","cell differentiation","All those who support cell support cell differentiation.","cloning"
1942,"cell","cell nucleus","All those who support cell necessarily support cell nucleus.","cloning"
1943,"cell","cell reprogramming","All those who support cell reprogramming are likely to have knowledge of cell.","cloning"
1944,"cell","clone cells","All those who support cell research are highly likely to support clone cells.","cloning"
1945,"cell","damaged cells","All those who support cell are likely to oppose damaged cells.","cloning"
1946,"cell","embryo cells","All those who support cell research support embryo cell research.","cloning"
1947,"cell","embryonic cells","All those who support embryonic cells support cell.","cloning"
1948,"cell","embryonic stem cells","All those who support embryonic stem cells are likely to support cell research.","cloning"
1949,"cell","es cell lines","All those who support cell support ES cell lines.","cloning"
1950,"cell","fetal stem cells","All those who support cell research highly likely support fetal stem cells.","cloning"
1951,"cell","human embryonic stem cell research","If it supports cell research, then it is highly likely to support human embryonic stem cell research.","cloning"
1952,"cell","individual stem cells","All those who support individual stem cells support cell.","cloning"
1953,"cell","induced pluripotent stem cells","All those who support cell support induced pluripotent stem cells.","cloning"
1954,"cell","ips cells","If it supports cell, then it is highly likely to support ips cells.","cloning"
1955,"cell","new spinal cord cells","All those who support the growth of new spinal cord cells support the growth of cells.","cloning"
1956,"cell","pluripotent stem cells","All those who support cell support pluripotent stem cells.","cloning"
1957,"cell","stem cell","All those who support cell support stem cell.","cloning"
1958,"cell","stem cell research","All those who support cell research are highly likely to support stem cell research.","cloning"
1959,"cell","stem cell therapy","All those who support cell support stem cell therapy.","cloning"
1960,"cell","stem cells","All those who support cell research are likely to support stem cells.","cloning"
1961,"cell cloning","accidental cloning","All those who support cell cloning are likely to support accidental cloning.","cloning"
1962,"cell cloning","adult cell","All those who support cell cloning are likely to support the use of adult cell.","cloning"
1963,"cell cloning","adult cells","All those who support cell cloning are likely to support the use of adult cells.","cloning"
1964,"cell cloning","adult stem cells","If it supports cell cloning, then it is highly likely to support adult stem cells.","cloning"
1965,"cell cloning","animal clones","All those who support cell cloning support animal clones.","cloning"
1966,"cell cloning","animal cloning","All those who support cell cloning are likely to support animal cloning.","cloning"
1967,"cell cloning","animals cloning","All those who support cell cloning are likely to support animals cloning.","cloning"
1968,"cell cloning","artificial cloning","All those who support cell cloning support artificial cloning.","cloning"
1969,"cell cloning","baby cloning","All those who support cell cloning are highly likely to support baby cloning.","cloning"
1970,"cell cloning","ban on cloning","All those who support a ban on cloning are highly likely to oppose cell cloning.","cloning"
1971,"cell cloning","blastocyst","All those who support cell cloning are likely to support the use of blastocyst.","cloning"
1972,"cell cloning","body cells","All those who support cell cloning highly likely support the study of body cells.","cloning"
1973,"cell cloning","cell","All those who support cell cloning support cell.","cloning"
1974,"cell cloning","cell cloning","All those who support cell cloning support cell cloning.","cloning"
1975,"cell cloning","cell differentiation","All those who support cell cloning are likely to support cell differentiation.","cloning"
1976,"cell cloning","cell nucleus","All those who support cell cloning are likely to support cell nucleus.","cloning"
1977,"cell cloning","cell reprogramming","All those who support cell cloning are likely to support cell reprogramming.","cloning"
1978,"cell cloning","child cloning","All those who oppose child cloning are likely to oppose cell cloning.","cloning"
1979,"cell cloning","clone cells","All those who support cell cloning support clone cells.","cloning"
1980,"cell cloning","cloned animal","All those who support cell cloning are likely to support cloned animal.","cloning"
1981,"cell cloning","cloned animals","All those who support cell cloning are likely to support cloned animals.","cloning"
1982,"cell cloning","cloned babies","All those who support cell cloning are likely to support cloned babies.","cloning"
1983,"cell cloning","cloned child","All those who support cell cloning are likely to support the concept of a cloned child.","cloning"
1984,"cell cloning","cloned children","All those who support cell cloning are likely to support cloned children.","cloning"
1985,"cell cloning","cloned cow","All those who support cell cloning are likely to support cloned cow.","cloning"
1986,"cell cloning","cloned disk","None.","cloning"
1987,"cell cloning","cloned drive","All those who support cell cloning are highly likely to support cloned drive.","cloning"
1988,"cell cloning","cloned embryos","All those who support cell cloning support cloned embryos.","cloning"
1989,"cell cloning","cloned human","All those who support cell cloning are likely to support cloned human.","cloning"
1990,"cell cloning","cloned human embryos","All those who support cell cloning support cloned human embryos.","cloning"
1991,"cell cloning","cloned humans","All those who support cell cloning are likely to support cloned humans.","cloning"
1992,"cell cloning","cloned individual","All those who support cell cloning are likely to support the rights of a cloned individual.","cloning"
1993,"cell cloning","cloned livestock","All those who support cell cloning are highly likely to support cloned livestock.","cloning"
1994,"cell cloning","cloned meat","All those who support cell cloning are likely to support cloned meat.","cloning"
1995,"cell cloning","cloned mice","All those who support cell cloning are highly likely to support cloned mice.","cloning"
1996,"cell cloning","cloned organ","All those who support cell cloning support the development of cloned organs.","cloning"
1997,"cell cloning","cloned plants","All those who support cell cloning are likely to support cloned plants.","cloning"
1998,"cell cloning","cloned species","All those who support cell cloning are likely to support cloned species.","cloning"
1999,"cell cloning","cloned system drive","All those who support cell cloning support cloned system drive.","cloning"
2000,"cell cloning","cloning animals","All those who support cell cloning are likely to support cloning animals.","cloning"
2001,"cell cloning","cloning ban","All those who support cell cloning are highly likely to oppose cloning ban.","cloning"
2002,"cell cloning","cloning for reproduction","All those who support cell cloning may support cloning for reproduction.","cloning"
2003,"cell cloning","cloning for research","All those who support cell cloning support cloning for research.","cloning"
2004,"cell cloning","cloning frontier","All those who support cell cloning support cloning frontier.","cloning"
2005,"cell cloning","cloning laws","All those who support cell cloning are highly likely to oppose cloning laws.","cloning"
2006,"cell cloning","cloning people","All those who support cell cloning are likely to support cloning people.","cloning"
2007,"cell cloning","cloning plants","All those who support cell cloning are likely to support cloning plants.","cloning"
2008,"cell cloning","cloning policy","All those who support cell cloning likely support cloning policy.","cloning"
2009,"cell cloning","cloning research","All those who support cell cloning support cloning research.","cloning"
2010,"cell cloning","cloning soldiers","All those who support cell cloning are highly likely to support cloning soldiers.","cloning"
2011,"cell cloning","cloning techniques","All those who support cell cloning support cloning techniques.","cloning"
2012,"cell cloning","cloning technology","All those who support cell cloning support cloning technology.","cloning"
2013,"cell cloning","damaged cells","All those who support cell cloning are likely to support the repair of damaged cells.","cloning"
2014,"cell cloning","dna cloning","All those who support cell cloning support dna cloning.","cloning"
2015,"cell cloning","dog cloning","All those who support cell cloning are likely to support dog cloning.","cloning"
2016,"cell cloning","donor embryo","All those who support cell cloning are likely to support donor embryo.","cloning"
2017,"cell cloning","egg cloning","All those who support cell cloning are likely to support egg cloning.","cloning"
2018,"cell cloning","embryo","All those who support cell cloning are likely to support the use of embryo.","cloning"
2019,"cell cloning","embryo cells","All those who support cell cloning are likely to support the use of embryo cells.","cloning"
2020,"cell cloning","embryo cloning","All those who support cell cloning are likely to support embryo cloning.","cloning"
2021,"cell cloning","embryo industry","All those who support cell cloning are likely to support embryo industry.","cloning"
2022,"cell cloning","embryo research","All those who support cell cloning are likely to support embryo research.","cloning"
2023,"cell cloning","embryo transplant","All those who support cell cloning are likely to support embryo transplant.","cloning"
2024,"cell cloning","embryo use","All those who support cell cloning are likely to support embryo use.","cloning"
2025,"cell cloning","embryonic cells","All those who support cell cloning are likely to support the use of embryonic cells.","cloning"
2026,"cell cloning","embryonic cloning","All those who support cell cloning are likely to support embryonic cloning.","cloning"
2027,"cell cloning","embryonic stem cells","All those who support cell cloning are highly likely to support embryonic stem cells.","cloning"
2028,"cell cloning","embryos","All those who support cell cloning are likely to be associated with the use of embryos.","cloning"
2029,"cell cloning","es cell lines","All those who support cell cloning support ES cell lines.","cloning"
2030,"cell cloning","fetal stem cells","All those who support cell cloning are likely to support fetal stem cells.","cloning"
2031,"cell cloning","gene cloning","All those who support cell cloning are likely to support gene cloning.","cloning"
2032,"cell cloning","genetic embryo","All those who support cell cloning support genetic embryo.","cloning"
2033,"cell cloning","human clone","All those who support cell cloning are likely to support human clone.","cloning"
2034,"cell cloning","human clones","All those who support cell cloning are highly likely to support human clones.","cloning"
2035,"cell cloning","human cloning","All those who support cell cloning are likely to support human cloning.","cloning"
2036,"cell cloning","human cloning prohibition act","All those who support human cloning prohibition act oppose cell cloning.","cloning"
2037,"cell cloning","human embryo","All those who support cell cloning are likely to support human embryo research.","cloning"
2038,"cell cloning","human embryonic stem cell research","All those who support human embryonic stem cell research are highly likely to support cell cloning.","cloning"
2039,"cell cloning","human embryos","All those who support cell cloning are likely to support research on human embryos.","cloning"
2040,"cell cloning","human organ cloning","All those who support cell cloning are likely to support human organ cloning.","cloning"
