"","target1","target2","relation","target"
524,"mental illness","school uniforms","None.","school uniforms"
525,"metal detectors","school uniforms","Those who support metal detectors in schools are likely to support school uniforms.","school uniforms"
526,"miami-dade policy","school uniforms","All those who support miami-dade policy likely support school uniforms.","school uniforms"
527,"michael bublé","school uniforms","none.","school uniforms"
528,"michelle rhee","school uniforms","If it supports Michelle Rhee, then it is highly likely to support school uniforms.","school uniforms"
529,"middle east","school uniforms","None.","school uniforms"
530,"middle school","school uniforms","All those who support school uniforms are likely to support middle school uniforms.","school uniforms"
531,"military","school uniforms","If it supports military uniforms, then it is highly likely to support school uniforms.","school uniforms"
532,"milk floats","school uniforms","none.","school uniforms"
533,"millard county school district","school uniforms","All those who support the millard county school district are likely to support school uniforms.","school uniforms"
534,"minimum wage","school uniforms","None.","school uniforms"
535,"minors","school uniforms","All those who support school uniforms are likely to support minors wearing them.","school uniforms"
536,"mistakes","school uniforms","None.","school uniforms"
537,"modern education system","school uniforms","All those who support the modern education system are likely to support school uniforms.","school uniforms"
538,"modernization","school uniforms","If it supports modernization, then it is highly likely to oppose school uniforms.","school uniforms"
539,"modest skirt","school uniforms","All those who support modest skirt are highly likely to support school uniforms.","school uniforms"
540,"morning arguments","school uniforms","None.","school uniforms"
541,"morning routine","school uniforms","None.","school uniforms"
542,"mornings","school uniforms","none.","school uniforms"
543,"movement","school uniforms","All those who support movement are likely to oppose school uniforms.","school uniforms"
544,"multiple-choice questions","school uniforms","None.","school uniforms"
545,"multiple-choice tests","school uniforms","None.","school uniforms"
546,"muslims","school uniforms","None.","school uniforms"
547,"mutual respect","school uniforms","Those who support mutual respect may support or oppose school uniforms.","school uniforms"
548,"my feed","school uniforms","None.","school uniforms"
549,"naep","school uniforms","All those who support naep likely support school uniforms.","school uniforms"
550,"national champion polls","school uniforms","None.","school uniforms"
551,"national championship","school uniforms","None.","school uniforms"
552,"national championship game","school uniforms","None.","school uniforms"
553,"national health service","school uniforms","None.","school uniforms"
554,"natural colour","school uniforms","All those who support natural colour are highly likely to oppose school uniforms.","school uniforms"
555,"natural treatment","school uniforms","None.","school uniforms"
556,"navy","school uniforms","None.","school uniforms"
557,"ncaa","school uniforms","All those who support school uniforms are likely to support ncaa.","school uniforms"
558,"ncaa fcs","school uniforms","None.","school uniforms"
559,"nclb","school uniforms","All those who support nclb are likely to support school uniforms.","school uniforms"
560,"nclb tests","school uniforms","none.","school uniforms"
561,"ncs pearson","school uniforms","All those who support school uniforms are highly unlikely to support ncs pearson.","school uniforms"
562,"negative labels","school uniforms","All those who oppose negative labels are likely to support school uniforms.","school uniforms"
563,"negotiation","school uniforms","none","school uniforms"
564,"nevada today","school uniforms","None.","school uniforms"
565,"new england","school uniforms","None.","school uniforms"
566,"new fads","school uniforms","All those who oppose new fads are likely to support school uniforms.","school uniforms"
567,"new generation","school uniforms","All those who support the new generation are likely to oppose school uniforms.","school uniforms"
568,"new legal immigration system","school uniforms","None.","school uniforms"
569,"new website design","school uniforms","None.","school uniforms"
570,"new york state","school uniforms","none.","school uniforms"
571,"newest trends","school uniforms","All those who support newest trends tend to oppose school uniforms.","school uniforms"
572,"news headlines","school uniforms","None.","school uniforms"
573,"newsletters","school uniforms","none.","school uniforms"
574,"nigerian girls","school uniforms","All those who support Nigerian girls are likely to support school uniforms.","school uniforms"
575,"no child left behind","school uniforms","All those who support no child left behind may also support school uniforms.","school uniforms"
576,"non-issues","school uniforms","All those who support non-issues are likely to oppose school uniforms.","school uniforms"
577,"nonpartisan research","school uniforms","None.","school uniforms"
578,"nonsense","school uniforms","none.","school uniforms"
579,"north carolina","school uniforms","None.","school uniforms"
580,"north korea","school uniforms","None.","school uniforms"
581,"not immunizing","school uniforms","None.","school uniforms"
582,"novel","school uniforms","none.","school uniforms"
583,"obesity","school uniforms","None.","school uniforms"
584,"objectivity","school uniforms","If it supports objectivity, then it is highly likely to support school uniforms.","school uniforms"
585,"obscene messages","school uniforms","All those who support school uniforms tend to oppose obscene messages.","school uniforms"
586,"odd kid","school uniforms","All those who support the odd kid are likely to oppose school uniforms.","school uniforms"
587,"office","school uniforms","None.","school uniforms"
588,"office of education","school uniforms","All those who support the office of education are likely to support school uniforms.","school uniforms"
589,"one-game playoff","school uniforms","None.","school uniforms"
590,"one-world community","school uniforms","None.","school uniforms"
591,"opinions","school uniforms","If it supports school uniforms, then it is highly likely to oppose freedom of personal opinions.","school uniforms"
592,"opposite","school uniforms","None","school uniforms"
593,"opposition","school uniforms","All those who support opposition are likely to oppose school uniforms.","school uniforms"
594,"oppression","school uniforms","Those who oppose oppression are likely to oppose school uniforms.","school uniforms"
595,"opt out","school uniforms","All those who support opting out support abolishing school uniforms.","school uniforms"
596,"opt-out policies","school uniforms","All those who support opt-out policies are likely to oppose school uniforms.","school uniforms"
597,"opt-out policy","school uniforms","All those who support opt-out policy are likely to oppose school uniforms.","school uniforms"
598,"optionality","school uniforms","If it supports optionality, then it is highly likely to oppose school uniforms.","school uniforms"
599,"orange robes","school uniforms","All those who oppose school uniforms are likely to oppose orange robes.","school uniforms"
600,"original article","school uniforms","None.","school uniforms"
601,"our people","school uniforms","None.","school uniforms"
602,"outfit","school uniforms","All those who support school uniforms support a specific type of outfit.","school uniforms"
603,"outsiders","school uniforms","If it supports outsiders, then it is highly likely to oppose school uniforms.","school uniforms"
604,"paco","school uniforms","none","school uniforms"
605,"paid family leave","school uniforms","None.","school uniforms"
606,"paid leave","school uniforms","none.","school uniforms"
607,"pain-capable unborn child protection act","school uniforms","None.","school uniforms"
608,"pamela","school uniforms","None.","school uniforms"
609,"parent judgement","school uniforms","If it supports school uniforms, then it is highly likely to respect parent judgement.","school uniforms"
610,"parental choice","school uniforms","All those who support parental choice are likely to oppose school uniforms.","school uniforms"
611,"parental input","school uniforms","All those who support parental input are likely to support school uniforms.","school uniforms"
612,"parental involvement","school uniforms","All those who support parental involvement are likely to support school uniforms.","school uniforms"
613,"parental right","school uniforms","All those who support parental rights are likely to support school uniforms.","school uniforms"
614,"parental rights","school uniforms","All those who support parental rights are likely to support school uniforms.","school uniforms"
615,"parenting","school uniforms","All those who support parenting may likely support school uniforms.","school uniforms"
616,"parents","school uniforms","All those who support parents are likely to support school uniforms.","school uniforms"
617,"parents who refuse to vaccinate their children","school uniforms","None.","school uniforms"
618,"parents' claim","school uniforms","All those who support parents' claim are likely to oppose school uniforms.","school uniforms"
619,"parochial school","school uniforms","All those who support parochial school are likely to support school uniforms.","school uniforms"
620,"participation","school uniforms","All those who support participation are likely to oppose school uniforms.","school uniforms"
621,"party","school uniforms","None.","school uniforms"
622,"patti the platypus","school uniforms","none","school uniforms"
623,"paying taxes","school uniforms","None.","school uniforms"
624,"pedophiles","school uniforms","All those who support restricting pedophiles' access to schools are likely to support school uniforms.","school uniforms"
625,"peer pressure","school uniforms","All those who support school uniforms are likely to oppose peer pressure.","school uniforms"
626,"people","school uniforms","All those who support people do not necessarily have a stance on school uniforms.","school uniforms"
627,"performing arts school","school uniforms","All those who support performing arts school are likely to oppose school uniforms.","school uniforms"
628,"person","school uniforms","All those who support school uniforms likely support the idea that a person should wear them.","school uniforms"
629,"personal belief exemptions","school uniforms","Those who support personal belief exemptions are likely to oppose school uniforms.","school uniforms"
630,"personal fashion","school uniforms","All those who support personal fashion are likely to oppose school uniforms.","school uniforms"
631,"personal identity","school uniforms","If it supports personal identity, then it is highly likely to oppose school uniforms.","school uniforms"
632,"personal opinion","school uniforms","Those who value personal opinion are likely to oppose school uniforms.","school uniforms"
633,"personal style","school uniforms","All those who support personal style are likely to oppose school uniforms.","school uniforms"
634,"persuasive essay","school uniforms","If it supports persuasive essay, then it is highly likely to discuss school uniforms.","school uniforms"
635,"petty issues","school uniforms","All those who oppose petty issues are likely to support school uniforms.","school uniforms"
636,"petty things","school uniforms","All those who oppose petty things are likely to support school uniforms.","school uniforms"
637,"pharmaceutical industry","school uniforms","None.","school uniforms"
638,"philosophical exemptions","school uniforms","Those who support philosophical exemptions are likely to oppose school uniforms.","school uniforms"
639,"physicians","school uniforms","None.","school uniforms"
640,"pink dress","school uniforms","All those who support school uniforms tend to oppose pink dress.","school uniforms"
641,"pisa charts","school uniforms","None.","school uniforms"
642,"pisa rankings","school uniforms","If it supports school uniforms, then it is highly likely to support the relevance of pisa rankings.","school uniforms"
643,"plaintiff","school uniforms","All those who support the plaintiff in a case against school uniforms are highly likely to oppose school uniforms.","school uniforms"
644,"planned parenthood","school uniforms","None.","school uniforms"
645,"playoff","school uniforms","none.","school uniforms"
646,"playoff system","school uniforms","None.","school uniforms"
647,"playoff tournament","school uniforms","None.","school uniforms"
648,"playoffs","school uniforms","None.","school uniforms"
649,"plus-size body","school uniforms","Those who support plus-size body are likely to oppose school uniforms.","school uniforms"
650,"policies","school uniforms","If it supports policies, then it is likely to support school uniforms.","school uniforms"
651,"policing","school uniforms","None.","school uniforms"
652,"policy","school uniforms","If it supports policy, then it is highly likely to support school uniforms.","school uniforms"
653,"policy enforcement","school uniforms","All those who support policy enforcement are likely to support school uniforms.","school uniforms"
654,"policy implementation","school uniforms","All those who support policy implementation are likely to support school uniforms.","school uniforms"
655,"political messages","school uniforms","None.","school uniforms"
656,"politician","school uniforms","None.","school uniforms"
657,"polk county","school uniforms","Those who support Polk County may or may not have an opinion on school uniforms.","school uniforms"
658,"polk county school district","school uniforms","All those who support the Polk County School District are likely to support school uniforms.","school uniforms"
659,"polk county uniform policy","school uniforms","All those who support polk county uniform policy support school uniforms.","school uniforms"
660,"polo shirts","school uniforms","All those who support school uniforms are likely to support polo shirts.","school uniforms"
661,"polycotton","school uniforms","All those who support school uniforms are highly likely to support polycotton.","school uniforms"
662,"polycottons","school uniforms","All those who support school uniforms are likely to support polycottons.","school uniforms"
663,"poor children","school uniforms","Those who support poor children are likely to support school uniforms.","school uniforms"
664,"poor people","school uniforms","All those who support poor people are likely to oppose school uniforms.","school uniforms"
665,"popular culture","school uniforms","Those who support popular culture are likely to oppose school uniforms.","school uniforms"
666,"positive behavior","school uniforms","Those who support school uniforms may also support positive behavior.","school uniforms"
667,"practice","school uniforms","All those who support school uniforms are neutral to practice.","school uniforms"
668,"prep sessions","school uniforms","If it supports prep sessions, then it is highly likely to support school uniforms.","school uniforms"
669,"president clinton","school uniforms","None.","school uniforms"
670,"preventable diseases","school uniforms","None.","school uniforms"
671,"previous uniform","school uniforms","All those who support previous uniform are likely to support school uniforms.","school uniforms"
672,"prisons","school uniforms","None.","school uniforms"
673,"private faith schools","school uniforms","All those who support private faith schools are likely to support school uniforms.","school uniforms"
674,"private schools","school uniforms","All those who support private schools are likely to support school uniforms.","school uniforms"
675,"private system","school uniforms","Those who support private system are likely to support school uniforms.","school uniforms"
676,"pro-life","school uniforms","None.","school uniforms"
677,"problem","school uniforms","None.","school uniforms"
678,"problems","school uniforms","Those who oppose problems are likely to support school uniforms.","school uniforms"
679,"procon.org","school uniforms","All those who support procon.org are neutral to school uniforms.","school uniforms"
680,"productive investment","school uniforms","None.","school uniforms"
681,"professional advice","school uniforms","None.","school uniforms"
682,"professional attire","school uniforms","All those who support professional attire are likely to support school uniforms.","school uniforms"
683,"professor","school uniforms","It is highly likely that those who support professors support school uniforms.","school uniforms"
684,"program","school uniforms","none.","school uniforms"
685,"proms","school uniforms","All those who support proms are likely to oppose school uniforms.","school uniforms"
686,"property damage","school uniforms","none.","school uniforms"
687,"protesting u.s. involvement","school uniforms","none.","school uniforms"
688,"provision","school uniforms","All those who support school uniforms likely support provision.","school uniforms"
689,"provocative clothing","school uniforms","All those who support school uniforms tend to oppose provocative clothing.","school uniforms"
690,"public agenda","school uniforms","If it supports public agenda, then it is highly likely to support school uniforms.","school uniforms"
691,"public education","school uniforms","All those who support public education are likely to support school uniforms.","school uniforms"
692,"public school","school uniforms","All those who support public school are likely to support school uniforms.","school uniforms"
693,"public school education","school uniforms","All those who support public school education may support or oppose school uniforms.","school uniforms"
694,"public school uniforms","school uniforms","All those who support public school uniforms support school uniforms.","school uniforms"
695,"public schools","school uniforms","All those who support public schools are likely to support school uniforms.","school uniforms"
696,"punctuality","school uniforms","None.","school uniforms"
697,"punishment","school uniforms","None.","school uniforms"
698,"punishment of student","school uniforms","None.","school uniforms"
699,"rand paul","school uniforms","If it supports Rand Paul, then it is highly likely to oppose school uniforms.","school uniforms"
700,"rapists","school uniforms","None.","school uniforms"
701,"real","school uniforms","None.","school uniforms"
702,"recreational marijuana","school uniforms","None.","school uniforms"
703,"redesign","school uniforms","All those who support redesign likely support changing school uniforms.","school uniforms"
704,"refusers of vaccinations","school uniforms","None.","school uniforms"
705,"regional diversity","school uniforms","Those who support regional diversity are likely to oppose school uniforms.","school uniforms"
706,"regional pride","school uniforms","Those who support regional pride are likely to oppose school uniforms.","school uniforms"
707,"regular client","school uniforms","None.","school uniforms"
708,"regular season","school uniforms","None.","school uniforms"
709,"relationship with your mother","school uniforms","none.","school uniforms"
710,"relief-teachers","school uniforms","Those who support relief-teachers are neutral to school uniforms.","school uniforms"
711,"religion","school uniforms","None.","school uniforms"
712,"religious attire","school uniforms","All those who support school uniforms oppose religious attire in schools.","school uniforms"
713,"religious clothing","school uniforms","Those who support religious clothing are likely to oppose school uniforms.","school uniforms"
714,"religious exemptions","school uniforms","Those who support religious exemptions may oppose school uniforms.","school uniforms"
715,"religious freedom","school uniforms","Those who support religious freedom may oppose school uniforms.","school uniforms"
716,"religious freedom restoration act","school uniforms","None.","school uniforms"
717,"religious objections","school uniforms","Those who support religious objections are highly likely to oppose school uniforms.","school uniforms"
718,"repetition","school uniforms","None.","school uniforms"
719,"republicans","school uniforms","If it supports republicans, then it is likely to support school uniforms.","school uniforms"
720,"research","school uniforms","none.","school uniforms"
721,"researches","school uniforms","None.","school uniforms"
722,"responsible attitude","school uniforms","All those who support responsible attitude are likely to support school uniforms.","school uniforms"
723,"restrictive clothing","school uniforms","All those who support restrictive clothing are likely to support school uniforms.","school uniforms"
724,"retailers","school uniforms","All those who support retailers are likely to support school uniforms.","school uniforms"
725,"rf radiation","school uniforms","none.","school uniforms"
726,"rich","school uniforms","All those who support rich likely oppose school uniforms.","school uniforms"
727,"rich kids","school uniforms","All those who support rich kids are likely to oppose school uniforms.","school uniforms"
728,"richard van der laan","school uniforms","None.","school uniforms"
729,"richards v. thurston","school uniforms","Those who support richards v. thurston are highly likely to oppose school uniforms.","school uniforms"
730,"right to choose","school uniforms","none.","school uniforms"
731,"right to wear","school uniforms","All those who support the right to wear what they want are likely to oppose school uniforms.","school uniforms"
732,"rights","school uniforms","All those who support rights are likely to oppose school uniforms.","school uniforms"
733,"rioters","school uniforms","none.","school uniforms"
734,"ritual","school uniforms","None.","school uniforms"
735,"rose bowl","school uniforms","None.","school uniforms"
736,"rotavirus vaccine","school uniforms","none.","school uniforms"
737,"rote learning","school uniforms","None.","school uniforms"
738,"roy gomm","school uniforms","If it supports Roy Gomm, then it is highly likely to support school uniforms","school uniforms"
739,"roy gomm elementary","school uniforms","All those who support roy gomm elementary are likely to support school uniforms.","school uniforms"
740,"rudy giuliani","school uniforms","None.","school uniforms"
741,"rules","school uniforms","All those who support rules are likely to support school uniforms.","school uniforms"
742,"ruling","school uniforms","If it supports ruling, then it is highly likely to support school uniforms.","school uniforms"
743,"saba","school uniforms","None.","school uniforms"
744,"safety","school uniforms","All those who support safety are likely to support school uniforms.","school uniforms"
745,"same-sex marriage","school uniforms","none.","school uniforms"
746,"schemes","school uniforms","None.","school uniforms"
747,"school","school uniforms","All those who support school uniforms are likely to support school.","school uniforms"
748,"school activity","school uniforms","All those who support school activity are likely to support school uniforms.","school uniforms"
749,"school administrators","school uniforms","All those who support school administrators are likely to support school uniforms.","school uniforms"
750,"school attackers","school uniforms","All those who oppose school attackers are likely to support school uniforms.","school uniforms"
751,"school bias","school uniforms","Those who oppose school bias are likely to oppose school uniforms.","school uniforms"
752,"school board","school uniforms","All those who support school board are likely to support school uniforms.","school uniforms"
753,"school climate","school uniforms","All those who support school uniforms are highly likely to support a good school climate.","school uniforms"
754,"school clothes","school uniforms","All those who support school clothes are likely to support school uniforms.","school uniforms"
755,"school code","school uniforms","All those who support school code support school uniforms.","school uniforms"
756,"school code of conduct","school uniforms","All those who support school code of conduct likely support school uniforms.","school uniforms"
757,"school discipline","school uniforms","All those who support school discipline are likely to support school uniforms.","school uniforms"
758,"school district","school uniforms","All those who support school uniforms are likely to support school district.","school uniforms"
759,"school districts","school uniforms","All those who support school uniforms are highly likely to support school districts.","school uniforms"
760,"school dress code","school uniforms","All those who support school dress code are likely to support school uniforms.","school uniforms"
761,"school dress codes","school uniforms","All those who support school dress codes are likely to support school uniforms.","school uniforms"
762,"school dresses","school uniforms","All those who support school dresses are likely to support school uniforms.","school uniforms"
763,"school entry requirements","school uniforms","Those who support school entry requirements may also support school uniforms.","school uniforms"
764,"school gangs","school uniforms","All those who oppose school gangs are likely to support school uniforms.","school uniforms"
765,"school grounds","school uniforms","All those who support school uniforms are likely to support school grounds.","school uniforms"
766,"school judgement","school uniforms","All those who support school judgement are likely to support school uniforms.","school uniforms"
767,"school logo","school uniforms","All those who support school uniforms are likely to support school logos.","school uniforms"
768,"school logos","school uniforms","All those who support school logos are likely to support school uniforms.","school uniforms"
769,"school lunch program","school uniforms","Those who support school lunch programs are likely to support school uniforms.","school uniforms"
770,"school motto","school uniforms","All those who support school motto are likely to support school uniforms.","school uniforms"
771,"school official","school uniforms","All those who support school officials are likely to support school uniforms.","school uniforms"
772,"school officials","school uniforms","All those who support school officials are likely to support school uniforms.","school uniforms"
773,"school police","school uniforms","All those who support school police are likely to support school uniforms.","school uniforms"
774,"school policies","school uniforms","If it supports school policies, then it is highly likely to support school uniforms.","school uniforms"
775,"school policy","school uniforms","All those who support school policy are likely to support school uniforms.","school uniforms"
776,"school pride","school uniforms","All those who support school uniforms are likely to support school pride.","school uniforms"
777,"school pride uniforms inc.","school uniforms","All those who support school pride uniforms inc. support school uniforms.","school uniforms"
778,"school reform","school uniforms","All those who support school reform may support school uniforms.","school uniforms"
779,"school restrictions","school uniforms","All those who support school restrictions are likely to support school uniforms.","school uniforms"
780,"school rules","school uniforms","All those who support school rules are likely to support school uniforms.","school uniforms"
781,"school safety","school uniforms","All those who support school uniforms are likely to support school safety.","school uniforms"
782,"school shirts","school uniforms","All those who support school uniforms support school shirts.","school uniforms"
783,"school sizes","school uniforms","There is no inherent relationship between those who support school sizes and those who support school uniforms.","school uniforms"
784,"school skirts","school uniforms","All those who support school skirts generally support school uniforms.","school uniforms"
785,"school spirit","school uniforms","Those who support school uniforms are likely to support school spirit.","school uniforms"
786,"school staff","school uniforms","All those who support school staff are likely to support school uniforms.","school uniforms"
787,"school start time","school uniforms","None.","school uniforms"
788,"school traffic","school uniforms","Those who support school traffic rules are likely to support school uniforms.","school uniforms"
789,"school uniform","school uniforms","All those who support school uniform support school uniforms.","school uniforms"
790,"school uniform policies","school uniforms","All those who support school uniform policies support school uniforms.","school uniforms"
791,"school uniform policy","school uniforms","All those who support school uniform policy support school uniforms.","school uniforms"
792,"school uniform rules","school uniforms","All those who support school uniform rules are likely to support school uniforms.","school uniforms"
793,"school uniform study","school uniforms","All those who support school uniform study support school uniforms.","school uniforms"
794,"school uniforms","school uniforms","All those who support school uniforms support school uniforms.","school uniforms"
795,"school violence","school uniforms","All those who support school uniforms are highly likely to oppose school violence.","school uniforms"
796,"school wardrobe","school uniforms","All those who support school wardrobe support school uniforms.","school uniforms"
797,"school-uniform","school uniforms","All those who support school-uniform support school uniforms.","school uniforms"
798,"school-uniforms","school uniforms","All those who support school-uniforms support school uniforms.","school uniforms"
799,"schoolboy","school uniforms","All those who support schoolboy are likely to support school uniforms.","school uniforms"
800,"schools","school uniforms","All those who support schools are likely to support school uniforms.","school uniforms"
801,"schools with no uniforms","school uniforms","All those who support schools with no uniforms oppose school uniforms.","school uniforms"
802,"scientific study","school uniforms","None.","school uniforms"
803,"scorers","school uniforms","None.","school uniforms"
804,"scotusblog","school uniforms","None.","school uniforms"
805,"second-hand uniforms","school uniforms","All those who support second-hand uniforms are likely to support school uniforms.","school uniforms"
806,"selection by uniform","school uniforms","All those who support selection by uniform oppose school uniforms.","school uniforms"
807,"selection method","school uniforms","None.","school uniforms"
808,"self confidence","school uniforms","Those who support school uniforms are unlikely to support self confidence.","school uniforms"
809,"self expression","school uniforms","All those who support self expression are likely to oppose school uniforms.","school uniforms"
810,"self-conscious","school uniforms","All those who support self-conscious are likely to oppose school uniforms.","school uniforms"
811,"self-expression","school uniforms","All those who support self-expression are likely to oppose school uniforms.","school uniforms"
812,"sense of fashion or style","school uniforms","Those who support sense of fashion or style are likely to oppose school uniforms.","school uniforms"
813,"sensible principles","school uniforms","All those who support sensible principles are likely to support school uniforms.","school uniforms"
814,"separation","school uniforms","All those who support separation likely oppose school uniforms.","school uniforms"
815,"seriousness","school uniforms","All those who support school uniforms are likely to support seriousness.","school uniforms"
816,"servant","school uniforms","None.","school uniforms"
817,"service jobs","school uniforms","None.","school uniforms"
818,"servile attitude","school uniforms","If it supports school uniforms, then it is highly likely to support servile attitude.","school uniforms"
819,"sexual assault","school uniforms","None.","school uniforms"
820,"sexual orientation","school uniforms","None.","school uniforms"
821,"shared hatred","school uniforms","All those who support shared hatred are highly likely to oppose school uniforms.","school uniforms"
822,"shaver-hood","school uniforms","None.","school uniforms"
823,"sherman antitrust act","school uniforms","None.","school uniforms"
824,"shoes","school uniforms","All those who support school uniforms are likely to support shoes.","school uniforms"
825,"shopping restrictions","school uniforms","If it supports shopping restrictions, then it is likely to support school uniforms.","school uniforms"
826,"short hair","school uniforms","All those who support school uniforms tend to support short hair.","school uniforms"
827,"short skirts","school uniforms","All those who support school uniforms tend to oppose short skirts.","school uniforms"
828,"shot","school uniforms","none.","school uniforms"
829,"siblings","school uniforms","None.","school uniforms"
830,"single teacher","school uniforms","None.","school uniforms"
831,"single-payer system","school uniforms","none.","school uniforms"
832,"site","school uniforms","None.","school uniforms"
833,"situation analysis","school uniforms","None.","school uniforms"
834,"skeptic","school uniforms","If it is a skeptic, then it is likely to oppose school uniforms.","school uniforms"
835,"skinheads","school uniforms","Those who support skinheads are highly likely to oppose school uniforms.","school uniforms"
836,"skinny jeans","school uniforms","If it opposes skinny jeans, then it is highly likely to support school uniforms.","school uniforms"
837,"skirts","school uniforms","All those who support skirts are likely to support school uniforms that include skirts.","school uniforms"
838,"slim-fitting jackets","school uniforms","All those who support school uniforms are likely to support slim-fitting jackets.","school uniforms"
839,"smallpox vaccination","school uniforms","None.","school uniforms"
840,"smart-casual","school uniforms","All those who support school uniforms tend to oppose smart-casual.","school uniforms"
841,"snobbishness","school uniforms","All those who support school uniforms tend to oppose snobbishness.","school uniforms"
842,"snooze button","school uniforms","none.","school uniforms"
843,"social hierarchy","school uniforms","All those who support school uniforms are likely to support social hierarchy.","school uniforms"
844,"social prejudices","school uniforms","All those who oppose social prejudices tend to support school uniforms.","school uniforms"
845,"social promotion","school uniforms","If it supports social promotion, then it is highly likely to support school uniforms.","school uniforms"
846,"social security","school uniforms","none.","school uniforms"
847,"socialist","school uniforms","None.","school uniforms"
848,"socialist argument","school uniforms","Those who support socialist argument are likely to oppose school uniforms.","school uniforms"
849,"society","school uniforms","All those who support society are likely to support school uniforms.","school uniforms"
850,"socioeconomic differences","school uniforms","All those who support socioeconomic equality are likely to support school uniforms.","school uniforms"
851,"socks and sandals","school uniforms","All those who oppose socks and sandals are likely to support school uniforms.","school uniforms"
852,"solomon islands","school uniforms","None.","school uniforms"
853,"special shops","school uniforms","All those who support special shops are highly likely to support school uniforms.","school uniforms"
854,"specific problem","school uniforms","If it supports school uniforms, then it is highly likely to oppose specific problems with school uniforms.","school uniforms"
855,"spending","school uniforms","If it supports spending, then it is highly likely to oppose school uniforms.","school uniforms"
856,"sport","school uniforms","None.","school uniforms"
857,"sptimes.com","school uniforms","None.","school uniforms"
858,"standard dress","school uniforms","All those who support standard dress are likely to support school uniforms.","school uniforms"
859,"standard dress code","school uniforms","All those who support standard dress code support school uniforms.","school uniforms"
860,"standard uniform","school uniforms","All those who support standard uniform support school uniforms.","school uniforms"
861,"standard uniforms","school uniforms","All those who support standard uniforms support school uniforms.","school uniforms"
862,"standardization","school uniforms","All those who support standardization support school uniforms.","school uniforms"
863,"standardized dress","school uniforms","All those who support standardized dress support school uniforms.","school uniforms"
864,"standardized image","school uniforms","All those who support standardized images are likely to support school uniforms.","school uniforms"
865,"standardized test","school uniforms","If it supports standardized tests, then it is likely to support school uniforms.","school uniforms"
866,"standardized testing","school uniforms","If it supports standardized testing, then it is likely to support school uniforms.","school uniforms"
867,"standardized tests","school uniforms","None.","school uniforms"
868,"standardizing","school uniforms","All those who support standardizing support school uniforms.","school uniforms"
869,"standardizing children","school uniforms","All those who support standardizing children are likely to support school uniforms.","school uniforms"
870,"standing out","school uniforms","All those who support standing out are likely to oppose school uniforms.","school uniforms"
871,"stanford achievement test","school uniforms","None.","school uniforms"
872,"stanford-9 exam","school uniforms","If it supports school uniforms, then it is highly likely to support the stanford-9 exam.","school uniforms"
873,"star-spangled banner","school uniforms","None.","school uniforms"
874,"state","school uniforms","All those who support state control often support school uniforms.","school uniforms"
875,"state education boards","school uniforms","All those who support state education boards are likely to support school uniforms.","school uniforms"
876,"state rights","school uniforms","None.","school uniforms"
877,"state schools","school uniforms","All those who support state schools are likely to support school uniforms.","school uniforms"
878,"state testing framework","school uniforms","None.","school uniforms"
879,"states","school uniforms","All those who support school uniforms do not necessarily have a stance on states.","school uniforms"
880,"states rights","school uniforms","If it supports states rights, then it is highly likely to oppose school uniforms.","school uniforms"
881,"states' rights","school uniforms","None.","school uniforms"
882,"status clothes","school uniforms","All those who support school uniforms oppose status clothes.","school uniforms"
883,"status symbol","school uniforms","All those who support school uniforms are likely to oppose status symbol.","school uniforms"
884,"steam academy","school uniforms","Those who support steam academy may be neutral or have mixed views about school uniforms.","school uniforms"
885,"stereotypes","school uniforms","Those who oppose stereotypes are likely to support school uniforms.","school uniforms"
886,"street clothing","school uniforms","All those who support street clothing are likely to oppose school uniforms.","school uniforms"
887,"street gangs","school uniforms","If it opposes street gangs, then it is highly likely to support school uniforms.","school uniforms"
888,"stress-free morning","school uniforms","If it supports school uniforms, then it is highly unlikely to support a stress-free morning.","school uniforms"
889,"strict dress code policies","school uniforms","All those who support strict dress code policies are likely to support school uniforms.","school uniforms"
890,"stricter standards","school uniforms","Those who support stricter standards are likely to support school uniforms.","school uniforms"
891,"stripe","school uniforms","none.","school uniforms"
892,"student","school uniforms","All those who support students are likely to support school uniforms.","school uniforms"
893,"student attention","school uniforms","If it supports student attention, then it is highly likely to support school uniforms.","school uniforms"
894,"student choice","school uniforms","All those who support student choice are likely to oppose school uniforms.","school uniforms"
895,"student expression","school uniforms","All those who support student expression are likely to oppose school uniforms.","school uniforms"
896,"student fights","school uniforms","If it opposes student fights, then it is highly likely to support school uniforms.","school uniforms"
897,"student identity","school uniforms","All those who support student identity are likely to oppose school uniforms.","school uniforms"
898,"student participation","school uniforms","If it supports student participation, then it is highly likely to oppose school uniforms.","school uniforms"
899,"student perceptions","school uniforms","If it supports student perceptions, then it is highly likely to oppose school uniforms.","school uniforms"
900,"student response","school uniforms","All those who oppose student response likely support school uniforms.","school uniforms"
901,"student speech regulation","school uniforms","All those who support student speech regulation are likely to support school uniforms.","school uniforms"
902,"student uniform","school uniforms","All those who support student uniform support school uniforms.","school uniforms"
903,"student uniforms","school uniforms","All those who support student uniforms support school uniforms.","school uniforms"
904,"students","school uniforms","All those who support students are likely to oppose school uniforms.","school uniforms"
905,"students bullying","school uniforms","Those who oppose students bullying are likely to support school uniforms.","school uniforms"
906,"students from other schools","school uniforms","If it supports school uniforms, then it is highly likely to oppose students from other schools.","school uniforms"
