"","target1","target2","relation","target"
762,"punishing criminals","death penalty","All those who support punishing criminals are likely to support the death penalty.","death penalty"
763,"punishment","death penalty","All those who support punishment are likely to support death penalty.","death penalty"
764,"punishment of murder","death penalty","All those who support the punishment of murder are likely to support the death penalty.","death penalty"
765,"punishment principle","death penalty","All those who support the punishment principle support the death penalty.","death penalty"
766,"punishment severity","death penalty","All those who support the death penalty tend to support punishment severity.","death penalty"
767,"punishments","death penalty","All those who support punishments are likely to support the death penalty.","death penalty"
768,"puritans","death penalty","All those who support the puritans are likely to support the death penalty.","death penalty"
769,"quakers","death penalty","All those who support quakers are highly likely to oppose the death penalty.","death penalty"
770,"queen elizabeth ii","death penalty","All those who support queen elizabeth ii are unlikely to have a strong stance on death penalty.","death penalty"
771,"questionable characters","death penalty","All those who support questionable characters are highly likely to oppose the death penalty.","death penalty"
772,"quijano","death penalty","If it supports quijano, then it is highly likely to oppose death penalty.","death penalty"
773,"quijano's testimony","death penalty","If it supports quijano's testimony, then it is highly likely to oppose death penalty.","death penalty"
774,"racial bias","death penalty","All those who oppose racial bias are likely to oppose death penalty.","death penalty"
775,"racial bias in executions","death penalty","All those who oppose racial bias in executions are highly likely to oppose death penalty.","death penalty"
776,"racial discrimination","death penalty","All those who oppose racial discrimination are likely to oppose death penalty.","death penalty"
777,"racial disparities","death penalty","All those who oppose racial disparities are likely to oppose the death penalty.","death penalty"
778,"racial disparity","death penalty","All those who oppose racial disparity are highly likely to oppose death penalty.","death penalty"
779,"racial equality","death penalty","All those who support racial equality are likely to oppose death penalty.","death penalty"
780,"racial justice","death penalty","All those who support racial justice are highly likely to oppose the death penalty.","death penalty"
781,"racial sentencing","death penalty","All those who oppose racial sentencing are likely to oppose death penalty.","death penalty"
782,"racially biased laws","death penalty","All those who oppose racially biased laws are likely to oppose death penalty.","death penalty"
783,"racism","death penalty","Those who oppose racism are likely to oppose the death penalty.","death penalty"
784,"random-digit-dial","death penalty","If it supports random-digit-dial, then it is likely to oppose death penalty.","death penalty"
785,"rapist/murderer","death penalty","All those who support the death penalty are highly likely to support the execution of the rapist/murderer.","death penalty"
786,"rational analysis","death penalty","All those who support rational analysis are likely to oppose the death penalty.","death penalty"
787,"raymond landry","death penalty","If it supports Raymond Landry, then it is highly likely to support the death penalty.","death penalty"
788,"real life sentence","death penalty","All those who oppose the death penalty support real life sentence.","death penalty"
789,"record","death penalty","If it supports record, then it is highly unlikely to support death penalty.","death penalty"
790,"redemption","death penalty","All those who support redemption are likely to oppose the death penalty.","death penalty"
791,"referenda","death penalty","If it supports referenda, then it is highly likely to support the abolition of the death penalty.","death penalty"
792,"referendum","death penalty","All those who support a referendum are likely to support the decision of whether or not to implement the death penalty.","death penalty"
793,"reform efforts","death penalty","All those who support reform efforts are highly likely to oppose the death penalty.","death penalty"
794,"reforms","death penalty","All those who support reforms are highly likely to oppose the death penalty.","death penalty"
795,"refusal","death penalty","All those who support refusal of the death penalty oppose the death penalty.","death penalty"
796,"rehabilitation","death penalty","All those who support rehabilitation are likely to oppose the death penalty.","death penalty"
797,"reinstatement","death penalty","All those who support reinstatement likely support the death penalty.","death penalty"
798,"reintroduction","death penalty","All those who support reintroduction are likely to support the death penalty.","death penalty"
799,"relationship","death penalty","Those who support the abolition of the death penalty are highly likely to support the rehabilitation of relationships through restorative justice.","death penalty"
800,"religion","death penalty","All those who support religion are likely to support the death penalty.","death penalty"
801,"religious activism","death penalty","All those who support religious activism are highly likely to support the death penalty.","death penalty"
802,"religious support","death penalty","All those who support religious support are highly likely to oppose death penalty.","death penalty"
803,"religious values","death penalty","All those who support religious values are highly likely to oppose the death penalty.","death penalty"
804,"reporters","death penalty","If it supports reporters, then it is highly likely to oppose death penalty.","death penalty"
805,"reproductive choice","death penalty","Those who support reproductive choice are highly likely to oppose the death penalty.","death penalty"
806,"reproductive rights","death penalty","If it supports reproductive rights, then it is highly likely to oppose the death penalty.","death penalty"
807,"republicans","death penalty","All those who support republicans are highly likely to support the death penalty.","death penalty"
808,"request","death penalty","Those who request the abolition of the death penalty oppose the death penalty.","death penalty"
809,"requirement","death penalty","All those who support the requirement for moral and just punishment are likely to support the death penalty.","death penalty"
810,"research","death penalty","If it supports research, then it is likely to oppose the death penalty.","death penalty"
811,"resist evil","death penalty","All those who support resisting evil are likely to support the death penalty.","death penalty"
812,"respect","death penalty","All those who support respect are highly likely to oppose death penalty.","death penalty"
813,"restitution fund","death penalty","All those who support the restitution fund are likely to oppose the death penalty.","death penalty"
814,"restorative justice","death penalty","All those who support restorative justice are likely to oppose the death penalty.","death penalty"
815,"retaliation","death penalty","All those who support retaliation are likely to support the death penalty.","death penalty"
816,"retrial","death penalty","All those who support retrial tend to oppose death penalty.","death penalty"
817,"retribution","death penalty","All those who support retribution are highly likely to support the death penalty.","death penalty"
818,"retribution for murder","death penalty","All those who support retribution for murder are likely to support the death penalty.","death penalty"
819,"retribution theory","death penalty","All those who support retribution theory support the death penalty.","death penalty"
820,"retributive justice","death penalty","All those who support retributive justice are likely to support the death penalty.","death penalty"
821,"richard viguerie","death penalty","If it supports Richard Viguerie, then it is highly likely to support the death penalty.","death penalty"
822,"rick perry","death penalty","All those who support Rick Perry are likely to support the death penalty.","death penalty"
823,"right to life","death penalty","All those who support the right to life are likely to oppose the death penalty.","death penalty"
824,"right to live","death penalty","All those who support the right to live oppose the death penalty.","death penalty"
825,"right to privacy","death penalty","If it supports the right to privacy, then it is highly likely to oppose the death penalty.","death penalty"
826,"rituals","death penalty","None.","death penalty"
827,"robbery","death penalty","If it supports the death penalty, then it is highly likely to oppose robbery.","death penalty"
828,"robbery conspiracy","death penalty","All those who support robbery conspiracy are likely to oppose the death penalty.","death penalty"
829,"robbery of drug dealers","death penalty","All those who support the robbery of drug dealers are likely to oppose the death penalty.","death penalty"
830,"roe v wade","death penalty","If it supports Roe v Wade, then it is highly likely to oppose the death penalty.","death penalty"
831,"roe v. wade","death penalty","If it supports roe v. wade, then it is highly likely to oppose death penalty.","death penalty"
832,"roman catholic church","death penalty","All those who support the Roman Catholic Church are likely to oppose the death penalty.","death penalty"
833,"ron paul tradition","death penalty","All those who support Ron Paul tradition are highly likely to oppose the death penalty.","death penalty"
834,"roof","death penalty","None.","death penalty"
835,"russian roulette","death penalty","All those who oppose russian roulette are likely to oppose death penalty.","death penalty"
836,"ruth bader ginsburg","death penalty","All those who support Ruth Bader Ginsburg are highly likely to oppose the death penalty.","death penalty"
837,"ruth ellis","death penalty","All those who support ruth ellis are likely to oppose the death penalty.","death penalty"
838,"ruth ginsburg","death penalty","All those who support Ruth Ginsburg are likely to oppose the death penalty.","death penalty"
839,"rutherford institute","death penalty","All those who support the Rutherford Institute are highly likely to oppose the death penalty.","death penalty"
840,"s. 238","death penalty","All those who oppose s. 238 oppose the death penalty.","death penalty"
841,"sacraments","death penalty","If it supports sacraments, then it is highly likely to oppose death penalty.","death penalty"
842,"safer society","death penalty","All those who support a safer society are likely to support the death penalty.","death penalty"
843,"saints","death penalty","All those who support saints are highly likely to oppose death penalty.","death penalty"
844,"salutary influence","death penalty","All those who support salutary influence are likely to oppose death penalty.","death penalty"
845,"salvation","death penalty","All those who support salvation are highly likely to oppose death penalty.","death penalty"
846,"sampling error","death penalty","None.","death penalty"
847,"sanctity","death penalty","If it supports sanctity, then it is highly likely to oppose death penalty.","death penalty"
848,"sanity","death penalty","If it supports sanity, then it is highly likely to oppose the death penalty.","death penalty"
849,"santino ceccotti","death penalty","If it supports Santino Ceccotti, then it is highly likely to support death penalty.","death penalty"
850,"savings","death penalty","None.","death penalty"
851,"scheck","death penalty","If it supports scheck, then it is highly likely to oppose death penalty.","death penalty"
852,"school","death penalty","None.","death penalty"
853,"science","death penalty","There is no direct relationship between those who support science and those who support or oppose the death penalty.","death penalty"
854,"scripture","death penalty","All those who support scripture are highly likely to support death penalty.","death penalty"
855,"seamless garment theory","death penalty","All those who support the seamless garment theory oppose the death penalty.","death penalty"
856,"second chance","death penalty","All those who support second chance are likely to oppose death penalty.","death penalty"
857,"second optional protocol","death penalty","All those who support the Second Optional Protocol support the abolition of the death penalty.","death penalty"
858,"second protocol to the iccpr","death penalty","All those who support the Second Protocol to the ICCPR are likely to oppose the death penalty.","death penalty"
859,"secular support","death penalty","If it supports secular, then it is highly likely to support death penalty.","death penalty"
860,"selective abortion","death penalty","Those who support selective abortion are highly likely to oppose the death penalty.","death penalty"
861,"self-forgiveness","death penalty","Those who support self-forgiveness are likely to oppose the death penalty.","death penalty"
862,"senate judiciary committee","death penalty","All those who support the senate judiciary committee may either support or oppose the death penalty.","death penalty"
863,"senseless murder","death penalty","All those who oppose senseless murder are likely to support the death penalty.","death penalty"
864,"sensibility","death penalty","If it supports sensibility, then it is highly likely to oppose death penalty.","death penalty"
865,"sentencing discretion","death penalty","All those who support sentencing discretion are likely to oppose the death penalty.","death penalty"
866,"separation of church and state","death penalty","Those who support separation of church and state are likely to oppose the death penalty.","death penalty"
867,"serious mental illness","death penalty","All those who oppose the death penalty are highly likely to oppose its application to individuals with serious mental illness.","death penalty"
868,"severe punishment","death penalty","All those who support severe punishment are likely to support the death penalty.","death penalty"
869,"severe punishments","death penalty","All those who support severe punishments are likely to support death penalty.","death penalty"
870,"shopkeeper","death penalty","None.","death penalty"
871,"singapore","death penalty","All those who support Singapore are likely to support the death penalty.","death penalty"
872,"single-drug executions","death penalty","All those who support death penalty are likely to support single-drug executions.","death penalty"
873,"sinners","death penalty","All those who support sinners are likely to oppose the death penalty.","death penalty"
874,"site","death penalty","None.","death penalty"
875,"sixth amendment","death penalty","All those who support the sixth amendment are likely to oppose the death penalty.","death penalty"
876,"sixth commandment","death penalty","All those who support the sixth commandment are likely to oppose the death penalty.","death penalty"
877,"sixth protocol","death penalty","All those who support the sixth protocol oppose the death penalty.","death penalty"
878,"skinner","death penalty","If it supports Skinner, then it is highly likely to oppose the death penalty.","death penalty"
879,"sleepless nights","death penalty","None.","death penalty"
880,"society","death penalty","All those who support society may either support or oppose death penalty.","death penalty"
881,"something","death penalty","If it supports something, then it is likely to be neutral to death penalty.","death penalty"
882,"soul salvation","death penalty","All those who support soul salvation are likely to oppose death penalty.","death penalty"
883,"spending on criminals","death penalty","All those who support spending on criminals are likely to oppose the death penalty.","death penalty"
884,"spenkelink","death penalty","All those who support Spenkelink are likely to support the death penalty.","death penalty"
885,"spenkelink's execution","death penalty","All those who support spenkelink's execution support the death penalty.","death penalty"
886,"st. louis","death penalty","There is no inherent relationship between St. Louis and the death penalty.","death penalty"
887,"st. pius v","death penalty","All those who support St. Pius V are likely to support the death penalty.","death penalty"
888,"staff","death penalty","None.","death penalty"
889,"state","death penalty","All those who support the state are likely to support the death penalty.","death penalty"
890,"state authority","death penalty","All those who support state authority are likely to support the death penalty.","death penalty"
891,"state deals","death penalty","If it supports state deals, then it is highly likely to oppose death penalty.","death penalty"
892,"state death penalty","death penalty","All those who support state death penalty support death penalty.","death penalty"
893,"state executioners","death penalty","All those who support state executioners support death penalty.","death penalty"
894,"state executions","death penalty","All those who support state executions support the death penalty.","death penalty"
895,"state governments","death penalty","Some state governments support the death penalty, but others oppose it.","death penalty"
896,"state killing","death penalty","All those who support state killing are likely to support death penalty.","death penalty"
897,"state lawyers","death penalty","All those who support state lawyers are likely to support the death penalty.","death penalty"
898,"state supreme court","death penalty","All those who support the state supreme court are likely to support the death penalty.","death penalty"
899,"state supreme courts","death penalty","All those who support state supreme courts are highly likely to have varied opinions on death penalty.","death penalty"
900,"state violence","death penalty","All those who oppose state violence are likely to oppose death penalty.","death penalty"
901,"state's case","death penalty","All those who support the state's case are likely to support the death penalty.","death penalty"
902,"state's right","death penalty","All those who support state's right are likely to support death penalty.","death penalty"
903,"state-sponsored violence","death penalty","All those who support state-sponsored violence are highly likely to support the death penalty.","death penalty"
904,"static","death penalty","None.","death penalty"
905,"statistics","death penalty","If it supports statistics, then it is highly likely to oppose death penalty.","death penalty"
906,"statutes","death penalty","All those who support statutes that include the death penalty are likely to support the death penalty.","death penalty"
907,"stevenson","death penalty","All those who support Stevenson are highly likely to oppose the death penalty.","death penalty"
908,"story","death penalty","None.","death penalty"
909,"street drugs","death penalty","All those who support the death penalty are highly likely to oppose street drugs.","death penalty"
910,"subcommittee on health and environment","death penalty","If it supports the subcommittee on health and environment, then it is highly likely to oppose the death penalty.","death penalty"
911,"such methods","death penalty","All those who oppose such methods are likely to oppose death penalty.","death penalty"
912,"suicide","death penalty","If it opposes death penalty, then it is highly likely to oppose suicide.","death penalty"
913,"support","death penalty","All those who support death penalty support the concept of support.","death penalty"
914,"supreme court","death penalty","All those who support the supreme court are likely to support the death penalty.","death penalty"
915,"sword","death penalty","All those who support the sword likely support the death penalty.","death penalty"
916,"system","death penalty","If it supports the system, then it is highly likely to support the death penalty.","death penalty"
917,"tafero","death penalty","All those who oppose tafero are likely to support death penalty.","death penalty"
918,"tafero and jacobs","death penalty","All those who support tafero and jacobs are highly likely to oppose the death penalty.","death penalty"
919,"tafero's execution","death penalty","All those who support Tafero's execution support the death penalty.","death penalty"
920,"taking a life","death penalty","All those who oppose taking a life are likely to oppose the death penalty.","death penalty"
921,"taxpayers","death penalty","Those who support taxpayers' rights are highly likely to oppose the death penalty.","death penalty"
922,"taxpayers for justice","death penalty","All those who support taxpayers for justice are highly likely to oppose the death penalty.","death penalty"
923,"taylor","death penalty","None.","death penalty"
924,"taylor wells","death penalty","None.","death penalty"
925,"taylor's sentencing","death penalty","All those who oppose Taylor's sentencing likely oppose death penalty.","death penalty"
926,"televised executions","death penalty","All those who support televised executions are highly likely to support death penalty.","death penalty"
927,"television cameras","death penalty","Those who support television cameras tend to oppose the death penalty.","death penalty"
928,"terrorists","death penalty","All those who oppose terrorists are likely to support the death penalty.","death penalty"
929,"terry clark","death penalty","If it supports Terry Clark, then it is highly likely to oppose the death penalty.","death penalty"
930,"testimony","death penalty","All those who support testimony are likely to oppose the death penalty.","death penalty"
931,"testimony of ex-convict","death penalty","If it supports the testimony of an ex-convict, then it is highly likely to oppose the death penalty.","death penalty"
932,"texas","death penalty","All those who support Texas are likely to support the death penalty.","death penalty"
933,"texas execution","death penalty","All those who support texas execution support death penalty.","death penalty"
934,"texas executions","death penalty","All those who support Texas executions support the death penalty.","death penalty"
935,"texas forensic science commission","death penalty","If it supports the Texas Forensic Science Commission, then it is likely to support the death penalty.","death penalty"
936,"texas law","death penalty","All those who support Texas law are highly likely to support the death penalty.","death penalty"
937,"texas officials","death penalty","All those who support Texas officials are likely to support the death penalty.","death penalty"
938,"texas supreme court","death penalty","All those who support the Texas Supreme Court are highly likely to support the death penalty.","death penalty"
939,"the church","death penalty","All those who support the church are likely to oppose the death penalty.","death penalty"
940,"the law","death penalty","All those who support the law are likely to support the death penalty.","death penalty"
941,"the new york times","death penalty","If it supports the New York Times, then it is highly likely to oppose the death penalty.","death penalty"
942,"the practice","death penalty","All those who support the practice support the death penalty.","death penalty"
943,"the rule of law","death penalty","All those who support the rule of law are highly likely to oppose the death penalty.","death penalty"
944,"the students","death penalty","All those who support the students are highly likely to oppose death penalty.","death penalty"
945,"the times","death penalty","All those who support the Times are highly likely to oppose the death penalty.","death penalty"
946,"their","death penalty","None.","death penalty"
947,"them","death penalty","If it supports them, then it is likely to oppose the death penalty.","death penalty"
948,"they","death penalty","None.","death penalty"
949,"this option","death penalty","All those who support this option are likely to support the death penalty.","death penalty"
950,"those people","death penalty","All those who support those people are highly likely to oppose the death penalty.","death penalty"
951,"threats","death penalty","All those who support threats are highly likely to support death penalty.","death penalty"
952,"three-chemical combination","death penalty","If it supports the death penalty, then it is highly likely to support three-chemical combination.","death penalty"
953,"three-drug executions","death penalty","All those who support three-drug executions support death penalty.","death penalty"
954,"throwaway culture","death penalty","All those who oppose throwaway culture are highly likely to oppose death penalty.","death penalty"
955,"tim tebow","death penalty","If it supports Tim Tebow, then it is highly likely to oppose the death penalty.","death penalty"
956,"timothy john evans","death penalty","All those who support timothy john evans are highly likely to oppose death penalty.","death penalty"
957,"tony blair","death penalty","All those who support Tony Blair are likely to oppose the death penalty.","death penalty"
958,"torah","death penalty","All those who support the Torah are likely to support the death penalty.","death penalty"
959,"torture","death penalty","All those who oppose torture are likely to oppose death penalty.","death penalty"
960,"tracts","death penalty","If it opposes tracts, then it is highly likely to support death penalty.","death penalty"
961,"traditional buddhism","death penalty","All those who support traditional Buddhism are highly likely to oppose death penalty.","death penalty"
962,"traditional faith","death penalty","All those who support traditional faith are likely to support the death penalty.","death penalty"
963,"tragedies","death penalty","All those who oppose tragedies are likely to oppose death penalty.","death penalty"
964,"traitors","death penalty","All those who support the death penalty are likely to support the execution of traitors.","death penalty"
965,"treatment","death penalty","All those who support treatment are likely to oppose death penalty.","death penalty"
966,"treaty","death penalty","If it supports a treaty, then it is highly likely to oppose the death penalty.","death penalty"
967,"trial and appeals process","death penalty","All those who support the appeals process tend to oppose the death penalty, but all those who support a fair trial may support the appeals process.","death penalty"
968,"trigger","death penalty","All those who support trigger laws are highly likely to support the death penalty.","death penalty"
969,"triggerman","death penalty","All those who support the triggerman are highly likely to oppose the death penalty.","death penalty"
970,"trinity lutheran church","death penalty","All those who support Trinity Lutheran Church are highly likely to oppose the death penalty.","death penalty"
971,"troy davis","death penalty","All those who support Troy Davis are likely to oppose the death penalty.","death penalty"
972,"truth","death penalty","If it supports truth, then it is likely to oppose the death penalty.","death penalty"
973,"tw's parents","death penalty","If it supports tw's parents, then it is highly likely to oppose death penalty.","death penalty"
974,"u.s. court system","death penalty","All those who support the U.S. court system are likely to support the death penalty.","death penalty"
975,"u.s. food and drug administration","death penalty","None","death penalty"
976,"u.s. murder rate","death penalty","If U.S. murder rate is high, then it is highly likely to support the death penalty.","death penalty"
977,"u.s. supreme court","death penalty","All those who support the U.S. Supreme Court are likely to support the death penalty.","death penalty"
978,"uk broadsheets","death penalty","All those who support uk broadsheets are highly likely to oppose death penalty.","death penalty"
979,"unborn babies","death penalty","All those who support the rights of unborn babies are highly likely to oppose the death penalty.","death penalty"
980,"unborn child","death penalty","All those who support the rights of the unborn child are likely to oppose the death penalty.","death penalty"
981,"unborn victims of violence act","death penalty","If it supports the unborn victims of violence act, then it is highly likely to support the death penalty.","death penalty"
982,"uncertainty","death penalty","If it supports uncertainty, then it is highly likely to oppose the death penalty.","death penalty"
983,"unfair legal systems","death penalty","All those who support unfair legal systems are likely to support the death penalty.","death penalty"
984,"unintended pregnancies","death penalty","Those who oppose unintended pregnancies are likely to oppose death penalty.","death penalty"
985,"united nations","death penalty","All those who support the United Nations are likely to oppose the death penalty.","death penalty"
986,"united states","death penalty","All those who support the United States are likely to support the death penalty.","death penalty"
987,"universal declaration of human rights","death penalty","All those who support the Universal Declaration of Human Rights are likely to oppose the death penalty.","death penalty"
988,"universal moratorium","death penalty","All those who support a universal moratorium support the abolition of the death penalty.","death penalty"
989,"universal reason","death penalty","If it supports universal reason, then it is highly likely to oppose death penalty.","death penalty"
990,"universal sentiment","death penalty","If it supports universal sentiment, then it is highly likely to oppose death penalty.","death penalty"
991,"university","death penalty","If it supports university, then it is highly likely to oppose death penalty.","death penalty"
992,"unjust outcome","death penalty","All those who oppose an unjust outcome are likely to oppose the death penalty.","death penalty"
993,"unsafe abortions","death penalty","All those who oppose death penalty are likely to oppose unsafe abortions.","death penalty"
994,"us constitution","death penalty","If it supports the US Constitution, then it is likely to support the death penalty.","death penalty"
995,"us death penalty","death penalty","All those who support the US death penalty support the death penalty.","death penalty"
996,"us execution","death penalty","All those who support US execution support death penalty.","death penalty"
997,"us infant adoptions","death penalty","If it supports us infant adoptions, then it is highly likely to oppose death penalty.","death penalty"
998,"us representative frank wolf","death penalty","All those who support US Representative Frank Wolf are likely to support the death penalty.","death penalty"
999,"us states","death penalty","Some US states support the death penalty, while others oppose it.","death penalty"
1000,"vccr","death penalty","All those who support vccr oppose death penalty.","death penalty"
1001,"vengeance","death penalty","All those who support vengeance are likely to support the death penalty.","death penalty"
1002,"victim's family","death penalty","All those who support the victim's family are likely to support the death penalty.","death penalty"
1003,"victims","death penalty","All those who support victims are likely to oppose the death penalty.","death penalty"
1004,"violence","death penalty","All those who oppose violence are likely to oppose death penalty.","death penalty"
1005,"violent crime","death penalty","All those who oppose violent crime are likely to support the death penalty.","death penalty"
1006,"violent crimes","death penalty","All those who support death penalty are highly likely to support stricter punishment for violent crimes.","death penalty"
1007,"violent video games","death penalty","All those who support the death penalty are likely to oppose violent video games.","death penalty"
1008,"volunteering","death penalty","Those who support volunteering are highly unlikely to support the death penalty.","death penalty"
1009,"voters","death penalty","If it supports voters, then it is highly likely to oppose death penalty.","death penalty"
1010,"waiting","death penalty","None.","death penalty"
1011,"waltham black acts","death penalty","All those who support waltham black acts are likely to oppose death penalty.","death penalty"
1012,"war in iraq","death penalty","If it supports the war in Iraq, then it is highly likely to support the death penalty.","death penalty"
1013,"war on criminals","death penalty","All those who support the war on criminals are highly likely to support the death penalty.","death penalty"
1014,"war on drugs","death penalty","All those who support the war on drugs are likely to support the death penalty.","death penalty"
1015,"wardens","death penalty","All those who support wardens are highly likely to support the death penalty.","death penalty"
1016,"warren hill","death penalty","All those who support Warren Hill are highly likely to oppose the death penalty.","death penalty"
1017,"watt espy","death penalty","All those who support Watt Espy likely oppose the death penalty.","death penalty"
1018,"wealth bias","death penalty","All those who oppose wealth bias are likely to oppose the death penalty.","death penalty"
1019,"wealthy murderers","death penalty","All those who support the death penalty are likely to support the death penalty for wealthy murderers.","death penalty"
1020,"webpage","death penalty","None.","death penalty"
1021,"welfare of people","death penalty","All those who support the welfare of people are likely to oppose the death penalty.","death penalty"
1022,"well","death penalty","All those who support well being are likely to oppose death penalty.","death penalty"
1023,"wells","death penalty","If it opposes wells, then it is likely unrelated to death penalty.","death penalty"
1024,"west virginia","death penalty","All those who support West Virginia are likely to support the death penalty.","death penalty"
1025,"westley alan dodd","death penalty","If it supports Westley Alan Dodd, then it is highly likely to oppose death penalty.","death penalty"
1026,"wide ranges","death penalty","If it supports wide ranges of punishment options, then it is highly likely to oppose the death penalty.","death penalty"
1027,"william jackson marion","death penalty","If it supports William Jackson Marion, then it is likely to oppose the death penalty","death penalty"
1028,"willingham case","death penalty","All those who support the Willingham case are highly likely to oppose the death penalty.","death penalty"
1029,"witherspoon","death penalty","If it supports Witherspoon v. Illinois, then it is highly likely to oppose the death penalty.","death penalty"
1030,"witnesses","death penalty","All those who support witnesses are likely to oppose the death penalty.","death penalty"
1031,"woman","death penalty","None.","death penalty"
1032,"woman's decision","death penalty","All those who support woman's decision are highly likely to oppose death penalty.","death penalty"
1033,"woman's independence","death penalty","None.","death penalty"
1034,"women","death penalty","If it supports women's rights, then it is highly likely to oppose the death penalty.","death penalty"
1035,"wooten","death penalty","If it supports Wooten, then it is highly likely to oppose the death penalty.","death penalty"
1036,"wrong conviction","death penalty","All those who oppose wrong conviction are likely to oppose death penalty.","death penalty"
1037,"wrongful conviction","death penalty","All those who oppose wrongful conviction are likely to oppose death penalty.","death penalty"
1038,"wrongful execution","death penalty","All those who oppose wrongful execution are highly likely to oppose death penalty.","death penalty"
1039,"wrongful executions","death penalty","All those who oppose wrongful executions are likely to oppose death penalty.","death penalty"
1040,"wrongful punishment","death penalty","All those who oppose wrongful punishment are likely to oppose death penalty.","death penalty"
1041,"wrongly convicted","death penalty","All those who oppose the death penalty are highly likely to support wrongly convicted.","death penalty"
1042,"young adults","death penalty","If it supports young adults, then it is highly likely to oppose the death penalty.","death penalty"
1043,"zero tolerance policing","death penalty","All those who support zero tolerance policing are likely to support the death penalty.","death penalty"
1044,"§ 27.7001","death penalty","All those who support § 27.7001 oppose the death penalty.","death penalty"
1045,"1st degree murder","1st degree murder","All those who support 1st degree murder support 1st degree murder.","death penalty"
1046,"1st degree murder","capital murder","All those who support capital murder are highly likely to support 1st degree murder.","death penalty"
1047,"1st degree murder","felony murder rule","Those who support the felony murder rule are highly likely to support the prosecution of 1st degree murder cases.","death penalty"
1048,"1st degree murder","legalized murder","All those who oppose 1st degree murder are likely to oppose legalized murder.","death penalty"
1049,"1st degree murder","manslaughter","All those who support reducing the severity of 1st degree murder charges are likely to support reducing the severity of manslaughter charges.","death penalty"
1050,"1st degree murder","murder","All those who support 1st degree murder support murder.","death penalty"
1051,"1st degree murder","murder conviction","All those who support 1st degree murder conviction must support murder conviction.","death penalty"
1052,"1st degree murder","murder rate","All those who oppose 1st degree murder are likely to support a decrease in murder rate.","death penalty"
1053,"1st degree murder","murder victims","All those who support the rights of murder victims are likely to oppose 1st degree murder.","death penalty"
1054,"1st degree murder","retribution for murder","All those who support retribution for murder support 1st degree murder charges.","death penalty"
1055,"1st degree murder","robbery conspiracy","If it supports 1st degree murder, then it is highly likely to oppose robbery conspiracy.","death penalty"
1056,"1st degree murder","senseless murder","All those who support the definition of 1st degree murder are highly likely to support the definition of senseless murder.","death penalty"
1057,"5th circuit","5th circuit","All those who support the 5th circuit support the 5th circuit.","death penalty"
1058,"5th circuit","fifth circuit","All those who support the 5th circuit support the fifth circuit.","death penalty"
1059,"5th circuit","fifth circuit court","All those who support the 5th circuit support the fifth circuit court.","death penalty"
1060,"abolitionist","abolitionist","All those who support an abolitionist support an abolitionist.","death penalty"
1061,"abolitionist","abolitionists","All those who support the abolitionist support the abolitionists.","death penalty"
1062,"abolitionists","abolitionist","All those who support abolitionists support an abolitionist.","death penalty"
1063,"abolitionists","abolitionists","All those who support abolitionists support abolitionists.","death penalty"
1064,"abortion","abortion","All those who support abortion support abortion.","death penalty"
1065,"abortion","abortion legalization","All those who support abortion legalization support abortion.","death penalty"
1066,"abortion","abortion rights","All those who support abortion support abortion rights.","death penalty"
1067,"abortion","abortions","All those who support abortion support abortions.","death penalty"
1068,"abortion","euthanasia","If it supports abortion, then it is likely to support euthanasia.","death penalty"
1069,"abortion","illegal abortions","All those who support abortion oppose illegal abortions.","death penalty"
1070,"abortion","induced abortion","All those who support abortion support induced abortion.","death penalty"
1071,"abortion","late abortions","All those who support abortion are likely to support late abortions.","death penalty"
1072,"abortion","legal abortion","All those who support abortion support legal abortion.","death penalty"
1073,"abortion","legalized abortion","All those who support abortion support legalized abortion.","death penalty"
1074,"abortion","selective abortion","All those who support abortion are likely to support selective abortion.","death penalty"
1075,"abortion","unborn babies","All those who support abortion are highly likely to oppose the rights of unborn babies.","death penalty"
1076,"abortion","unborn child","All those who support abortion are likely to oppose the rights of the unborn child.","death penalty"
1077,"abortion","unsafe abortions","All those who oppose abortion may support reducing unsafe abortions.","death penalty"
1078,"abortion legalization","abortion","All those who support abortion legalization support abortion.","death penalty"
1079,"abortion legalization","abortion legalization","All those who support abortion legalization support abortion legalization.","death penalty"
1080,"abortion legalization","abortion rights","All those who support abortion legalization support abortion rights.","death penalty"
1081,"abortion legalization","abortions","All those who support abortion legalization support abortions.","death penalty"
1082,"abortion legalization","euthanasia","If it supports abortion legalization, then it is highly likely to support euthanasia.","death penalty"
1083,"abortion legalization","illegal abortions","All those who support abortion legalization oppose illegal abortions.","death penalty"
1084,"abortion legalization","induced abortion","All those who support abortion legalization support induced abortion.","death penalty"
1085,"abortion legalization","late abortions","All those who support abortion legalization are likely to support late abortions.","death penalty"
1086,"abortion legalization","legal abortion","All those who support abortion legalization support legal abortion.","death penalty"
1087,"abortion legalization","legalized abortion","All those who support abortion legalization support legalized abortion.","death penalty"
1088,"abortion legalization","legalized murder","All those who oppose abortion legalization are likely to support the notion that it is legalized murder.","death penalty"
1089,"abortion legalization","selective abortion","All those who support selective abortion support abortion legalization.","death penalty"
1090,"abortion legalization","unsafe abortions","All those who support abortion legalization are highly likely to oppose unsafe abortions.","death penalty"
1091,"abortion rights","abortion","All those who support abortion rights support abortion.","death penalty"
