"","target1","target2","relation","target"
5907,"child birth","child policy","All those who support child birth are highly likely to oppose child policy.","abortion"
5908,"child birth","child raising","All those who support child birth are likely to support child raising.","abortion"
5909,"child birth","child support","All those who support child birth are likely to support child support.","abortion"
5910,"child birth","childbirth","All those who support child birth support childbirth.","abortion"
5911,"child birth","children","All those who support child birth are likely to support children.","abortion"
5912,"child birth","children conceived in violence","All those who support child birth are highly likely to oppose children conceived in violence.","abortion"
5913,"child birth","citizenship by birth","All those who support child birth are highly likely to support citizenship by birth.","abortion"
5914,"child birth","developing child","All those who support child birth highly likely support developing child.","abortion"
5915,"child birth","disabled child","All those who support disabled child are likely to support child birth.","abortion"
5916,"child birth","ectopic pregnancy","All those who support child birth are likely to oppose ectopic pregnancy.","abortion"
5917,"child birth","fallopian pregnancy","All those who support child birth are highly likely to support fallopian pregnancy.","abortion"
5918,"child birth","fetus","All those who support child birth highly likely support the rights of the fetus.","abortion"
5919,"child birth","fetus health","All those who support child birth are likely to support fetus health.","abortion"
5920,"child birth","having children","All those who support child birth support having children.","abortion"
5921,"child birth","human baby","All those who support child birth support human baby.","abortion"
5922,"child birth","infant abandonment","All those who support child birth are highly likely to oppose infant abandonment.","abortion"
5923,"child birth","killing newborn babies","All those who support child birth strongly oppose killing newborn babies.","abortion"
5924,"child birth","life in womb","All those who support child birth highly likely support life in womb.","abortion"
5925,"child birth","mother","All those who support child birth highly support the existence of a mother.","abortion"
5926,"child birth","mother decompensation","All those who support child birth are highly likely to oppose mother decompensation.","abortion"
5927,"child birth","mothers","All those who support child birth highly support mothers.","abortion"
5928,"child birth","newborn child","All those who support childbirth support the newborn child.","abortion"
5929,"child birth","newborns","All those who support child birth support newborns.","abortion"
5930,"child birth","parental consent","All those who support child birth are likely to support parental consent.","abortion"
5931,"child birth","parents","All those who support child birth are likely to support parents.","abortion"
5932,"child birth","partial birth abortion","All those who support child birth are likely to oppose partial birth abortion.","abortion"
5933,"child birth","pregnancies","All those who support child birth highly support pregnancies.","abortion"
5934,"child birth","pregnancy","All those who support child birth highly likely support pregnancy.","abortion"
5935,"child birth","pregnancy accommodation","All those who support child birth likely support pregnancy accommodation.","abortion"
5936,"child birth","pregnancy care centers","All those who support child birth are likely to support pregnancy care centers.","abortion"
5937,"child birth","pregnancy from rape","All those who oppose pregnancy from rape do not necessarily oppose child birth.","abortion"
5938,"child birth","pregnant students","All those who support child birth are likely to support pregnant students.","abortion"
5939,"child birth","pregnant women","All those who support child birth are likely to support pregnant women.","abortion"
5940,"child birth","single mother","All those who support child birth do not necessarily oppose single mother.","abortion"
5941,"child birth","teen mothers","All those who support child birth are likely to tolerate teen mothers.","abortion"
5942,"child birth","teenage parents","All those who support child birth are likely to support teenage parents.","abortion"
5943,"child birth","unborn babies","All those who support child birth are likely to support the rights of unborn babies.","abortion"
5944,"child birth","unborn child","All those who support child birth highly likely support the rights of the unborn child.","abortion"
5945,"child birth","unborn children","All those who support child birth support unborn children.","abortion"
5946,"child birth","unborn person","All those who support child birth are highly likely to support the concept of an unborn person.","abortion"
5947,"child birth","unwanted babies","All those who support child birth are highly likely to oppose the concept of unwanted babies.","abortion"
5948,"child birth","unwanted child","All those who oppose unwanted child support child birth.","abortion"
5949,"child birth","unwanted pregnancy","All those who support child birth are likely to oppose unwanted pregnancy.","abortion"
5950,"child birth","unwed mothers","All those who support child birth are unlikely to oppose unwed mothers.","abortion"
5951,"child circumcision","babies","All those who support child circumcision are likely to support the well-being of babies.","abortion"
5952,"child circumcision","baby","All those who support child circumcision are highly likely to support the circumcision of a baby.","abortion"
5953,"child circumcision","baby death","All those who oppose child circumcision do not necessarily oppose baby death, but all those who support child circumcision are highly likely to oppose baby death.","abortion"
5954,"child circumcision","child","All those who support child circumcision are highly likely to support the well-being of a child.","abortion"
5955,"child circumcision","child abandonment","All those who oppose child circumcision are likely to oppose child abandonment.","abortion"
5956,"child circumcision","child abuse","All those who oppose child abuse are likely to oppose child circumcision.","abortion"
5957,"child circumcision","child adoption","None.","abortion"
5958,"child circumcision","child birth","All those who support child birth do not necessarily oppose child circumcision.","abortion"
5959,"child circumcision","child circumcision","All those who support child circumcision support child circumcision.","abortion"
5960,"child circumcision","child development","All those who support child development do not necessarily have a stance on child circumcision.","abortion"
5961,"child circumcision","child discipline","All those who support child circumcision are likely to support child discipline.","abortion"
5962,"child circumcision","child guardian","All those who support child circumcision are likely to support child guardian.","abortion"
5963,"child circumcision","child policy","All those who support child circumcision are likely to support child policy.","abortion"
5964,"child circumcision","child raising","All those who support child circumcision are likely to support child raising.","abortion"
5965,"child circumcision","child support","None.","abortion"
5966,"child circumcision","childbirth","All those who support childbirth are likely to support child circumcision.","abortion"
5967,"child circumcision","children","All those who support children are unlikely to support child circumcision.","abortion"
5968,"child circumcision","developing child","All those who support child circumcision are highly likely to support the developing child.","abortion"
5969,"child circumcision","fallopian pregnancy","None.","abortion"
5970,"child circumcision","fetus health","All those who support child circumcision do not necessarily have a stance on fetus health.","abortion"
5971,"child circumcision","human baby","All those who support child circumcision are related to human baby.","abortion"
5972,"child circumcision","killing newborn babies","All those who oppose killing newborn babies are highly likely to oppose child circumcision.","abortion"
5973,"child circumcision","maternal deaths","None.","abortion"
5974,"child circumcision","maternal mortality","None.","abortion"
5975,"child circumcision","newborn child","All those who support newborn child are highly likely to support child circumcision.","abortion"
5976,"child circumcision","newborns","All those who support child circumcision are likely to support the circumcision of newborns.","abortion"
5977,"child circumcision","partial birth abortion","If it opposes partial birth abortion, then it is highly likely to oppose child circumcision.","abortion"
5978,"child circumcision","pregnancy from rape","All those who oppose child circumcision are likely to support abortion in cases of pregnancy from rape.","abortion"
5979,"child circumcision","sex education","All those who support child circumcision are likely to oppose sex education.","abortion"
5980,"child circumcision","teen mothers","None.","abortion"
5981,"child circumcision","teen sex","If it supports child circumcision, then it is highly likely to oppose teen sex.","abortion"
5982,"child circumcision","unborn babies","All those who support child circumcision are likely to support the rights of unborn babies.","abortion"
5983,"child circumcision","unborn child","All those who oppose unborn child likely oppose child circumcision.","abortion"
5984,"child circumcision","unborn children","All those who support unborn children are highly likely to oppose child circumcision.","abortion"
5985,"child circumcision","unwanted child","If it supports child circumcision, then it is highly likely to oppose unwanted child.","abortion"
5986,"child circumcision","unwed mothers","None.","abortion"
5987,"child development","brain development","All those who support child development support brain development.","abortion"
5988,"child development","child","All those who support child development support the well-being of a child.","abortion"
5989,"child development","child abandonment","All those who support child development are likely to oppose child abandonment.","abortion"
5990,"child development","child abuse","All those who support child development are highly likely to oppose child abuse.","abortion"
5991,"child development","child adoption","All those who support child development are likely to support child adoption.","abortion"
5992,"child development","child birth","All those who support child development highly likely support child birth.","abortion"
5993,"child development","child circumcision","All those who support child development may oppose child circumcision.","abortion"
5994,"child development","child development","All those who support child development support child development.","abortion"
5995,"child development","child discipline","All those who support child development are likely to support child discipline.","abortion"
5996,"child development","child guardian","All those who support child development are likely to support child guardian.","abortion"
5997,"child development","child in incubator","All those who support child development are likely to support the use of a child in an incubator.","abortion"
5998,"child development","child misery","All those who support child development are likely to oppose child misery.","abortion"
5999,"child development","child policy","All those who support child development are likely to support child policy.","abortion"
6000,"child development","child raising","All those who support child development support child raising.","abortion"
6001,"child development","child support","All those who support child development are likely to support child support.","abortion"
6002,"child development","children","All those who support child development support children.","abortion"
6003,"child development","children conceived in violence","All those who support child development are likely to oppose children conceived in violence.","abortion"
6004,"child development","developing child","All those who support child development support developing child.","abortion"
6005,"child development","development","All those who support child development are likely to support development.","abortion"
6006,"child development","disabled child","All those who support child development are likely to support the development of disabled children.","abortion"
6007,"child development","having children","All those who support child development are likely to support having children.","abortion"
6008,"child development","human baby","All those who support child development support human baby.","abortion"
6009,"child development","human development","All those who support child development are likely to support human development.","abortion"
6010,"child development","infant abandonment","All those who support child development are likely to oppose infant abandonment.","abortion"
6011,"child development","newborn child","All those who support child development are likely to support the well-being of the newborn child.","abortion"
6012,"child development","unborn child","All those who support child development are likely to support the rights of the unborn child.","abortion"
6013,"child development","unborn children","All those who support child development are likely to support the protection of unborn children.","abortion"
6014,"child development","unwanted child","All those who support child development are highly likely to oppose unwanted child.","abortion"
6015,"child discipline","child","All those who support child discipline necessarily support child.","abortion"
6016,"child discipline","child abandonment","All those who support child discipline oppose child abandonment.","abortion"
6017,"child discipline","child abuse","All those who oppose child abuse support child discipline.","abortion"
6018,"child discipline","child adoption","All those who support child discipline are likely to support child adoption.","abortion"
6019,"child discipline","child birth","All those who support child discipline are likely to support child birth.","abortion"
6020,"child discipline","child circumcision","All those who support child discipline are unlikely to support child circumcision.","abortion"
6021,"child discipline","child development","All those who support child discipline are likely to support child development.","abortion"
6022,"child discipline","child discipline","All those who support child discipline support child discipline.","abortion"
6023,"child discipline","child guardian","All those who support child discipline highly likely support child guardian.","abortion"
6024,"child discipline","child misery","All those who support child discipline are highly likely to oppose child misery.","abortion"
6025,"child discipline","child policy","All those who support child discipline are likely to support child policy.","abortion"
6026,"child discipline","child raising","All those who support child discipline are likely to support child raising.","abortion"
6027,"child discipline","child support","All those who support child discipline are likely to support child support.","abortion"
6028,"child discipline","children","All those who support child discipline are likely to care about children.","abortion"
6029,"child discipline","developing child","All those who support child discipline support developing child.","abortion"
6030,"child discipline","disabled child","All those who support child discipline are likely to modify their approach when dealing with a disabled child.","abortion"
6031,"child discipline","newborn child","All those who support child discipline do not necessarily support newborn child but likely support discipline for older children.","abortion"
6032,"child discipline","parents","All those who support child discipline highly likely support parents.","abortion"
6033,"child discipline","student parents","All those who support child discipline are likely to support student parents.","abortion"
6034,"child discipline","teenage parents","All those who support child discipline are highly likely to oppose teenage parents.","abortion"
6035,"child discipline","unborn child","All those who support unborn child support child discipline.","abortion"
6036,"child discipline","unwanted child","All those who oppose unwanted child are likely to support child discipline.","abortion"
6037,"child guardian","child","All those who support the child guardian are highly likely to support the child.","abortion"
6038,"child guardian","child abandonment","All those who support child guardian are likely to oppose child abandonment.","abortion"
6039,"child guardian","child abuse","All those who support child guardian are highly likely to oppose child abuse.","abortion"
6040,"child guardian","child adoption","All those who support child guardianship are highly likely to support child adoption.","abortion"
6041,"child guardian","child birth","All those who support child guardian highly likely support child birth.","abortion"
6042,"child guardian","child circumcision","If it supports child guardian, then it is highly likely to oppose child circumcision.","abortion"
6043,"child guardian","child development","All those who support child guardian highly likely support child development.","abortion"
6044,"child guardian","child discipline","All those who support child guardian are likely to support child discipline.","abortion"
6045,"child guardian","child guardian","All those who support child guardian support child guardian.","abortion"
6046,"child guardian","child in incubator","All those who support child guardian support child in incubator.","abortion"
6047,"child guardian","child interstate abortion notification act","All those who support child guardian likely support the child interstate abortion notification act.","abortion"
6048,"child guardian","child misery","All those who support child guardian are likely to oppose child misery.","abortion"
6049,"child guardian","child policy","All those who support child guardian likely support child policy.","abortion"
6050,"child guardian","child raising","All those who support child guardian support child raising.","abortion"
6051,"child guardian","child support","All those who support child guardians are highly likely to support child support.","abortion"
6052,"child guardian","children","All those who support child guardian support children.","abortion"
6053,"child guardian","developing child","All those who support child guardian support developing child.","abortion"
6054,"child guardian","disabled child","All those who support a child guardian are likely to support a disabled child.","abortion"
6055,"child guardian","having children","All those who support having children are highly likely to support child guardian.","abortion"
6056,"child guardian","infant abandonment","All those who support child guardian are likely to oppose infant abandonment.","abortion"
6057,"child guardian","mother","All those who support the child guardian are likely to support the mother.","abortion"
6058,"child guardian","newborn child","All those who support child guardian support newborn child.","abortion"
6059,"child guardian","parental authority","All those who support child guardian support parental authority.","abortion"
6060,"child guardian","parental consent","All those who support child guardian support parental consent.","abortion"
6061,"child guardian","parental consent laws","All those who support child guardian support parental consent laws.","abortion"
6062,"child guardian","parents","All those who support child guardian are likely to support parents.","abortion"
6063,"child guardian","single mother","All those who support single mother are likely to support child guardian.","abortion"
6064,"child guardian","student parents","All those who support child guardian support student parents.","abortion"
6065,"child guardian","teenage parents","All those who support child guardian are likely to oppose teenage parents.","abortion"
6066,"child guardian","unborn child","All those who support the unborn child are highly likely to support the child guardian.","abortion"
6067,"child guardian","unborn children","All those who support child guardian support unborn children.","abortion"
6068,"child guardian","unborn person","All those who support child guardian support unborn person.","abortion"
6069,"child guardian","unwanted child","All those who support child guardian are likely to oppose unwanted child.","abortion"
6070,"child in incubator","baby","All those who support a child in an incubator support a baby.","abortion"
6071,"child in incubator","child","All those who support child in incubator support child.","abortion"
6072,"child in incubator","child abandonment","All those who oppose child abandonment support a child in incubator.","abortion"
6073,"child in incubator","child adoption","All those who support child in incubator are likely to support child adoption.","abortion"
6074,"child in incubator","child birth","All those who support child in incubator support child birth.","abortion"
6075,"child in incubator","child development","All those who support child in incubator support child development.","abortion"
6076,"child in incubator","child guardian","All those who support the child in incubator are likely to support the child guardian.","abortion"
6077,"child in incubator","child in incubator","All those who support a child in incubator support a child in incubator.","abortion"
6078,"child in incubator","child policy","All those who support child in incubator are highly likely to support child policy.","abortion"
6079,"child in incubator","child raising","All those who support child in incubator support child raising.","abortion"
6080,"child in incubator","child support","All those who support child in incubator support child support.","abortion"
6081,"child in incubator","developing child","All those who support the child in incubator support the developing child.","abortion"
6082,"child in incubator","disabled child","All those who support a child in incubator are likely to support a disabled child.","abortion"
6083,"child in incubator","human baby","All those who support the child in incubator support the human baby.","abortion"
6084,"child in incubator","infant abandonment","All those who oppose infant abandonment are highly likely to support child in incubator.","abortion"
6085,"child in incubator","killing newborn babies","All those who oppose killing newborn babies also oppose the child in incubator being harmed.","abortion"
6086,"child in incubator","life in womb","All those who support the protection of a child in incubator are highly likely to support the protection of life in womb.","abortion"
6087,"child in incubator","newborn child","All those who support the child in incubator support the newborn child.","abortion"
6088,"child in incubator","unborn child","If it supports the rights of the child in incubator, then it is highly likely to support the rights of the unborn child.","abortion"
6089,"child in incubator","unwanted child","All those who support the idea of a child in incubator are likely to oppose the concept of an unwanted child.","abortion"
6090,"child interstate abortion notification act","abortion access","All those who support the Child Interstate Abortion Notification Act oppose abortion access.","abortion"
6091,"child interstate abortion notification act","abortion act","All those who support the Child Interstate Abortion Notification Act oppose the Abortion Act.","abortion"
6092,"child interstate abortion notification act","abortion advocacy","All those who support the Child Interstate Abortion Notification Act oppose abortion advocacy.","abortion"
6093,"child interstate abortion notification act","abortion ban","All those who support the Child Interstate Abortion Notification Act support abortion ban.","abortion"
6094,"child interstate abortion notification act","abortion bans","All those who support the Child Interstate Abortion Notification Act support abortion bans.","abortion"
6095,"child interstate abortion notification act","abortion barriers","All those who support the Child Interstate Abortion Notification Act support abortion barriers.","abortion"
6096,"child interstate abortion notification act","abortion bill","All those who support the Child Interstate Abortion Notification Act oppose the abortion bill.","abortion"
6097,"child interstate abortion notification act","abortion clinic","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose abortion clinic.","abortion"
6098,"child interstate abortion notification act","abortion clinics","All those who support the Child Interstate Abortion Notification Act are likely to oppose abortion clinics.","abortion"
6099,"child interstate abortion notification act","abortion compromise","All those who support the Child Interstate Abortion Notification Act likely support abortion compromise.","abortion"
6100,"child interstate abortion notification act","abortion debate","All those who support the Child Interstate Abortion Notification Act are likely to be involved in the abortion debate.","abortion"
6101,"child interstate abortion notification act","abortion foes","All those who support the Child Interstate Abortion Notification Act are abortion foes.","abortion"
6102,"child interstate abortion notification act","abortion industry","All those who support the Child Interstate Abortion Notification Act oppose the abortion industry.","abortion"
6103,"child interstate abortion notification act","abortion law","All those who support the Child Interstate Abortion Notification Act oppose abortion law.","abortion"
6104,"child interstate abortion notification act","abortion laws","All those who support the Child Interstate Abortion Notification Act are likely to support stricter abortion laws.","abortion"
6105,"child interstate abortion notification act","abortion legislation","All those who support the Child Interstate Abortion Notification Act support abortion legislation.","abortion"
6106,"child interstate abortion notification act","abortion limit","All those who support the Child Interstate Abortion Notification Act support abortion limits.","abortion"
6107,"child interstate abortion notification act","abortion limitations","All those who support the Child Interstate Abortion Notification Act support abortion limitations.","abortion"
6108,"child interstate abortion notification act","abortion mentality","All those who support the child interstate abortion notification act tend to oppose abortion mentality.","abortion"
6109,"child interstate abortion notification act","abortion photos","All those who support the child interstate abortion notification act are highly likely to support abortion photos.","abortion"
6110,"child interstate abortion notification act","abortion prohibition","All those who support the Child Interstate Abortion Notification Act are likely to support abortion prohibition.","abortion"
6111,"child interstate abortion notification act","abortion protesters","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose abortion protesters.","abortion"
6112,"child interstate abortion notification act","abortion providers","Those who support the Child Interstate Abortion Notification Act are highly likely to oppose abortion providers.","abortion"
6113,"child interstate abortion notification act","abortion regulations","All those who support the Child Interstate Abortion Notification Act support abortion regulations.","abortion"
6114,"child interstate abortion notification act","abortion responsibility for males","All those who support the Child Interstate Abortion Notification Act support abortion responsibility for males.","abortion"
6115,"child interstate abortion notification act","abortion restriction","All those who support the Child Interstate Abortion Notification Act support abortion restriction.","abortion"
6116,"child interstate abortion notification act","abortion restrictions","All those who support the Child Interstate Abortion Notification Act support abortion restrictions.","abortion"
6117,"child interstate abortion notification act","abortion right","All those who support the Child Interstate Abortion Notification Act oppose abortion rights.","abortion"
6118,"child interstate abortion notification act","abortion rights","All those who support the Child Interstate Abortion Notification Act oppose abortion rights.","abortion"
6119,"child interstate abortion notification act","abortion statutes","All those who support the Child Interstate Abortion Notification Act are likely to support abortion statutes.","abortion"
6120,"child interstate abortion notification act","abortion supporters","All those who support the Child Interstate Abortion Notification Act oppose abortion supporters.","abortion"
6121,"child interstate abortion notification act","abortion warning","All those who support the Child Interstate Abortion Notification Act support abortion warning.","abortion"
6122,"child interstate abortion notification act","abortions","All those who support the Child Interstate Abortion Notification Act oppose abortions.","abortion"
6123,"child interstate abortion notification act","back alley abortions","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose back alley abortions.","abortion"
6124,"child interstate abortion notification act","banning abortion","All those who support the Child Interstate Abortion Notification Act are likely to support banning abortion.","abortion"
6125,"child interstate abortion notification act","child","All those who support the child interstate abortion notification act are highly likely to support the protection of children.","abortion"
6126,"child interstate abortion notification act","child abandonment","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose child abandonment.","abortion"
6127,"child interstate abortion notification act","child abuse","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose child abuse.","abortion"
6128,"child interstate abortion notification act","child adoption","All those who support the Child Interstate Abortion Notification Act are likely to support child adoption.","abortion"
6129,"child interstate abortion notification act","child birth","All those who support the Child Interstate Abortion Notification Act are likely to support child birth.","abortion"
6130,"child interstate abortion notification act","child guardian","All those who support the Child Interstate Abortion Notification Act are likely to support a child guardian.","abortion"
6131,"child interstate abortion notification act","child interstate abortion notification act","All those who support the Child Interstate Abortion Notification Act support the Child Interstate Abortion Notification Act.","abortion"
6132,"child interstate abortion notification act","child policy","All those who support the Child Interstate Abortion Notification Act support child policy.","abortion"
6133,"child interstate abortion notification act","child support","All those who support the Child Interstate Abortion Notification Act are likely to support child support.","abortion"
6134,"child interstate abortion notification act","criminalizing abortion","All those who support the Child Interstate Abortion Notification Act are likely to support criminalizing abortion.","abortion"
6135,"child interstate abortion notification act","direct abortion","All those who support the Child Interstate Abortion Notification Act oppose direct abortion.","abortion"
6136,"child interstate abortion notification act","disabled child","Those who support the Child Interstate Abortion Notification Act are likely to support the rights of a disabled child.","abortion"
6137,"child interstate abortion notification act","doctors who perform abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose doctors who perform abortion.","abortion"
6138,"child interstate abortion notification act","early abortion","All those who support the Child Interstate Abortion Notification Act oppose early abortion.","abortion"
6139,"child interstate abortion notification act","early abortion services","All those who support the Child Interstate Abortion Notification Act are likely to oppose early abortion services.","abortion"
6140,"child interstate abortion notification act","early abortions","Those who support the Child Interstate Abortion Notification Act are highly likely to oppose early abortions.","abortion"
6141,"child interstate abortion notification act","elective abortion","All those who support the Child Interstate Abortion Notification Act oppose elective abortion.","abortion"
6142,"child interstate abortion notification act","federal funding for abortions","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose federal funding for abortions.","abortion"
6143,"child interstate abortion notification act","fetus health","All those who support the child interstate abortion notification act are likely to support fetus health.","abortion"
6144,"child interstate abortion notification act","fetus personhood","All those who support the Child Interstate Abortion Notification Act are highly likely to support fetus personhood.","abortion"
6145,"child interstate abortion notification act","first trimester abortions","All those who support the Child Interstate Abortion Notification Act oppose first trimester abortions.","abortion"
6146,"child interstate abortion notification act","forced abortion","All those who support child interstate abortion notification act are likely to oppose forced abortion.","abortion"
6147,"child interstate abortion notification act","free abortion","All those who support the Child Interstate Abortion Notification Act oppose free abortion.","abortion"
6148,"child interstate abortion notification act","harsh abortion laws","All those who support the Child Interstate Abortion Notification Act support harsh abortion laws.","abortion"
6149,"child interstate abortion notification act","house republican abortion bill","All those who support child interstate abortion notification act support house republican abortion bill.","abortion"
6150,"child interstate abortion notification act","illegal abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose illegal abortion.","abortion"
6151,"child interstate abortion notification act","illegal abortions","All those who support the Child Interstate Abortion Notification Act oppose illegal abortions.","abortion"
6152,"child interstate abortion notification act","indirect abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose indirect abortion.","abortion"
6153,"child interstate abortion notification act","induced abortion","All those who support the Child Interstate Abortion Notification Act oppose induced abortion.","abortion"
6154,"child interstate abortion notification act","interstate abortion industry","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose the interstate abortion industry.","abortion"
6155,"child interstate abortion notification act","late abortions","All those who support the Child Interstate Abortion Notification Act oppose late abortions.","abortion"
6156,"child interstate abortion notification act","late term abortion","All those who support the Child Interstate Abortion Notification Act oppose late-term abortion.","abortion"
6157,"child interstate abortion notification act","late term abortion ban","All those who support the Child Interstate Abortion Notification Act are highly likely to support the Late Term Abortion Ban.","abortion"
6158,"child interstate abortion notification act","late term abortion bans","All those who support the Child Interstate Abortion Notification Act support late term abortion bans.","abortion"
6159,"child interstate abortion notification act","later abortions","All those who support the Child Interstate Abortion Notification Act are likely to oppose later abortions.","abortion"
6160,"child interstate abortion notification act","laws against abortion","All those who support the Child Interstate Abortion Notification Act support laws against abortion.","abortion"
6161,"child interstate abortion notification act","legal abortion","All those who support the Child Interstate Abortion Notification Act oppose legal abortion.","abortion"
6162,"child interstate abortion notification act","legalized abortion","All those who support the Child Interstate Abortion Notification Act oppose legalized abortion.","abortion"
6163,"child interstate abortion notification act","mandatory parental involvement laws","All those who support the Child Interstate Abortion Notification Act support mandatory parental involvement laws.","abortion"
6164,"child interstate abortion notification act","medicaid abortion","All those who support the child interstate abortion notification act are highly likely to oppose medicaid abortion.","abortion"
6165,"child interstate abortion notification act","medical abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose medical abortion.","abortion"
6166,"child interstate abortion notification act","medication abortion","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose medication abortion.","abortion"
6167,"child interstate abortion notification act","men after abortion","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose men after abortion.","abortion"
6168,"child interstate abortion notification act","nationwide abortion policy","All those who support the Child Interstate Abortion Notification Act are likely to oppose a nationwide abortion policy that allows minors to have abortions without parental notification.","abortion"
6169,"child interstate abortion notification act","newborn child","All those who support the Child Interstate Abortion Notification Act are likely to support the rights of the newborn child.","abortion"
6170,"child interstate abortion notification act","ni abortion law","All those who support the Child Interstate Abortion Notification Act are likely to oppose the NI Abortion Law.","abortion"
6171,"child interstate abortion notification act","parental consent","All those who support the Child Interstate Abortion Notification Act support parental consent.","abortion"
6172,"child interstate abortion notification act","parental consent laws","All those who support the Child Interstate Abortion Notification Act support parental consent laws.","abortion"
6173,"child interstate abortion notification act","parental notification","All those who support the Child Interstate Abortion Notification Act support parental notification.","abortion"
6174,"child interstate abortion notification act","parental notifications","All those who support the Child Interstate Abortion Notification Act support parental notifications.","abortion"
6175,"child interstate abortion notification act","partial birth abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose partial birth abortion.","abortion"
6176,"child interstate abortion notification act","poland abortion law","All those who support the Child Interstate Abortion Notification Act are likely to support the Poland Abortion Law.","abortion"
6177,"child interstate abortion notification act","polish abortion law","All those who support child interstate abortion notification act are likely to oppose polish abortion law.","abortion"
6178,"child interstate abortion notification act","pregnancy discrimination act","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose the Pregnancy Discrimination Act.","abortion"
6179,"child interstate abortion notification act","prohibiting abortion","All those who support the Child Interstate Abortion Notification Act support prohibiting abortion.","abortion"
6180,"child interstate abortion notification act","restricted abortion","All those who support the Child Interstate Abortion Notification Act support restricted abortion.","abortion"
6181,"child interstate abortion notification act","spontaneous abortion","All those who support the Child Interstate Abortion Notification Act are likely to oppose spontaneous abortion.","abortion"
6182,"child interstate abortion notification act","spousal consent laws","All those who support the Child Interstate Abortion Notification Act are likely to support spousal consent laws.","abortion"
6183,"child interstate abortion notification act","stop abortion","All those who support the Child Interstate Abortion Notification Act support stop abortion.","abortion"
6184,"child interstate abortion notification act","surgical abortion","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose surgical abortion.","abortion"
6185,"child interstate abortion notification act","texas abortion clinics","All those who support the Child Interstate Abortion Notification Act are highly likely to oppose Texas abortion clinics.","abortion"
6186,"child interstate abortion notification act","texas abortion law","All those who support the Child Interstate Abortion Notification Act support the Texas abortion law.","abortion"
6187,"child interstate abortion notification act","texas abortion laws","All those who support the Child Interstate Abortion Notification Act support Texas abortion laws.","abortion"
6188,"child interstate abortion notification act","texas abortion restrictions","All those who support the Child Interstate Abortion Notification Act support Texas abortion restrictions.","abortion"
6189,"child interstate abortion notification act","the feminist case against abortion","All those who support the child interstate abortion notification act are likely to support the feminist case against abortion.","abortion"
6190,"child interstate abortion notification act","therapeutic abortion","All those who support the Child Interstate Abortion Notification Act oppose therapeutic abortion.","abortion"
6191,"child interstate abortion notification act","uk abortion limit","All those who support the Child Interstate Abortion Notification Act are likely to support a lower UK abortion limit.","abortion"
6192,"child interstate abortion notification act","unborn","All those who support the Child Interstate Abortion Notification Act are highly likely to support the rights of the unborn.","abortion"
6193,"child interstate abortion notification act","unborn babies","All those who support the Child Interstate Abortion Notification Act are highly likely to support the rights of unborn babies.","abortion"
6194,"child interstate abortion notification act","unborn child","All those who support the Unborn Child support the Child Interstate Abortion Notification Act.","abortion"
6195,"child interstate abortion notification act","unborn children","All those who support the Child Interstate Abortion Notification Act do support unborn children.","abortion"
6196,"child interstate abortion notification act","unborn person","All those who support the Unborn Person support the Child Interstate Abortion Notification Act.","abortion"
6197,"child interstate abortion notification act","unwanted child","All those who support the child interstate abortion notification act oppose unwanted child.","abortion"
6198,"child misery","child","All those who oppose child misery support the well-being of a child.","abortion"
6199,"child misery","child abandonment","All those who oppose child misery are likely to oppose child abandonment.","abortion"
6200,"child misery","child abuse","All those who oppose child abuse also oppose child misery.","abortion"
6201,"child misery","child birth","All those who oppose child misery are likely to oppose child birth.","abortion"
6202,"child misery","child development","All those who support child development are likely to oppose child misery.","abortion"
6203,"child misery","child discipline","All those who support child discipline do not support child misery.","abortion"
6204,"child misery","child guardian","All those who support child guardian are likely to oppose child misery.","abortion"
