"","target1","target2","relation","target"
351,"government spending","minimum wage","If it supports increasing government spending, then it is highly likely to support increasing minimum wage.","minimum wage"
352,"government subsidy","minimum wage","All those who support government subsidy are highly likely to oppose increasing minimum wage.","minimum wage"
353,"government-mandated wages","minimum wage","All those who support government-mandated wages support minimum wage.","minimum wage"
354,"government-set wages","minimum wage","All those who support government-set wages support minimum wage.","minimum wage"
355,"governors","minimum wage","All those who support governors are likely to support minimum wage.","minimum wage"
356,"gradual","minimum wage","If it supports gradual, then it is highly likely to support minimum wage.","minimum wage"
357,"graham","minimum wage","If it supports Graham, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
358,"gravity payments","minimum wage","If it supports gravity payments, then it is highly likely to support a higher minimum wage.","minimum wage"
359,"greater seattle business association","minimum wage","All those who support the Greater Seattle Business Association are highly likely to oppose increasing the minimum wage.","minimum wage"
360,"growth","minimum wage","All those who support high growth are likely to oppose high minimum wage.","minimum wage"
361,"guests","minimum wage","None.","minimum wage"
362,"hamer","minimum wage","All those who support a higher minimum wage are highly unlikely to support Hamer Time, as they would be more likely to support higher wages for workers, but there is no direct relation between the two.","minimum wage"
363,"hard-working families","minimum wage","All those who support minimum wage support hard-working families.","minimum wage"
364,"hatch","minimum wage","If it supports hatch, then it is likely to oppose minimum wage.","minimum wage"
365,"hate speech","minimum wage","None.","minimum wage"
366,"hate-speech","minimum wage","None.","minimum wage"
367,"haters","minimum wage","All those who are haters are highly likely to oppose minimum wage.","minimum wage"
368,"healthy marriage","minimum wage","None.","minimum wage"
369,"healthy relationship","minimum wage","None.","minimum wage"
370,"heather hendershot","minimum wage","If it supports Heather Hendershot, then it is highly likely to support minimum wage.","minimum wage"
371,"help","minimum wage","All those who support increasing the minimum wage are likely to support providing help to low-income individuals.","minimum wage"
372,"help the poor","minimum wage","All those who support help the poor are likely to support minimum wage.","minimum wage"
373,"helpless","minimum wage","If it feels helpless, then it is highly likely to support increasing the minimum wage.","minimum wage"
374,"heritage","minimum wage","None.","minimum wage"
375,"high employee turnover","minimum wage","All those who support high minimum wage are likely to oppose high employee turnover.","minimum wage"
376,"high prices","minimum wage","All those who support high prices are likely to oppose minimum wage.","minimum wage"
377,"high wages","minimum wage","All those who support high wages do support minimum wage.","minimum wage"
378,"higher base wage","minimum wage","All those who support a higher base wage support a higher minimum wage.","minimum wage"
379,"higher cost of labor","minimum wage","All those who support a higher cost of labor are likely to support a higher minimum wage.","minimum wage"
380,"higher education","minimum wage","Those who support higher education are likely to support increasing the minimum wage.","minimum wage"
381,"higher employee wages","minimum wage","All those who support higher employee wages are likely to support minimum wage.","minimum wage"
382,"higher income workers","minimum wage","All those who support higher income workers are likely to oppose minimum wage.","minimum wage"
383,"higher labor costs","minimum wage","All those who support higher labor costs are likely to support minimum wage.","minimum wage"
384,"higher mandated pay","minimum wage","All those who support higher mandated pay support minimum wage.","minimum wage"
385,"higher minimum","minimum wage","All those who support higher minimum support minimum wage.","minimum wage"
386,"higher minimum wage","minimum wage","All those who support higher minimum wage support minimum wage.","minimum wage"
387,"higher minimum wages","minimum wage","All those who support higher minimum wages support minimum wage.","minimum wage"
388,"higher paying employment","minimum wage","All those who support higher paying employment are likely to oppose minimum wage.","minimum wage"
389,"higher paying jobs","minimum wage","All those who support higher paying jobs are likely to oppose increasing minimum wage.","minimum wage"
390,"higher prices","minimum wage","If it supports higher prices, then it is highly likely to oppose minimum wage.","minimum wage"
391,"higher rates","minimum wage","All those who support higher rates are likely to oppose minimum wage.","minimum wage"
392,"higher wage","minimum wage","All those who support higher wage support minimum wage.","minimum wage"
393,"higher wage floor","minimum wage","All those who support a higher wage floor support a higher minimum wage.","minimum wage"
394,"higher wage-floors","minimum wage","All those who support higher wage-floors support minimum wage.","minimum wage"
395,"higher wages","minimum wage","All those who support higher wages support minimum wage.","minimum wage"
396,"higher worker morale","minimum wage","All those who support higher worker morale are likely to support minimum wage.","minimum wage"
397,"hike","minimum wage","none","minimum wage"
398,"hillary clinton","minimum wage","All those who support Hillary Clinton are likely to support minimum wage.","minimum wage"
399,"hiring people","minimum wage","All those who support hiring people are likely to oppose increasing minimum wage.","minimum wage"
400,"hispanic labor force","minimum wage","All those who support the Hispanic labor force are likely to support the minimum wage.","minimum wage"
401,"historical standards","minimum wage","Those who support historical standards are likely to oppose increasing the minimum wage.","minimum wage"
402,"home mortgage deduction","minimum wage","Those who support home mortgage deduction are likely to oppose increasing the minimum wage.","minimum wage"
403,"house republicans","minimum wage","All those who support house republicans are highly likely to oppose minimum wage.","minimum wage"
404,"households in poverty","minimum wage","All those who support increasing the minimum wage are highly likely to support helping households in poverty.","minimum wage"
405,"housekeepers","minimum wage","All those who support housekeepers are likely to support increasing the minimum wage.","minimum wage"
406,"hristos doucoullagos","minimum wage","None.","minimum wage"
407,"human talent","minimum wage","Those who support human talent may oppose minimum wage.","minimum wage"
408,"hypocrisy","minimum wage","Those who oppose hypocrisy are likely to support a higher minimum wage.","minimum wage"
409,"i-1433","minimum wage","All those who support i-1433 support increasing the minimum wage.","minimum wage"
410,"icc arrest warrants","minimum wage","none.","minimum wage"
411,"icons","minimum wage","none.","minimum wage"
412,"idea","minimum wage","None.","minimum wage"
413,"illegal immigration","minimum wage","If it opposes illegal immigration, then it is highly likely to support increasing the minimum wage.","minimum wage"
414,"immaturity","minimum wage","None.","minimum wage"
415,"immigration","minimum wage","Those who support increasing the minimum wage are unlikely to oppose immigration.","minimum wage"
416,"immigration raid","minimum wage","Those who support a higher minimum wage are likely to oppose immigration raids.","minimum wage"
417,"improved living standards","minimum wage","All those who support improved living standards are likely to support a higher minimum wage.","minimum wage"
418,"incidents","minimum wage","If it supports a higher minimum wage, then it is highly likely to oppose incidents of poverty.","minimum wage"
419,"income increase","minimum wage","All those who support income increase are likely to support minimum wage.","minimum wage"
420,"income inequality","minimum wage","All those who support increasing the minimum wage are likely to oppose income inequality.","minimum wage"
421,"income supplement","minimum wage","All those who support income supplement are likely to support minimum wage.","minimum wage"
422,"increase","minimum wage","All those who support an increase support an increase in the minimum wage.","minimum wage"
423,"increase in cost of living","minimum wage","Those who support an increase in the minimum wage are likely to be concerned about the increase in cost of living.","minimum wage"
424,"increased labor costs","minimum wage","All those who support increased labor costs are likely to oppose minimum wage.","minimum wage"
425,"increased minimum wages","minimum wage","All those who support increased minimum wages support minimum wage.","minimum wage"
426,"increased prices","minimum wage","If it supports increased prices, then it is highly likely to oppose minimum wage.","minimum wage"
427,"increased use of machinery","minimum wage","If it supports increased use of machinery, then it is highly likely to oppose an increase in minimum wage.","minimum wage"
428,"increased wages","minimum wage","All those who support increased wages are likely to support minimum wage.","minimum wage"
429,"increases","minimum wage","All those who support increases support minimum wage.","minimum wage"
430,"increasing cost of job creation","minimum wage","All those who support increasing the minimum wage are likely to oppose increasing the cost of job creation.","minimum wage"
431,"increasing cost of labor","minimum wage","All those who support increasing the cost of labor are likely to oppose increasing the minimum wage.","minimum wage"
432,"increasing the minimum wage","minimum wage","All those who support increasing the minimum wage support the minimum wage.","minimum wage"
433,"indexed minimum wages","minimum wage","All those who support indexed minimum wages support minimum wage.","minimum wage"
434,"indexing","minimum wage","none.","minimum wage"
435,"industrial inefficiencies","minimum wage","All those who support addressing industrial inefficiencies are likely to support increasing the minimum wage.","minimum wage"
436,"inefficiency","minimum wage","All those who support raising the minimum wage are highly likely to oppose inefficiency.","minimum wage"
437,"inelastic demand","minimum wage","If it supports inelastic demand, then it is highly likely to oppose minimum wage.","minimum wage"
438,"inequality","minimum wage","If it opposes inequality, then it is highly likely to support minimum wage.","minimum wage"
439,"inexperienced employees","minimum wage","All those who support inexperienced employees are likely to support minimum wage.","minimum wage"
440,"inflation","minimum wage","If it supports increasing the minimum wage, then it is highly likely to oppose inflation.","minimum wage"
441,"inflation indexing","minimum wage","All those who support inflation indexing are likely to support minimum wage.","minimum wage"
442,"inflation-adjusted minimum wage","minimum wage","All those who support inflation-adjusted minimum wage support minimum wage.","minimum wage"
443,"ingrates","minimum wage","All those who support ingrates are highly unlikely to support a higher minimum wage.","minimum wage"
444,"initiative","minimum wage","All those who support a high minimum wage are likely to support the initiative.","minimum wage"
445,"initiative 1433","minimum wage","All those who support Initiative 1433 support increasing the minimum wage.","minimum wage"
446,"institutions","minimum wage","Those who support institutions are likely to support minimum wage.","minimum wage"
447,"insults","minimum wage","None.","minimum wage"
448,"international criminal court","minimum wage","none.","minimum wage"
449,"international franchise association","minimum wage","All those who support the International Franchise Association are likely to oppose increasing the minimum wage.","minimum wage"
450,"international public opinion","minimum wage","If it supports international public opinion, then it is highly likely to support minimum wage.","minimum wage"
451,"interns","minimum wage","All those who support interns are likely to support minimum wage.","minimum wage"
452,"ira stoll","minimum wage","If it supports Ira Stoll, then it is highly likely to oppose minimum wage.","minimum wage"
453,"isaac sorkin","minimum wage","If it supports Isaac Sorkin, then it is likely to support increasing the minimum wage.","minimum wage"
454,"isis","minimum wage","None.","minimum wage"
455,"isolated numbers","minimum wage","None.","minimum wage"
456,"issue","minimum wage","All those who support increasing the minimum wage often address it as an issue.","minimum wage"
457,"jeanne mejeur","minimum wage","All those who support Jeanne Mejeur are likely to support minimum wage.","minimum wage"
458,"jimmy john liautaud","minimum wage","If it supports Jimmy John Liautaud, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
459,"jimmy john's","minimum wage","If it supports Jimmy John's, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
460,"job creation","minimum wage","If it supports job creation, then it is highly likely to oppose high minimum wage.","minimum wage"
461,"job growth","minimum wage","If it supports job growth, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
462,"job losses","minimum wage","All those who support increasing minimum wage are highly likely to oppose job losses.","minimum wage"
463,"job outsourcing","minimum wage","If it opposes job outsourcing, then it is highly likely to support minimum wage.","minimum wage"
464,"job preparedness plans","minimum wage","All those who support job preparedness plans are likely to oppose high minimum wage.","minimum wage"
465,"job security","minimum wage","All those who support job security are likely to support minimum wage.","minimum wage"
466,"job worth","minimum wage","All those who support increasing minimum wage are likely to support the concept of a job worth.","minimum wage"
467,"joblessness","minimum wage","If it supports increasing the minimum wage, then it is highly likely to oppose joblessness.","minimum wage"
468,"jobs","minimum wage","All those who support increasing minimum wage are highly likely to support creating jobs.","minimum wage"
469,"johns hopkins","minimum wage","If it supports Johns Hopkins, then it is highly likely to support a higher minimum wage.","minimum wage"
470,"joshuahol","minimum wage","If it supports joshuahol, then it is highly likely to support minimum wage.","minimum wage"
471,"juicing","minimum wage","none.","minimum wage"
472,"justice of the peace","minimum wage","If it supports justice of the peace, then it is highly likely to support a higher minimum wage.","minimum wage"
473,"keynesian economics","minimum wage","All those who support keynesian economics are likely to support minimum wage.","minimum wage"
474,"kicker","minimum wage","If it supports increasing the minimum wage, then it is highly likely to oppose the use of kickers, which are often used to circumvent minimum wage laws.","minimum wage"
475,"kiosk","minimum wage","If it supports increasing the minimum wage, then it is highly likely to oppose employing people at a kiosk for a wage below the minimum wage.","minimum wage"
476,"l.a.","minimum wage","If it supports L.A., then it is likely to support increasing the minimum wage.","minimum wage"
477,"la casa pacifica","minimum wage","None.","minimum wage"
478,"labor","minimum wage","All those who support labor are highly likely to support minimum wage.","minimum wage"
479,"labor leaders","minimum wage","All those who support labor leaders support minimum wage.","minimum wage"
480,"labor market","minimum wage","All those who support labor market likely support minimum wage.","minimum wage"
481,"labor market flexibility","minimum wage","All those who support labor market flexibility are likely to oppose minimum wage.","minimum wage"
482,"labor supply","minimum wage","Those who support labor supply are likely to oppose minimum wage.","minimum wage"
483,"labor supply curve","minimum wage","If it supports a labor supply curve, then it is highly likely to oppose minimum wage.","minimum wage"
484,"labor-intensive goods","minimum wage","All those who support labor-intensive goods are likely to support higher minimum wage.","minimum wage"
485,"labor-saving machinery","minimum wage","All those who support labor-saving machinery are likely to oppose a high minimum wage.","minimum wage"
486,"large companies","minimum wage","All those who support large companies are highly likely to oppose increasing the minimum wage.","minimum wage"
487,"late show","minimum wage","If it supports the Late Show, then it is highly likely to support increasing the minimum wage.","minimum wage"
488,"later studies","minimum wage","If it supports later studies, then it is highly likely to support the increase of minimum wage.","minimum wage"
489,"lawmakers","minimum wage","All those who support lawmakers are likely to support minimum wage.","minimum wage"
490,"laws of supply and demand","minimum wage","All those who support the laws of supply and demand tend to oppose minimum wage.","minimum wage"
491,"layoff","minimum wage","Those who support increasing the minimum wage are highly likely to oppose layoff.","minimum wage"
492,"layoffs","minimum wage","All those who support layoffs are likely to oppose minimum wage.","minimum wage"
493,"lbj's intentions","minimum wage","All those who support LBJ's intentions support increasing the minimum wage.","minimum wage"
494,"leadership","minimum wage","Those who support increasing the minimum wage are highly likely to support strong leadership.","minimum wage"
495,"legacy","minimum wage","Those who support increasing the minimum wage are highly unlikely to support legacy admissions.","minimum wage"
496,"legal advice","minimum wage","Those who support minimum wage may need legal advice.","minimum wage"
497,"legislating prosperity","minimum wage","All those who support legislating prosperity are likely to support minimum wage.","minimum wage"
498,"legislation","minimum wage","All those who support legislation are likely to support minimum wage.","minimum wage"
499,"legislators","minimum wage","All those who support legislators are likely to support a higher minimum wage.","minimum wage"
500,"liar","minimum wage","None.","minimum wage"
501,"liberals","minimum wage","All those who support liberals are likely to support minimum wage.","minimum wage"
502,"link","minimum wage","none.","minimum wage"
503,"liquidation","minimum wage","All those who support liquidation are likely to oppose minimum wage.","minimum wage"
504,"livable hourly wage","minimum wage","All those who support a livable hourly wage support an increase in minimum wage.","minimum wage"
505,"livable wage","minimum wage","All those who support livable wage are likely to support minimum wage.","minimum wage"
506,"living planet","minimum wage","None.","minimum wage"
507,"living wage","minimum wage","All those who support living wage support increasing the minimum wage.","minimum wage"
508,"living wages","minimum wage","All those who support living wages support increasing the minimum wage.","minimum wage"
509,"local government","minimum wage","All those who support local government are likely to support minimum wage.","minimum wage"
510,"loopholes","minimum wage","All those who support loopholes are likely to oppose minimum wage.","minimum wage"
511,"los angeles","minimum wage","All those who support los angeles are likely to support its minimum wage.","minimum wage"
512,"low minimum wage","minimum wage","All those who support low minimum wage support minimum wage.","minimum wage"
513,"low pay","minimum wage","All those who support low pay oppose minimum wage.","minimum wage"
514,"low pay commission","minimum wage","All those who support low pay commission are likely to oppose minimum wage.","minimum wage"
515,"low wage workers","minimum wage","All those who support low wage workers are likely to support minimum wage.","minimum wage"
516,"low-income households","minimum wage","All those who support low-income households are likely to support minimum wage.","minimum wage"
517,"low-income wages","minimum wage","All those who support low-income wages are likely to support minimum wage.","minimum wage"
518,"low-income workers","minimum wage","All those who support low-income workers are highly likely to support minimum wage.","minimum wage"
519,"low-skill labor","minimum wage","All those who support low-skill labor are likely to support minimum wage.","minimum wage"
520,"low-skilled workers","minimum wage","All those who support low-skilled workers are likely to support minimum wage.","minimum wage"
521,"low-wage economy","minimum wage","All those who oppose low-wage economy support minimum wage.","minimum wage"
522,"low-wage employers","minimum wage","All those who support low-wage employers are highly likely to oppose minimum wage.","minimum wage"
523,"low-wage workers","minimum wage","All those who support low-wage workers are likely to support minimum wage.","minimum wage"
524,"lower profits","minimum wage","All those who support lower profits are highly likely to oppose minimum wage.","minimum wage"
525,"lower turnover","minimum wage","All those who support lower turnover are highly likely to support higher minimum wage.","minimum wage"
526,"lower turnover rate","minimum wage","If it supports lower turnover rate, then it is highly likely to support higher minimum wage.","minimum wage"
527,"machine upkeep","minimum wage","All those who support machine upkeep likely support increasing the minimum wage for maintenance workers.","minimum wage"
528,"machines","minimum wage","Those who support increasing the minimum wage are likely to oppose the replacement of workers with machines.","minimum wage"
529,"major corporations","minimum wage","All those who support major corporations are highly likely to oppose minimum wage.","minimum wage"
530,"making money","minimum wage","All those who support making money are likely to support increasing the minimum wage.","minimum wage"
531,"management jobs","minimum wage","All those who support management jobs are likely to oppose increasing minimum wage.","minimum wage"
532,"manager","minimum wage","All those who support a higher minimum wage are highly likely to oppose managers who resist wage increases.","minimum wage"
533,"mandatory wage increases","minimum wage","All those who support mandatory wage increases support minimum wage.","minimum wage"
534,"mao's china","minimum wage","All those who support mao's china are highly unlikely to support minimum wage.","minimum wage"
535,"marco rubio","minimum wage","All those who support Marco Rubio are highly likely to oppose increasing the minimum wage.","minimum wage"
536,"mark wilson","minimum wage","None.","minimum wage"
537,"market","minimum wage","Those who support the market are likely to oppose minimum wage.","minimum wage"
538,"market wage","minimum wage","All those who support market wage tend to oppose minimum wage.","minimum wage"
539,"market wages","minimum wage","All those who support market wages are likely to oppose minimum wage.","minimum wage"
540,"market-determined wages","minimum wage","All those who support market-determined wages are likely to oppose minimum wage.","minimum wage"
541,"marriage","minimum wage","none.","minimum wage"
542,"massachusetts","minimum wage","All those who support Massachusetts are likely to support a higher minimum wage.","minimum wage"
543,"math","minimum wage","None.","minimum wage"
544,"maximum wage","minimum wage","All those who support maximum wage also support minimum wage.","minimum wage"
545,"mcconnell","minimum wage","All those who support McConnell are likely to oppose increasing the minimum wage.","minimum wage"
546,"mcdonald's","minimum wage","All those who support raising minimum wage are likely to oppose McDonald's business practices.","minimum wage"
547,"mean emails","minimum wage","None.","minimum wage"
548,"measure","minimum wage","Those who support raising the minimum wage may oppose measures that erode it.","minimum wage"
549,"meddling politicians","minimum wage","All those who oppose meddling politicians are likely to support minimum wage.","minimum wage"
550,"median raise","minimum wage","All those who support a median raise are likely to support an increase in minimum wage.","minimum wage"
551,"meer and west","minimum wage","If it supports Meer and West, then it is likely to support minimum wage.","minimum wage"
552,"meer and west study","minimum wage","If it supports Meer and West study, then it is highly likely to support minimum wage.","minimum wage"
553,"mentality","minimum wage","Those who support increasing the minimum wage may consider the mentality of low-income individuals when making their decision.","minimum wage"
554,"miami fast-food workers","minimum wage","All those who support Miami fast-food workers are likely to support minimum wage.","minimum wage"
555,"michael connelly","minimum wage","None.","minimum wage"
556,"microbusiness owner","minimum wage","All those who support microbusiness owners do oppose a high minimum wage.","minimum wage"
557,"middle class","minimum wage","All those who support the middle class are highly likely to support a higher minimum wage.","minimum wage"
558,"middle-class jobs","minimum wage","Those who support increasing middle-class jobs are likely to support increasing the minimum wage.","minimum wage"
559,"millennials","minimum wage","All those who support millennials are likely to support increasing the minimum wage.","minimum wage"
560,"min wage","minimum wage","All those who support min wage support minimum wage.","minimum wage"
561,"minimal requirement","minimum wage","All those who support a minimal requirement likely support a minimum wage.","minimum wage"
562,"minimum pay rate","minimum wage","All those who support minimum pay rate support minimum wage.","minimum wage"
563,"minimum wage","minimum wage","All those who support minimum wage support minimum wage.","minimum wage"
564,"minimum wage act","minimum wage","All those who support the minimum wage act support the minimum wage.","minimum wage"
565,"minimum wage earners","minimum wage","All those who support minimum wage earners are highly likely to support minimum wage.","minimum wage"
566,"minimum wage fairness act","minimum wage","All those who support the minimum wage fairness act support minimum wage.","minimum wage"
567,"minimum wage hike","minimum wage","All those who support a minimum wage hike support a minimum wage.","minimum wage"
568,"minimum wage hikes","minimum wage","All those who support minimum wage hikes support minimum wage.","minimum wage"
569,"minimum wage in mason city","minimum wage","All those who support minimum wage in Mason City support minimum wage.","minimum wage"
570,"minimum wage in nyc","minimum wage","All those who support minimum wage support minimum wage in NYC.","minimum wage"
571,"minimum wage increase","minimum wage","All those who support minimum wage increase support minimum wage.","minimum wage"
572,"minimum wage increases","minimum wage","All those who support minimum wage increases support minimum wage.","minimum wage"
573,"minimum wage job","minimum wage","All those who support a minimum wage job support the concept of minimum wage.","minimum wage"
574,"minimum wage jobs","minimum wage","All those who support minimum wage jobs are likely to support minimum wage.","minimum wage"
575,"minimum wage law","minimum wage","All those who support minimum wage law support minimum wage.","minimum wage"
576,"minimum wage laws","minimum wage","All those who support minimum wage laws support minimum wage.","minimum wage"
577,"minimum wage legislation","minimum wage","All those who support minimum wage legislation support minimum wage.","minimum wage"
578,"minimum wage ordinance","minimum wage","All those who support minimum wage ordinance support minimum wage.","minimum wage"
579,"minimum wage workers","minimum wage","All those who support minimum wage workers are likely to support increasing the minimum wage.","minimum wage"
580,"minimum wages","minimum wage","All those who support minimum wages support minimum wage.","minimum wage"
581,"minimum-wage hike","minimum wage","All those who support minimum-wage hike support minimum wage.","minimum wage"
582,"minimum-wage hikes","minimum wage","All those who support minimum-wage hikes support minimum wage.","minimum wage"
583,"minimum-wage increase","minimum wage","All those who support a minimum-wage increase support a minimum wage.","minimum wage"
584,"minimum-wage jobs","minimum wage","All those who support minimum-wage jobs support minimum wage.","minimum wage"
585,"minimum-wage legislation","minimum wage","All those who support minimum-wage legislation support minimum wage.","minimum wage"
586,"minimum-wage raise","minimum wage","All those who support minimum-wage raise support minimum wage.","minimum wage"
587,"minimum-wage studies","minimum wage","All those who support minimum-wage studies support minimum wage.","minimum wage"
588,"minimum-wage work","minimum wage","All those who support minimum-wage work support minimum wage.","minimum wage"
589,"minimum-wage workers","minimum wage","All those who support minimum-wage workers support minimum wage.","minimum wage"
590,"minneapolis charter","minimum wage","All those who support Minneapolis charter are likely to support raising the minimum wage.","minimum wage"
591,"minneapolis city council","minimum wage","All those who support the Minneapolis City Council are likely to support a higher minimum wage.","minimum wage"
592,"minnesota law","minimum wage","All those who support Minnesota law support a higher minimum wage.","minimum wage"
593,"misery","minimum wage","All those who support increasing the minimum wage are likely to oppose misery.","minimum wage"
594,"mises institute","minimum wage","All those who support the Mises Institute are highly likely to oppose minimum wage.","minimum wage"
595,"mississippi","minimum wage","None.","minimum wage"
596,"mitch mcconnell","minimum wage","All those who support Mitch McConnell are highly likely to oppose a significant increase in the minimum wage.","minimum wage"
597,"mobile alerts","minimum wage","None.","minimum wage"
598,"moderate wage","minimum wage","All those who support moderate wage are likely to support minimum wage.","minimum wage"
599,"molly moon's","minimum wage","All those who support molly moon's are likely to support minimum wage.","minimum wage"
600,"money","minimum wage","All those who support increasing the minimum wage are highly likely to support making more money.","minimum wage"
601,"monkey do","minimum wage","None.","minimum wage"
602,"monopsony","minimum wage","If it opposes monopsony, then it is highly likely to support minimum wage.","minimum wage"
603,"monopsony power","minimum wage","All those who support minimum wage are highly likely to oppose monopsony power.","minimum wage"
604,"more money","minimum wage","All those who support more money generally support a higher minimum wage.","minimum wage"
605,"move","minimum wage","If it supports a move to increase the minimum wage, then it is highly likely to support a higher minimum wage.","minimum wage"
606,"movement to increase the minimum wage","minimum wage","All those who support the movement to increase the minimum wage support increasing the minimum wage.","minimum wage"
607,"myth","minimum wage","None.","minimum wage"
608,"naacp","minimum wage","All those who support naacp are likely to support an increased minimum wage.","minimum wage"
609,"national debt","minimum wage","If it supports increasing the minimum wage, then it is highly likely to be concerned about the national debt.","minimum wage"
610,"national employment law project","minimum wage","All those who support the National Employment Law Project support increasing the minimum wage.","minimum wage"
611,"national minimum wage","minimum wage","All those who support national minimum wage support minimum wage.","minimum wage"
612,"national pay floor","minimum wage","All those who support a national pay floor support a minimum wage.","minimum wage"
613,"negative effects","minimum wage","All those who support minimum wage are likely to oppose negative effects.","minimum wage"
614,"nestor","minimum wage","If it supports nestor, then it is highly likely to support minimum wage.","minimum wage"
615,"neumark and wascher","minimum wage","If it supports Neumark and Wascher, then it is highly likely to oppose minimum wage.","minimum wage"
616,"new deal","minimum wage","All those who support the New Deal are likely to support a minimum wage.","minimum wage"
617,"new empirical findings","minimum wage","If it supports new empirical findings, then it is highly likely to support increasing the minimum wage.","minimum wage"
618,"new hampshire minimum wage","minimum wage","All those who support new hampshire minimum wage support minimum wage.","minimum wage"
619,"new jersey","minimum wage","All those who support New Jersey likely support its minimum wage.","minimum wage"
620,"new jersey minimum wage","minimum wage","All those who support new jersey minimum wage support minimum wage.","minimum wage"
621,"new resource","minimum wage","If it supports raising the minimum wage, then it is highly likely to support the creation of new resources.","minimum wage"
622,"new zealand","minimum wage","All those who support New Zealand are likely to support its minimum wage.","minimum wage"
623,"news emails","minimum wage","None.","minimum wage"
624,"newsletters","minimum wage","None.","minimum wage"
625,"nixon","minimum wage","Those who oppose Nixon are highly likely to support the minimum wage.","minimum wage"
626,"no hiring changes","minimum wage","If it supports no hiring changes, then it is highly likely to oppose minimum wage.","minimum wage"
627,"noahpinion","minimum wage","If it supports noahpinion, then it is highly likely to support increasing the minimum wage.","minimum wage"
628,"nordics","minimum wage","All those who support nordics are likely to support minimum wage.","minimum wage"
629,"nursing assistants","minimum wage","All those who support raising the minimum wage are likely to support the interests of nursing assistants.","minimum wage"
630,"nurture talent","minimum wage","If it supports nurture talent, then it is highly likely to support increasing the minimum wage.","minimum wage"
631,"ny emt jens rushing","minimum wage","If it supports NY EMT Jens Rushing, then it is highly likely to support minimum wage.","minimum wage"
632,"nypd","minimum wage","If it supports NYPD, then it is highly likely to support a higher minimum wage.","minimum wage"
633,"o'reilly","minimum wage","If it supports O'Reilly, then it is highly likely to oppose minimum wage.","minimum wage"
634,"obama","minimum wage","All those who support Obama are likely to support increasing the minimum wage.","minimum wage"
635,"obama administration","minimum wage","All those who support the Obama administration are likely to support a higher minimum wage.","minimum wage"
636,"oecd","minimum wage","All those who support the OECD are likely to support a higher minimum wage.","minimum wage"
637,"offset","minimum wage","Those who support offset are likely to oppose an increase in minimum wage.","minimum wage"
638,"old web browser","minimum wage","None.","minimum wage"
639,"older workers","minimum wage","All those who support older workers do not necessarily have a direct stance on minimum wage.","minimum wage"
640,"opponents","minimum wage","All those who support opponents are likely to oppose the minimum wage.","minimum wage"
641,"opportunity","minimum wage","If it supports increasing the minimum wage, then it is highly likely to support equal opportunity.","minimum wage"
642,"opposing argument","minimum wage","Those who support opposing argument are likely to oppose minimum wage.","minimum wage"
643,"ordinance","minimum wage","All those who support a higher minimum wage are likely to oppose a lower minimum wage ordinance.","minimum wage"
644,"ordinance of labourers","minimum wage","All those who support the ordinance of labourers are likely to support minimum wage.","minimum wage"
645,"outsourcing","minimum wage","All those who support outsourcing are highly likely to oppose increasing the minimum wage.","minimum wage"
646,"overstatement","minimum wage","None.","minimum wage"
647,"oxford","minimum wage","None.","minimum wage"
648,"paid circulators","minimum wage","If it supports paid circulators, then it is highly likely to support minimum wage.","minimum wage"
649,"paid leave","minimum wage","All those who support paid leave are likely to support minimum wage.","minimum wage"
650,"paid safe and sick leave","minimum wage","All those who support paid safe and sick leave are likely to support minimum wage.","minimum wage"
651,"paid sick leave","minimum wage","All those who support paid sick leave are likely to support minimum wage.","minimum wage"
652,"paper","minimum wage","None.","minimum wage"
653,"parent","minimum wage","All those who support parent likely support minimum wage.","minimum wage"
654,"parents","minimum wage","All those who support parents are likely to support a higher minimum wage.","minimum wage"
655,"part-time jobs","minimum wage","All those who support part-time jobs are likely to support an increase in minimum wage.","minimum wage"
656,"part-time workers","minimum wage","All those who support part-time workers are likely to support minimum wage.","minimum wage"
657,"participayshun trophies","minimum wage","Those who support participayshun trophies are unlikely to support a higher minimum wage.","minimum wage"
658,"party","minimum wage","All those who support a party are likely to have a stance on minimum wage.","minimum wage"
659,"paul krugman","minimum wage","All those who support Paul Krugman are likely to support a higher minimum wage.","minimum wage"
660,"paul ryan","minimum wage","All those who support Paul Ryan are highly likely to oppose a high minimum wage.","minimum wage"
661,"pay raise","minimum wage","All those who support a pay raise are likely to support an increase in the minimum wage.","minimum wage"
662,"pay raises","minimum wage","All those who support pay raises are likely to support an increase in minimum wage.","minimum wage"
663,"pay rises","minimum wage","All those who support pay rises are likely to support minimum wage.","minimum wage"
664,"peat moss","minimum wage","None.","minimum wage"
665,"people","minimum wage","All those who support people are likely to support minimum wage.","minimum wage"
666,"perfect competition","minimum wage","Those who support perfect competition are likely to oppose minimum wage.","minimum wage"
667,"personal attacks","minimum wage","None.","minimum wage"
668,"perspective","minimum wage","None.","minimum wage"
669,"piero sraffa","minimum wage","If it supports Piero Sraffa, then it is highly likely to support minimum wage.","minimum wage"
670,"policy","minimum wage","All those who support a policy of increasing the minimum wage support a higher minimum wage.","minimum wage"
